t	dx	dy	dz	da	db	dc	
0.0145	1.00007	-9.05261e-07	6.08884e-11	4.69128e-08	1.99948	0.000729266	
0.01455	1.00007	-9.08441e-07	6.15311e-11	4.70776e-08	1.99948	0.000731796	
0.0146	1.00007	-9.11621e-07	6.21782e-11	4.72424e-08	1.99948	0.000734327	
0.01465	1.00007	-9.14801e-07	6.28299e-11	4.74072e-08	1.99948	0.000736857	
0.0147	1.00007	-9.17981e-07	6.34861e-11	4.7572e-08	1.99948	0.000739387	
0.01475	1.00007	-9.21161e-07	6.41469e-11	4.77368e-08	1.99948	0.000741918	
0.0148	1.00007	-9.24341e-07	6.48121e-11	4.79016e-08	1.99948	0.000744448	
0.01485	1.00007	-9.27521e-07	6.5482e-11	4.80664e-08	1.99948	0.000746978	
0.0149	1.00007	-9.30701e-07	6.61564e-11	4.82312e-08	1.99948	0.000749509	
0.01495	1.00007	-9.33881e-07	6.68354e-11	4.8396e-08	1.99948	0.000752039	
0.015	1.00007	-9.37061e-07	6.7519e-11	4.85608e-08	1.99948	0.000754569	
0.01505	1.00007	-9.40241e-07	6.82072e-11	4.87256e-08	1.99948	0.0007571	
0.0151	1.00007	-9.43421e-07	6.89001e-11	4.88904e-08	1.99948	0.00075963	
0.01515	1.00007	-9.46601e-07	6.95976e-11	4.90552e-08	1.99948	0.00076216	
0.0152	1.00007	-9.49781e-07	7.02998e-11	4.92199e-08	1.99948	0.000764691	
0.01525	1.00007	-9.52961e-07	7.10067e-11	4.93847e-08	1.99948	0.000767221	
0.0153	1.00007	-9.56141e-07	7.17182e-11	4.95495e-08	1.99948	0.000769751	
0.01535	1.00007	-9.59321e-07	7.24345e-11	4.97143e-08	1.99948	0.000772281	
0.0154	1.00007	-9.62501e-07	7.31555e-11	4.98791e-08	1.99948	0.000774812	
0.01545	1.00007	-9.6568e-07	7.38813e-11	5.00439e-08	1.99948	0.000777342	
0.0155	1.00007	-9.6886e-07	7.46118e-11	5.02087e-08	1.99948	0.000779872	
0.01555	1.00007	-9.7204e-07	7.53471e-11	5.03735e-08	1.99948	0.000782402	
0.0156	1.00007	-9.7522e-07	7.60872e-11	5.05383e-08	1.99948	0.000784933	
0.01565	1.00007	-9.784e-07	7.68321e-11	5.07031e-08	1.99948	0.000787463	
0.0157	1.00007	-9.8158e-07	7.75819e-11	5.08678e-08	1.99948	0.000789993	
0.01575	1.00007	-9.8476e-07	7.83364e-11	5.10326e-08	1.99948	0.000792523	
0.0158	1.00007	-9.8794e-07	7.90959e-11	5.11974e-08	1.99948	0.000795053	
0.01585	1.00007	-9.91119e-07	7.98602e-11	5.13622e-08	1.99948	0.000797583	
0.0159	1.00007	-9.94299e-07	8.06293e-11	5.1527e-08	1.99948	0.000800114	
0.01595	1.00007	-9.97479e-07	8.14034e-11	5.16918e-08	1.99948	0.000802644	
0.016	1.00007	-1.00066e-06	8.21824e-11	5.18566e-08	1.99948	0.000805174	
0.01605	1.00007	-1.00384e-06	8.29663e-11	5.20214e-08	1.99948	0.000807704	
0.0161	1.00007	-1.00702e-06	8.37552e-11	5.21861e-08	1.99948	0.000810234	
0.01615	1.00007	-1.0102e-06	8.4549e-11	5.23509e-08	1.99948	0.000812764	
0.0162	1.00007	-1.01338e-06	8.53479e-11	5.25157e-08	1.99948	0.000815295	
0.01625	1.00007	-1.01656e-06	8.61517e-11	5.26805e-08	1.99948	0.000817825	
0.0163	1.00007	-1.01974e-06	8.69605e-11	5.28453e-08	1.99948	0.000820355	
0.01635	1.00007	-1.02292e-06	8.77743e-11	5.30101e-08	1.99948	0.000822885	
0.0164	1.00007	-1.0261e-06	8.85932e-11	5.31748e-08	1.99948	0.000825415	
0.01645	1.00007	-1.02928e-06	8.94172e-11	5.33396e-08	1.99948	0.000827945	
0.0165	1.00007	-1.03246e-06	9.02462e-11	5.35044e-08	1.99948	0.000830475	
0.01655	1.00007	-1.03564e-06	9.10803e-11	5.36692e-08	1.99948	0.000833005	
0.0166	1.00007	-1.03882e-06	9.19195e-11	5.3834e-08	1.99948	0.000835535	
0.01665	1.00007	-1.042e-06	9.27638e-11	5.39987e-08	1.99948	0.000838065	
0.0167	1.00007	-1.04518e-06	9.36132e-11	5.41635e-08	1.99948	0.000840595	
0.01675	1.00007	-1.04835e-06	9.44678e-11	5.43283e-08	1.99948	0.000843125	
0.0168	1.00007	-1.05153e-06	9.53276e-11	5.44931e-08	1.99948	0.000845655	
0.01685	1.00007	-1.05471e-06	9.61925e-11	5.46578e-08	1.99948	0.000848185	
0.0169	1.00007	-1.05789e-06	9.70627e-11	5.48226e-08	1.99948	0.000850715	
0.01695	1.00007	-1.06107e-06	9.7938e-11	5.49874e-08	1.99948	0.000853245	
0.017	1.00007	-1.06425e-06	9.88186e-11	5.51522e-08	1.99948	0.000855775	
0.01705	1.00007	-1.06743e-06	9.97044e-11	5.5317e-08	1.99948	0.000858305	
0.0171	1.00007	-1.07061e-06	1.00595e-10	5.54817e-08	1.99948	0.000860835	
0.01715	1.00007	-1.07379e-06	1.01492e-10	5.56465e-08	1.99948	0.000863365	
0.0172	1.00007	-1.07697e-06	1.02393e-10	5.58113e-08	1.99948	0.000865895	
0.01725	1.00007	-1.08015e-06	1.033e-10	5.5976e-08	1.99948	0.000868425	
0.0173	1.00007	-1.08333e-06	1.04213e-10	5.61408e-08	1.99948	0.000870955	
0.01735	1.00007	-1.08651e-06	1.0513e-10	5.63056e-08	1.99948	0.000873485	
0.0174	1.00007	-1.08969e-06	1.06053e-10	5.64704e-08	1.99948	0.000876015	
0.01745	1.00007	-1.09287e-06	1.06981e-10	5.66351e-08	1.99948	0.000878545	
0.0175	1.00007	-1.09605e-06	1.07915e-10	5.67999e-08	1.99948	0.000881075	
0.01755	1.00007	-1.09923e-06	1.08854e-10	5.69647e-08	1.99948	0.000883605	
0.0176	1.00007	-1.10241e-06	1.09799e-10	5.71295e-08	1.99948	0.000886135	
0.01765	1.00007	-1.10559e-06	1.10749e-10	5.72942e-08	1.99948	0.000888665	
0.0177	1.00007	-1.10877e-06	1.11704e-10	5.7459e-08	1.99948	0.000891194	
0.01775	1.00007	-1.11195e-06	1.12665e-10	5.76238e-08	1.99948	0.000893724	
0.0178	1.00007	-1.11513e-06	1.13631e-10	5.77885e-08	1.99948	0.000896254	
0.01785	1.00007	-1.11831e-06	1.14603e-10	5.79533e-08	1.99948	0.000898784	
0.0179	1.00007	-1.12148e-06	1.1558e-10	5.81181e-08	1.99948	0.000901314	
0.01795	1.00007	-1.12466e-06	1.16563e-10	5.82828e-08	1.99948	0.000903844	
0.018	1.00007	-1.12784e-06	1.17551e-10	5.84476e-08	1.99948	0.000906373	
0.01805	1.00007	-1.13102e-06	1.18545e-10	5.86124e-08	1.99948	0.000908903	
0.0181	1.00007	-1.1342e-06	1.19545e-10	5.87771e-08	1.99948	0.000911433	
0.01815	1.00007	-1.13738e-06	1.2055e-10	5.89419e-08	1.99948	0.000913963	
0.0182	1.00007	-1.14056e-06	1.2156e-10	5.91067e-08	1.99948	0.000916493	
0.01825	1.00007	-1.14374e-06	1.22577e-10	5.92714e-08	1.99948	0.000919022	
0.0183	1.00007	-1.14692e-06	1.23599e-10	5.94362e-08	1.99948	0.000921552	
0.01835	1.00007	-1.1501e-06	1.24626e-10	5.96009e-08	1.99948	0.000924082	
0.0184	1.00007	-1.15328e-06	1.25659e-10	5.97657e-08	1.99948	0.000926612	
0.01845	1.00007	-1.15646e-06	1.26698e-10	5.99305e-08	1.99948	0.000929142	
0.0185	1.00007	-1.15964e-06	1.27743e-10	6.00952e-08	1.99948	0.000931671	
0.01855	1.00007	-1.16282e-06	1.28793e-10	6.026e-08	1.99948	0.000934201	
0.0186	1.00007	-1.166e-06	1.29849e-10	6.04248e-08	1.99948	0.000936731	
0.01865	1.00007	-1.16918e-06	1.30911e-10	6.05895e-08	1.99948	0.00093926	
0.0187	1.00007	-1.17235e-06	1.31978e-10	6.07543e-08	1.99948	0.00094179	
0.01875	1.00007	-1.17553e-06	1.33051e-10	6.0919e-08	1.99948	0.00094432	
0.0188	1.00007	-1.17871e-06	1.3413e-10	6.10838e-08	1.99948	0.00094685	
0.01885	1.00007	-1.18189e-06	1.35215e-10	6.12485e-08	1.99948	0.000949379	
0.0189	1.00007	-1.18507e-06	1.36306e-10	6.14133e-08	1.99948	0.000951909	
0.01895	1.00007	-1.18825e-06	1.37402e-10	6.15781e-08	1.99948	0.000954439	
0.019	1.00007	-1.19143e-06	1.38504e-10	6.17428e-08	1.99948	0.000956968	
0.01905	1.00007	-1.19461e-06	1.39613e-10	6.19076e-08	1.99948	0.000959498	
0.0191	1.00007	-1.19779e-06	1.40727e-10	6.20723e-08	1.99948	0.000962027	
0.01915	1.00007	-1.20097e-06	1.41847e-10	6.22371e-08	1.99948	0.000964557	
0.0192	1.00007	-1.20415e-06	1.42972e-10	6.24018e-08	1.99948	0.000967087	
0.01925	1.00007	-1.20733e-06	1.44104e-10	6.25666e-08	1.99948	0.000969616	
0.0193	1.00007	-1.21051e-06	1.45242e-10	6.27313e-08	1.99948	0.000972146	
0.01935	1.00007	-1.21369e-06	1.46386e-10	6.28961e-08	1.99948	0.000974676	
0.0194	1.00007	-1.21686e-06	1.47535e-10	6.30609e-08	1.99948	0.000977205	
0.01945	1.00007	-1.22004e-06	1.48691e-10	6.32256e-08	1.99948	0.000979735	
0.0195	1.00007	-1.22322e-06	1.49852e-10	6.33904e-08	1.99948	0.000982264	
0.01955	1.00007	-1.2264e-06	1.5102e-10	6.35551e-08	1.99948	0.000984794	
0.0196	1.00007	-1.22958e-06	1.52194e-10	6.37199e-08	1.99948	0.000987323
