t	X	z11	Z	dz11	dZ	
0.5	2.03406e-11	0.0040066	-0.00349849	0.00562547	-0.0033436	
0.5	2.03405e-11	0.00400724	-0.00349819	0.00550341	-0.00340148	
0.502	2.03362e-11	0.00401824	-0.003505	0.00547626	-0.00338199	
0.503	2.0334e-11	0.00402368	-0.00350835	0.00545734	-0.00337481	
0.508	2.0323e-11	0.00405064	-0.00352518	0.00541911	-0.00331104	
0.508889	2.03212e-11	0.00405502	-0.00352833	0.00548935	-0.00326226	
0.51	2.03188e-11	0.00406089	-0.00353206	0.0054777	-0.00325026	
0.51	2.03186e-11	0.00406153	-0.00353175	0.00535632	-0.00330902	
0.512	2.03143e-11	0.00407224	-0.00353837	0.0053288	-0.00329037	
0.513	2.03121e-11	0.00407753	-0.00354164	0.00530972	-0.00328364	
0.518	2.03012e-11	0.00410375	-0.00355802	0.0052704	-0.00322175	
0.518889	2.02994e-11	0.004108	-0.00356109	0.00534001	-0.00317275	
0.52	2.0297e-11	0.0041137	-0.00356472	0.00532812	-0.0031612	
0.52	2.02969e-11	0.00411434	-0.00356441	0.00520744	-0.00322082	
0.522	2.02925e-11	0.00412475	-0.00357085	0.00517955	-0.00320303	
0.523	2.02903e-11	0.0041299	-0.00357403	0.00516031	-0.00319676	
0.528	2.02795e-11	0.00415536	-0.00358999	0.0051199	-0.00313677	
0.528889	2.02777e-11	0.00415948	-0.00359298	0.00518888	-0.00308757	
0.53	2.02753e-11	0.00416502	-0.00359652	0.00517675	-0.00307648	
0.53	2.02752e-11	0.00416565	-0.0035962	0.00505677	-0.00313694	
0.532	2.02708e-11	0.00417576	-0.00360248	0.00502852	-0.00312	
0.533	2.02686e-11	0.00418075	-0.00360558	0.00500913	-0.0031142	
0.538	2.02579e-11	0.00420546	-0.00362113	0.00496764	-0.00305614	
0.538889	2.02561e-11	0.00420945	-0.00362406	0.00503598	-0.00300676	
0.54	2.02538e-11	0.00421482	-0.0036275	0.0050236	-0.00299613	
0.54	2.02536e-11	0.00421544	-0.00362718	0.00490435	-0.00305741	
0.542	2.02496e-11	0.00422525	-0.0036333	0.00487573	-0.00304133	
0.543	2.02474e-11	0.00423009	-0.00363632	0.00485619	-0.003036	
0.548	2.02368e-11	0.00425404	-0.00365149	0.00481362	-0.0029799	
0.548889	2.0235e-11	0.00425789	-0.00365435	0.00488131	-0.00293037	
0.55	2.02326e-11	0.00426309	-0.00365772	0.0048687	-0.0029202	
0.55	2.02325e-11	0.00426371	-0.00365739	0.00475018	-0.00298227	
0.552	2.02282e-11	0.00427321	-0.00366336	0.0047212	-0.00296707	
0.553	2.02261e-11	0.00427789	-0.00366631	0.00470151	-0.00296221	
0.558	2.02155e-11	0.00430106	-0.00368111	0.00465786	-0.0029081	
0.558889	2.02137e-11	0.00430478	-0.00368391	0.0047249	-0.00285843	
0.56	2.02114e-11	0.00430981	-0.0036872	0.00471205	-0.00284873	
0.56	2.02113e-11	0.00431042	-0.00368687	0.00459427	-0.00291158	
0.562	2.02068e-11	0.00431961	-0.00369269	0.00456494	-0.00289726	
0.563	2.02047e-11	0.00432414	-0.00369557	0.0045451	-0.00289287	
0.568	2.01942e-11	0.00434652	-0.00371003	0.00450038	-0.00284078	
0.568889	2.01925e-11	0.0043501	-0.00371278	0.00456675	-0.00279099	
0.57	2.01901e-11	0.00435496	-0.00371599	0.00455367	-0.00278177	
0.57	2.019e-11	0.00435557	-0.00371566	0.00443665	-0.00284536	
0.572	2.01861e-11	0.00436444	-0.00372136	0.00440697	-0.00283193	
0.573	2.0184e-11	0.00436881	-0.00372417	0.00438698	-0.00282802	
0.578	2.01736e-11	0.0043904	-0.00373831	0.00434119	-0.00277797	
0.578889	2.01719e-11	0.00439385	-0.00374101	0.00440689	-0.00272808	
0.58	2.01696e-11	0.00439852	-0.00374415	0.00439358	-0.00271935	
0.58	2.01695e-11	0.00439913	-0.00374381	0.00427733	-0.00278366	
0.582	2.0165e-11	0.00440768	-0.00374939	0.0042473	-0.00277114	
0.583	2.01629e-11	0.00441189	-0.00375214	0.00422717	-0.0027677	
0.588	2.01526e-11	0.00443269	-0.00376599	0.00418031	-0.00271973	
0.588889	2.01508e-11	0.00443599	-0.00376863	0.00424534	-0.00266975	
0.59	2.01485e-11	0.00444048	-0.00377171	0.00423179	-0.00266151	
0.59	2.01484e-11	0.00444109	-0.00377137	0.00411632	-0.00272652	
0.592	2.01446e-11	0.00444932	-0.00377683	0.00408595	-0.0027149	
0.593	2.01425e-11	0.00445337	-0.00377953	0.00406568	-0.00271195	
0.598	2.01323e-11	0.00447335	-0.00379311	0.00401776	-0.00266607	
0.598889	2.01305e-11	0.00447651	-0.00379571	0.0040821	-0.00261604	
0.6	2.01283e-11	0.00448083	-0.00379873	0.00406833	-0.00260829	
0.6	2.01281e-11	0.00448143	-0.00379839	0.00395366	-0.00267397	
0.602	2.01241e-11	0.00448934	-0.00380374	0.00392293	-0.00266327	
0.603	2.01221e-11	0.00449322	-0.00380639	0.00390253	-0.00266081	
0.608	2.01119e-11	0.00451239	-0.00381971	0.00385356	-0.00261705	
0.608889	2.01102e-11	0.00451541	-0.00382227	0.0039172	-0.00256698	
0.61	2.0108e-11	0.00451954	-0.00382524	0.0039032	-0.00255973	
0.61	2.01078e-11	0.00452014	-0.00382489	0.00378934	-0.00262606	
0.612	2.01035e-11	0.00452772	-0.00383015	0.00375828	-0.00261628	
0.613	2.01015e-11	0.00453144	-0.00383275	0.00373773	-0.0026143	
0.618	2.00914e-11	0.00454978	-0.00384585	0.00368772	-0.00257269	
0.618889	2.00897e-11	0.00455265	-0.00384838	0.00375066	-0.00252261	
0.62	2.00875e-11	0.0045566	-0.0038513	0.00373643	-0.00251586	
0.62	2.00873e-11	0.00455719	-0.00385095	0.0036234	-0.00258281	
0.622	2.00834e-11	0.00456444	-0.00385612	0.003592	-0.00257396	
0.623	2.00814e-11	0.00456799	-0.00385868	0.00357132	-0.00257247	
0.628	2.00714e-11	0.0045855	-0.00387158	0.00352026	-0.00253303	
0.628889	2.00697e-11	0.00458823	-0.00387407	0.00358248	-0.00248296	
0.63	2.00675e-11	0.00459199	-0.00387695	0.00356803	-0.00247672	
0.63	2.00674e-11	0.00459258	-0.00387659	0.00345584	-0.00254425	
0.632	2.0063e-11	0.00459949	-0.00388168	0.00342411	-0.00253634	
0.633	2.00611e-11	0.00460288	-0.00388421	0.00340329	-0.00253535	
0.638	2.00511e-11	0.00461954	-0.00389693	0.00335119	-0.0024981	
0.638889	2.00494e-11	0.00462212	-0.00389939	0.0034127	-0.00244806	
0.64	2.00472e-11	0.0046257	-0.00390223	0.00339802	-0.00244233	
0.64	2.00471e-11	0.00462629	-0.00390187	0.00328669	-0.00251042	
0.642	2.00435e-11	0.00463286	-0.0039069	0.00325463	-0.00250345	
0.643	2.00415e-11	0.00463607	-0.00390939	0.00323368	-0.00250296	
0.648	2.00316e-11	0.00465189	-0.00392196	0.00318055	-0.00246793	
0.648889	2.003e-11	0.00465432	-0.00392439	0.00324132	-0.00241794	
0.65	2.00278e-11	0.00465771	-0.0039272	0.00322642	-0.00241273	
0.65	2.00277e-11	0.00465829	-0.00392684	0.00311596	-0.00248136	
0.652	2.00237e-11	0.00466452	-0.00393181	0.00308357	-0.00247533	
0.653	2.00217e-11	0.00466757	-0.00393428	0.0030625	-0.00247534	
0.658	2.0012e-11	0.00468253	-0.00394671	0.00300834	-0.00244254	
0.658889	2.00103e-11	0.00468481	-0.00394912	0.00306838	-0.00239263	
0.66	2.00082e-11	0.004688	-0.00395191	0.00305326	-0.00238794	
0.66	2.0008e-11	0.00468858	-0.00395154	0.00294368	-0.00245707	
0.662	2.0004e-11	0.00469447	-0.00395646	0.00291097	-0.002452	
0.663	2.00021e-11	0.00469734	-0.00395891	0.00288978	-0.00245251	
0.668	1.99924e-11	0.00471144	-0.00397123	0.00283459	-0.00242198	
0.668889	1.99907e-11	0.00471356	-0.00397363	0.00289388	-0.00237216	
0.67	1.99886e-11	0.00471657	-0.00397639	0.00287854	-0.002368	
0.67	1.99885e-11	0.00471714	-0.00397603	0.00276987	-0.0024376	
0.672	1.99846e-11	0.00472268	-0.00398091	0.00273684	-0.00243349	
0.673	1.99827e-11	0.00472538	-0.00398333	0.00271552	-0.00243449	
0.678	1.9973e-11	0.0047386	-0.00399557	0.00265932	-0.00240625	
0.678889	1.99714e-11	0.00474057	-0.00399796	0.00271784	-0.00235656	
0.68	1.99693e-11	0.00474339	-0.00400071	0.00270229	-0.00235292	
0.68	1.99692e-11	0.00474395	-0.00400034	0.00259454	-0.00242296	
0.682	1.99655e-11	0.00474914	-0.00400519	0.00256119	-0.00241982	
0.683	1.99636e-11	0.00475166	-0.0040076	0.00253976	-0.00242132	
0.688	1.99541e-11	0.00476401	-0.00401979	0.00248254	-0.00239538	
0.688889	1.99525e-11	0.00476583	-0.00402216	0.0025403	-0.00234584	
0.69	1.99504e-11	0.00476844	-0.0040249	0.00252453	-0.00234274	
0.69	1.99502e-11	0.00476901	-0.00402453	0.00241771	-0.00241318	
0.692	1.99463e-11	0.00477384	-0.00402936	0.00238406	-0.00241101	
0.693	1.99444e-11	0.00477619	-0.00403177	0.0023625	-0.00241301	
0.698	1.9935e-11	0.00478764	-0.00404391	0.00230428	-0.0023894	
0.698889	1.99334e-11	0.00478931	-0.00404629	0.00236126	-0.00234003	
0.7	1.99313e-11	0.00479173	-0.00404902	0.00234528	-0.00233746	
0.7	1.99312e-11	0.00479229	-0.00404865	0.00223942	-0.00240828	
0.702	1.99273e-11	0.00479676	-0.00405347	0.00220545	-0.00240708	
0.703	1.99254e-11	0.00479893	-0.00405587	0.00218378	-0.00240959	
0.708	1.9916e-11	0.00480949	-0.00406801	0.00212455	-0.00238832	
0.708889	1.99144e-11	0.004811	-0.00407038	0.00218075	-0.00233914	
0.71	1.99124e-11	0.00481322	-0.00407311	0.00216456	-0.00233711	
0.71	1.99123e-11	0.00481377	-0.00407274	0.00205966	-0.00240828	
0.712	1.99087e-11	0.00481789	-0.00407756	0.00202539	-0.00240806	
0.713	1.99069e-11	0.00481988	-0.00407997	0.00200362	-0.00241106	
0.718	1.98976e-11	0.00482954	-0.00409212	0.00194339	-0.00239215	
0.718889	1.9896e-11	0.00483089	-0.0040945	0.00199879	-0.0023432	
0.72	1.9894e-11	0.00483291	-0.00409723	0.00198238	-0.00234171	
0.72	1.98939e-11	0.00483346	-0.00409686	0.00187848	-0.00241319	
0.722	1.98899e-11	0.00483721	-0.00410169	0.00184391	-0.00241394	
0.723	1.98881e-11	0.00483901	-0.0041041	0.00182202	-0.00241746	
0.728	1.98789e-11	0.00484777	-0.00411629	0.0017608	-0.00240092	
0.728889	1.98774e-11	0.00484896	-0.00411868	0.0018154	-0.00235222	
0.73	1.98753e-11	0.00485078	-0.00412142	0.00179879	-0.00235127	
0.73	1.98752e-11	0.00485132	-0.00412105	0.00169588	-0.00242302	
0.732	1.98717e-11	0.00485471	-0.0041259	0.00166102	-0.00242476	
0.733	1.98698e-11	0.00485633	-0.00412832	0.00163903	-0.00242878	
0.738	1.98607e-11	0.00486417	-0.00414057	0.00157682	-0.00241464	
0.738889	1.98592e-11	0.0048652	-0.00414298	0.0016306	-0.0023662	
0.74	1.98572e-11	0.00486681	-0.00414574	0.00161378	-0.00236581	
0.74	1.98571e-11	0.00486735	-0.00414536	0.0015119	-0.00243779	
0.742	1.98533e-11	0.00487038	-0.00415024	0.00147674	-0.00244052	
0.743	1.98515e-11	0.00487181	-0.00415268	0.00145465	-0.00244503	
0.748	1.98425e-11	0.00487872	-0.00416502	0.00139146	-0.00243331	
0.748889	1.98409e-11	0.00487959	-0.00416744	0.00144441	-0.00238517	
0.75	1.98389e-11	0.004881	-0.00417022	0.00142739	-0.00238533	
0.75	1.98388e-11	0.00488154	-0.00416985	0.00132655	-0.00245751	
0.752	1.98353e-11	0.00488419	-0.00417477	0.0012911	-0.00246122	
0.753	1.98335e-11	0.00488544	-0.00417723	0.00126891	-0.00246624	
0.758	1.98246e-11	0.00489142	-0.00418968	0.00120475	-0.00245694	
0.758889	1.98231e-11	0.00489213	-0.00419212	0.00125686	-0.00240913	
0.76	1.98211e-11	0.00489333	-0.00419493	0.00123964	-0.00240983	
0.76	1.9821e-11	0.00489386	-0.00419455	0.00113985	-0.00248218	
0.762	1.98174e-11	0.00489614	-0.00419952	0.00110413	-0.00248688	
0.763	1.98157e-11	0.0048972	-0.00420202	0.00108184	-0.00249241	
0.768	1.98068e-11	0.00490225	-0.0042146	0.00101671	-0.00248554	
0.768889	1.98053e-11	0.00490279	-0.00421707	0.00106797	-0.00243808	
0.77	1.98034e-11	0.00490379	-0.00421991	0.00105056	-0.00243934	
0.77	1.98032e-11	0.00490431	-0.00421953	0.000951839	-0.00251181	
0.772	1.97999e-11	0.00490622	-0.00422456	0.000915831	-0.00251751	
0.773	1.97981e-11	0.00490709	-0.00422709	0.000893447	-0.00252353	
0.778	1.97893e-11	0.00491119	-0.00423984	0.000827358	-0.00251912	
0.778889	1.97879e-11	0.00491157	-0.00424233	0.000877762	-0.00247203	
0.78	1.97859e-11	0.00491236	-0.00424522	0.000860152	-0.00247384	
0.78	1.97858e-11	0.00491288	-0.00424483	0.000762526	-0.0025464	
0.782	1.97823e-11	0.0049144	-0.00424993	0.000726244	-0.00255309	
0.783	1.97806e-11	0.00491508	-0.00425249	0.000703769	-0.00255961	
0.788	1.97719e-11	0.00491824	-0.00426543	0.000636724	-0.00255766	
0.788889	1.97705e-11	0.00491846	-0.00426796	0.000686259	-0.00251098	
0.79	1.97685e-11	0.00491903	-0.00427089	0.000668455	-0.00251335	
0.79	1.97684e-11	0.00491954	-0.00427051	0.000571938	-0.00258595	
0.792	1.97646e-11	0.00492068	-0.00427568	0.000535386	-0.00259363	
0.793	1.97629e-11	0.00492117	-0.00427829	0.000512823	-0.00260065	
0.798	1.97543e-11	0.00492338	-0.00429143	0.000444829	-0.00260117	
0.798889	1.97528e-11	0.00492343	-0.00429401	0.000493484	-0.00255493	
0.8	1.97509e-11	0.00492379	-0.00429698	0.00047549	-0.00255785	
0.8	1.97508e-11	0.00492429	-0.0042966	0.0003801	-0.00263046	
0.802	1.97477e-11	0.00492505	-0.00430186	0.000343282	-0.00263913	
0.803	1.9746e-11	0.00492535	-0.00430451	0.000320635	-0.00264664	
0.808	1.97375e-11	0.00492659	-0.0043179	0.000251698	-0.00264965	
0.808889	1.9736e-11	0.00492647	-0.00432051	0.000299463	-0.00260386	
0.81	1.97341e-11	0.00492662	-0.00432354	0.000281279	-0.00260734	
0.81	1.9734e-11	0.00492712	-0.00432316	0.000187036	-0.00267991	
0.812	1.97304e-11	0.0049275	-0.00432852	0.000149956	-0.00268958	
0.813	1.97287e-11	0.0049276	-0.00433123	0.000127228	-0.00269758	
0.818	1.97202e-11	0.00492788	-0.00434487	5.73547e-05	-0.00270308	
0.818889	1.97188e-11	0.00492759	-0.00434753	0.000104218	-0.00265778	
0.82	1.9717e-11	0.00492752	-0.00435062	8.58484e-05	-0.00266181	
0.82	1.97169e-11	0.00492801	-0.00435024	-7.2303e-06	-0.00273431	
0.822	1.97138e-11	0.004928	-0.00435571	-4.45679e-05	-0.00274496	
0.823	1.97121e-11	0.00492791	-0.00435847	-6.73742e-05	-0.00275346	
0.828	1.97038e-11	0.00492721	-0.0043724	-0.000138176	-0.00276145	
0.828889	1.97024e-11	0.00492675	-0.00437512	-9.22248e-05	-0.00271667	
0.83	1.97006e-11	0.00492647	-0.00437827	-0.000110779	-0.00272126	
0.83	1.97004e-11	0.00492696	-0.00437789	-0.000202674	-0.00279364	
0.832	1.96969e-11	0.00492655	-0.00438348	-0.000240264	-0.00280528	
0.833	1.96953e-11	0.00492626	-0.0043863	-0.000263146	-0.00281426	
0.838	1.9687e-11	0.00492459	-0.00440054	-0.00033487	-0.00282476	
0.838889	1.96856e-11	0.00492396	-0.00440331	-0.000289842	-0.00278051	
0.84	1.96838e-11	0.00492346	-0.00440654	-0.000308577	-0.00278566	
0.84	1.96837e-11	0.00492394	-0.00440616	-0.000399271	-0.00285789	
0.842	1.96803e-11	0.00492314	-0.00441188	-0.000437109	-0.00287051	
0.843	1.96786e-11	0.00492266	-0.00441476	-0.000460062	-0.00287997	
0.848	1.96705e-11	0.00492	-0.00442934	-0.000532702	-0.00289298	
0.848889	1.96691e-11	0.0049192	-0.00443217	-0.000488607	-0.0028493	
0.85	1.96673e-11	0.00491848	-0.00443547	-0.000507522	-0.002855	
0.85	1.96672e-11	0.00491895	-0.00443509	-0.000596995	-0.00292703	
0.852	1.96641e-11	0.00491776	-0.00444095	-0.000635076	-0.00294064	
0.853	1.96625e-11	0.00491708	-0.00444391	-0.000658098	-0.00295058	
0.858	1.96544e-11	0.00491343	-0.00445884	-0.000731646	-0.00296609	
0.858889	1.9653e-11	0.00491245	-0.00446174	-0.000688496	-0.00292302	
0.86	1.96513e-11	0.00491151	-0.00446512	-0.000707587	-0.00292927	
0.86	1.96512e-11	0.00491198	-0.00446474	-0.000795821	-0.00300106	
0.862	1.9648e-11	0.00491039	-0.00447075	-0.000834141	-0.00301563	
0.863	1.96464e-11	0.00490951	-0.00447378	-0.000857227	-0.00302605	
0.868	1.96384e-11	0.00490486	-0.0044891	-0.000931678	-0.00304407	
0.868889	1.96371e-11	0.00490371	-0.00449206	-0.000889483	-0.00300163	
0.87	1.96353e-11	0.00490255	-0.00449553	-0.000908748	-0.00300843	
0.87	1.96352e-11	0.00490302	-0.00449516	-0.000995724	-0.00307993	
0.872	1.9632e-11	0.00490103	-0.00450132	-0.00103428	-0.00309548	
0.873	1.96304e-11	0.00489994	-0.00450444	-0.00105743	-0.00310638	
0.878	1.96225e-11	0.0048943	-0.00452016	-0.00113277	-0.00312691	
0.878889	1.96211e-11	0.00489297	-0.0045232	-0.00109154	-0.00308511	
0.88	1.96194e-11	0.00489159	-0.00452676	-0.00111098	-0.00309247	
0.88	1.96193e-11	0.00489205	-0.00452639	-0.00119668	-0.00316364	
0.882	1.96164e-11	0.00488966	-0.00453272	-0.00123546	-0.00318016	
0.883	1.96148e-11	0.00488837	-0.00453592	-0.00125867	-0.00319152	
0.888	1.9607e-11	0.00488172	-0.00455207	-0.0013349	-0.00321455	
0.888889	1.96057e-11	0.00488022	-0.00455519	-0.00129465	-0.00317345	
0.89	1.9604e-11	0.00487862	-0.00455885	-0.00131425	-0.00318135	
0.89	1.96039e-11	0.00487907	-0.00455848	-0.00139865	-0.00325214	
0.892	1.96008e-11	0.00487627	-0.00456498	-0.00143766	-0.00326962	
0.893	1.95993e-11	0.00487478	-0.00456827	-0.00146092	-0.00328144	
0.898	1.95916e-11	0.00486712	-0.00458489	-0.00153803	-0.00330699	
0.898889	1.95903e-11	0.00486544	-0.00458808	-0.00149877	-0.00326659	
0.9	1.95886e-11	0.00486361	-0.00459184	-0.00151854	-0.00327504	
0.9	1.95885e-11	0.00486406	-0.00459147	-0.00160163	-0.00334541	
0.902	1.95855e-11	0.00486085	-0.00459817	-0.00164086	-0.00336385	
0.903	1.95839e-11	0.00485916	-0.00460155	-0.00166417	-0.00337612	
0.908	1.95763e-11	0.00485048	-0.00461864	-0.00174215	-0.00340417	
0.908889	1.9575e-11	0.00484863	-0.00462192	-0.00170389	-0.00336451	
0.91	1.95733e-11	0.00484658	-0.00462579	-0.00172382	-0.00337351	
0.91	1.95733e-11	0.00484701	-0.00462543	-0.00180558	-0.00344341	
0.912	1.957e-11	0.0048434	-0.00463232	-0.00184502	-0.00346279	
0.913	1.95685e-11	0.00484151	-0.0046358	-0.00186838	-0.00347552	
0.918	1.9561e-11	0.00483181	-0.0046534	-0.00194723	-0.00350606	
0.918889	1.95597e-11	0.00482978	-0.00465676	-0.00190997	-0.00346717	
0.92	1.9558e-11	0.0048275	-0.00466075	-0.00193007	-0.00347671	
0.92	1.9558e-11	0.00482793	-0.00466038	-0.00201047	-0.0035461	
0.922	1.95549e-11	0.00482391	-0.00466748	-0.00205012	-0.00356642	
0.923	1.95534e-11	0.00482181	-0.00467107	-0.00207353	-0.0035796	
0.928	1.9546e-11	0.00481108	-0.00468919	-0.00215323	-0.00361263	
0.928889	1.95447e-11	0.00480888	-0.00469265	-0.002117	-0.00357453	
0.93	1.95431e-11	0.00480637	-0.00469675	-0.00213725	-0.0035846	
0.93	1.9543e-11	0.00480679	-0.00469639	-0.00221628	-0.00365344	
0.932	1.95402e-11	0.00480236	-0.0047037	-0.00225613	-0.00367469	
0.933	1.95387e-11	0.00480005	-0.0047074	-0.00227958	-0.00368831	
0.938	1.95314e-11	0.0047883	-0.00472607	-0.00236013	-0.00372381	
0.938889	1.95301e-11	0.00478591	-0.00472963	-0.00232493	-0.00368654	
0.94	1.95285e-11	0.00478317	-0.00473385	-0.00234534	-0.00369714	
0.94	1.95284e-11	0.00478359	-0.0047335	-0.00242298	-0.00376538	
0.942	1.95254e-11	0.00477874	-0.00474103	-0.00246304	-0.00378755	
0.943	1.9524e-11	0.00477623	-0.00474485	-0.00248652	-0.0038016	
0.948	1.95167e-11	0.00476344	-0.00476408	-0.00256791	-0.00383957	
0.948889	1.95155e-11	0.00476087	-0.00476774	-0.00253375	-0.00380315	
0.95	1.95139e-11	0.00475791	-0.0047721	-0.00255431	-0.00381428	
0.95	1.95138e-11	0.00475831	-0.00477174	-0.00263055	-0.00388187	
0.952	1.95109e-11	0.00475305	-0.00477951	-0.00267079	-0.00390495	
0.953	1.95094e-11	0.00475033	-0.00478344	-0.00269431	-0.00391943	
0.958	1.95023e-11	0.0047365	-0.00480327	-0.00277654	-0.00395986	
0.958889	1.9501e-11	0.00473376	-0.00480704	-0.00274343	-0.00392431	
0.96	1.94995e-11	0.00473056	-0.00481153	-0.00276414	-0.00393597	
0.96	1.94994e-11	0.00473096	-0.00481117	-0.00283895	-0.00400286	
0.962	1.94968e-11	0.00472528	-0.00481918	-0.00287938	-0.00402685	
0.963	1.94954e-11	0.00472235	-0.00482324	-0.00290293	-0.00404174	
0.968	1.94883e-11	0.00470748	-0.00484369	-0.00298598	-0.00408461	
0.968889	1.94871e-11	0.00470455	-0.00484756	-0.00295394	-0.00404997	
0.97	1.94856e-11	0.00470113	-0.00485219	-0.00297479	-0.00406214	
0.97	1.94855e-11	0.00470152	-0.00485184	-0.00304816	-0.00412829	
0.972	1.94822e-11	0.00469542	-0.0048601	-0.00308878	-0.00415317	
0.973	1.94808e-11	0.00469228	-0.00486428	-0.00311236	-0.00416847	
0.978	1.94738e-11	0.00467637	-0.00488537	-0.00319622	-0.00421377	
0.978889	1.94726e-11	0.00467326	-0.00488935	-0.00316525	-0.00418006	
0.98	1.94711e-11	0.0046696	-0.00489412	-0.00318625	-0.00419275	
0.98	1.9471e-11	0.00466998	-0.00489378	-0.00325815	-0.00425811	
0.982	1.94683e-11	0.00466346	-0.0049023	-0.00329895	-0.00428387	
0.983	1.94669e-11	0.00466011	-0.00490662	-0.00332255	-0.00429957	
0.988	1.946e-11	0.00464315	-0.00492836	-0.00340722	-0.00434728	
0.988889	1.94588e-11	0.00463986	-0.00493246	-0.00337734	-0.00431453	
0.99	1.94573e-11	0.00463596	-0.00493738	-0.00339847	-0.00432772	
0.99	1.94572e-11	0.00463634	-0.00493704	-0.00346889	-0.00439225	
0.992	1.94545e-11	0.0046294	-0.00494583	-0.00350987	-0.00441887	
0.993	1.94532e-11	0.00462584	-0.00495028	-0.00353349	-0.00443497	
0.998	1.94464e-11	0.00460782	-0.00497271	-0.00361896	-0.00448506	
0.998889	1.94452e-11	0.00460435	-0.00497693	-0.00359017	-0.0044533	
1	1.94437e-11	0.00460022	-0.004982	-0.00361144	-0.00446699	
1	1.94436e-11	0.00460059	-0.00498166	-0.00368036	-0.00453064	
1.002	1.94408e-11	0.00459323	-0.00499073	-0.0037215	-0.00455812	
1.003	1.94395e-11	0.00458945	-0.00499532	-0.00374514	-0.0045746	
1.008	1.94327e-11	0.00457038	-0.00501845	-0.0038314	-0.00462706	
1.00889	1.94316e-11	0.00456672	-0.00502279	-0.00380371	-0.00459631	
1.01	1.94301e-11	0.00456236	-0.00502802	-0.00382512	-0.00461049	
1.01	1.943e-11	0.00456272	-0.00502769	-0.00389253	-0.00467322	
1.012	1.94276e-11	0.00455493	-0.00503704	-0.00393383	-0.00470153	
1.013	1.94263e-11	0.00455095	-0.00504178	-0.00395748	-0.0047184	
1.018	1.94197e-11	0.00453081	-0.00506563	-0.00404453	-0.0047732	
1.01889	1.94185e-11	0.00452697	-0.0050701	-0.00401795	-0.00474348	
1.02	1.94171e-11	0.00452237	-0.00507549	-0.00403949	-0.00475815	
1.02	1.9417e-11	0.00452272	-0.00507517	-0.00410536	-0.00481991	
1.022	1.94143e-11	0.00451451	-0.00508481	-0.00414683	-0.00484905	
1.023	1.9413e-11	0.00451031	-0.0050897	-0.00417049	-0.00486628	
1.028	1.94065e-11	0.00448911	-0.00511429	-0.0042583	-0.0049234	
1.02889	1.94053e-11	0.00448509	-0.00511889	-0.00423285	-0.00489475	
1.03	1.94039e-11	0.00448025	-0.00512445	-0.00425452	-0.0049099	
1.03	1.94038e-11	0.0044806	-0.00512413	-0.00431884	-0.00497063	
1.032	1.94012e-11	0.00447196	-0.00513407	-0.00436046	-0.00500058	
1.033	1.93999e-11	0.00446755	-0.00513911	-0.00438412	-0.00501817	
1.038	1.93934e-11	0.00444528	-0.00516447	-0.0044727	-0.00507759	
1.03889	1.93923e-11	0.00444107	-0.0051692	-0.00444838	-0.00505002	
1.04	1.93909e-11	0.004436	-0.00517493	-0.00447017	-0.00506564	
1.04	1.93908e-11	0.00443633	-0.00517462	-0.00453293	-0.00512531	
1.042	1.93881e-11	0.00442727	-0.00518487	-0.00457469	-0.00515605	
1.043	1.93868e-11	0.00442264	-0.00519007	-0.00459836	-0.00517399	
1.048	1.93805e-11	0.0043993	-0.00521621	-0.0046877	-0.00523568	
1.04889	1.93794e-11	0.00439491	-0.00522108	-0.00466452	-0.00520922	
1.05	1.9378e-11	0.0043896	-0.00522698	-0.00468643	-0.0052253	
1.05	1.93779e-11	0.00438992	-0.00522667	-0.0047476	-0.00528386	
1.052	1.93753e-11	0.00438043	-0.00523724	-0.00478951	-0.00531538	
1.053	1.9374e-11	0.00437559	-0.0052426	-0.00481318	-0.00533366	
1.058	1.93677e-11	0.00435118	-0.00526954	-0.00490326	-0.00539758	
1.05889	1.93666e-11	0.00434659	-0.00527455	-0.00488123	-0.00537225	
1.06	1.93653e-11	0.00434105	-0.00528063	-0.00490326	-0.00538879	
1.06	1.93652e-11	0.00434137	-0.00528033	-0.00496284	-0.0054462	
1.062	1.93627e-11	0.00433144	-0.00529123	-0.00500488	-0.00547848	
1.063	1.93614e-11	0.00432638	-0.00529674	-0.00502854	-0.00549708	
1.068	1.93552e-11	0.0043009	-0.00532451	-0.00511936	-0.00556321	
1.06889	1.93542e-11	0.00429613	-0.00532966	-0.00509849	-0.00553904	
1.07	1.93528e-11	0.00429035	-0.00533593	-0.00512063	-0.00555602	
1.07	1.93527e-11	0.00429066	-0.00533563	-0.00517859	-0.00561223	
1.072	1.93503e-11	0.0042803	-0.00534686	-0.00522077	-0.00564525	
1.073	1.93491e-11	0.00427503	-0.00535254	-0.00524442	-0.00566417	
1.078	1.93429e-11	0.00424846	-0.00538115	-0.00533597	-0.00573247	
1.07889	1.93419e-11	0.00424351	-0.00538644	-0.00531627	-0.00570948	
1.08	1.93405e-11	0.00423748	-0.0053929	-0.00533852	-0.00572689	
1.08	1.93405e-11	0.00423778	-0.00539261	-0.00539485	-0.00578186	
1.082	1.9338e-11	0.00422699	-0.00540418	-0.00543715	-0.00581561	
1.083	1.93368e-11	0.0042215	-0.00541003	-0.0054608	-0.00583484	
1.088	1.93308e-11	0.00419386	-0.00543949	-0.00555306	-0.00590528	
