t	X	z11	Z	dz11	dZ	
0.43	2.86819e-17	-0.00211468	-0.00211468	-0.0537526	-0.0537526	
0.44	1.90695e-17	-0.00216814	-0.00216814	-0.0531605	-0.0531605	
0.45	2.85178e-17	-0.00222099	-0.00222099	-0.0525436	-0.0525436	
0.46	1.75347e-17	-0.00227322	-0.00227322	-0.051903	-0.051903	
0.47	3.34558e-17	-0.00232479	-0.00232479	-0.0512396	-0.0512396	
0.48	2.4251e-17	-0.00237568	-0.00237568	-0.0505543	-0.0505543	
0.49	3.33292e-17	-0.00242588	-0.00242588	-0.0498479	-0.0498479	
0.5	2.7835e-17	-0.00247537	-0.00247537	-0.0491213	-0.0491213	
0.51	2.59813e-17	-0.00252412	-0.00252412	-0.0483752	-0.0483752	
0.52	3.76788e-17	-0.00257211	-0.00257211	-0.0476103	-0.0476103	
0.53	1.18935e-17	-0.00261933	-0.00261933	-0.0468273	-0.0468273	
0.54	4.03899e-17	-0.00266576	-0.00266576	-0.0460269	-0.0460269	
0.55	1.44552e-17	-0.00271137	-0.00271137	-0.0452097	-0.0452097	
0.56	4.29853e-17	-0.00275617	-0.00275617	-0.0443763	-0.0443763	
0.57	1.51781e-17	-0.00280012	-0.00280012	-0.0435274	-0.0435274	
0.58	3.46323e-17	-0.00284321	-0.00284321	-0.0426635	-0.0426635	
0.59	2.69096e-17	-0.00288544	-0.00288544	-0.0417852	-0.0417852	
0.6	2.47628e-17	-0.00292678	-0.00292678	-0.0408929	-0.0408929	
0.61	3.26174e-17	-0.00296722	-0.00296722	-0.0399874	-0.0399874	
0.62	2.40006e-17	-0.00300675	-0.00300675	-0.039069	-0.039069	
0.63	3.14319e-17	-0.00304535	-0.00304535	-0.0381384	-0.0381384	
0.64	1.89176e-17	-0.00308302	-0.00308302	-0.0371959	-0.0371959	
0.65	3.29596e-17	-0.00311974	-0.00311974	-0.0362421	-0.0362421	
0.66	2.4837e-17	-0.0031555	-0.0031555	-0.0352776	-0.0352776	
0.67	3.32621e-17	-0.00319029	-0.00319029	-0.0343027	-0.0343027	
0.68	2.08529e-17	-0.0032241	-0.0032241	-0.033318	-0.033318	
0.69	3.17437e-17	-0.00325692	-0.00325692	-0.0323239	-0.0323239	
0.7	2.065e-17	-0.00328874	-0.00328874	-0.0313209	-0.0313209	
0.71	3.00068e-17	-0.00331956	-0.00331956	-0.0303096	-0.0303096	
0.72	2.14417e-17	-0.00334936	-0.00334936	-0.0292902	-0.0292902	
0.73	3.20828e-17	-0.00337813	-0.00337813	-0.0282634	-0.0282634	
0.74	2.40409e-17	-0.00340588	-0.00340588	-0.0272296	-0.0272296	
0.75	3.78584e-17	-0.00343259	-0.00343259	-0.0261892	-0.0261892	
0.76	1.60054e-17	-0.00345825	-0.00345825	-0.0251427	-0.0251427	
0.77	3.98043e-17	-0.00348287	-0.00348287	-0.0240905	-0.0240905	
0.78	1.59635e-17	-0.00350643	-0.00350643	-0.0230332	-0.0230332	
0.79	3.88386e-17	-0.00352893	-0.00352893	-0.0219711	-0.0219711	
0.8	1.70354e-17	-0.00355037	-0.00355037	-0.0209047	-0.0209047	
0.81	3.29618e-17	-0.00357074	-0.00357074	-0.0198345	-0.0198345	
0.82	2.0879e-17	-0.00359004	-0.00359004	-0.0187609	-0.0187609	
0.83	3.7966e-17	-0.00360826	-0.00360826	-0.0176844	-0.0176844	
0.84	1.90511e-17	-0.00362541	-0.00362541	-0.0166054	-0.0166054	
0.85	3.83449e-17	-0.00364147	-0.00364147	-0.0155244	-0.0155244	
0.86	1.42369e-17	-0.00365645	-0.00365645	-0.0144417	-0.0144417	
0.87	3.41073e-17	-0.00367035	-0.00367035	-0.013358	-0.013358	
0.88	2.96414e-17	-0.00368317	-0.00368317	-0.0122736	-0.0122736	
0.89	2.66728e-17	-0.0036949	-0.0036949	-0.0111889	-0.0111889	
0.9	3.38217e-17	-0.00370555	-0.00370555	-0.0101044	-0.0101044	
0.91	2.43332e-17	-0.00371511	-0.00371511	-0.00902062	-0.00902062	
0.92	3.88344e-17	-0.00372359	-0.00372359	-0.00793789	-0.00793789	
0.93	1.88475e-17	-0.00373099	-0.00373099	-0.00685669	-0.00685669	
0.94	3.82742e-17	-0.0037373	-0.0037373	-0.00577747	-0.00577747	
0.95	1.10453e-17	-0.00374254	-0.00374254	-0.00470065	-0.00470065	
0.96	3.7759e-17	-0.00374671	-0.00374671	-0.00362668	-0.00362668	
0.97	1.22125e-17	-0.0037498	-0.0037498	-0.00255599	-0.00255599	
0.98	4.00766e-17	-0.00375182	-0.00375182	-0.00148902	-0.00148902	
0.99	1.94141e-17	-0.00375278	-0.00375278	-0.00042619	-0.00042619	
1	4.03324e-17	-0.00375268	-0.00375268	0.000632061	0.000632061	
1.01	1.31462e-17	-0.00375152	-0.00375152	0.00168531	0.00168531	
1.02	4.20177e-17	-0.00374931	-0.00374931	0.00273313	0.00273313	
1.03	1.41746e-17	-0.00374605	-0.00374605	0.0037751	0.0037751	
1.04	4.19448e-17	-0.00374176	-0.00374176	0.0048108	0.0048108	
1.05	1.41388e-17	-0.00373644	-0.00373644	0.00583982	0.00583982	
1.06	4.13087e-17	-0.00373008	-0.00373008	0.00686173	0.00686173	
1.07	1.34148e-17	-0.00372272	-0.00372272	0.00787613	0.00787613	
1.08	4.40755e-17	-0.00371434	-0.00371434	0.00888262	0.00888262	
1.09	4.06186e-17	-0.00370495	-0.00370495	0.00988078	0.00988078	
1.1	4.00298e-17	-0.00369458	-0.00369458	0.0108702	0.0108702	
1.11	4.21556e-17	-0.00368322	-0.00368322	0.0118505	0.0118505	
1.12	3.99272e-17	-0.00367088	-0.00367088	0.0128213	0.0128213	
1.13	3.30337e-17	-0.00365758	-0.00365758	0.0137822	0.0137822	
1.14	4.21518e-17	-0.00364332	-0.00364332	0.0147328	0.0147328	
1.15	3.11345e-17	-0.00362812	-0.00362812	0.0156728	0.0156728	
1.16	3.94897e-17	-0.00361198	-0.00361198	0.0166017	0.0166017	
1.17	3.39058e-17	-0.00359492	-0.00359492	0.0175191	0.0175191	
1.18	4.43128e-17	-0.00357695	-0.00357695	0.0184248	0.0184248	
1.19	3.08719e-17	-0.00355808	-0.00355808	0.0193183	0.0193183	
1.2	3.34909e-17	-0.00353832	-0.00353832	0.0201994	0.0201994	
1.21	3.20381e-17	-0.00351769	-0.00351769	0.0210675	0.0210675	
1.22	3.61277e-17	-0.00349619	-0.00349619	0.0219225	0.0219225	
1.23	2.04815e-17	-0.00347385	-0.00347385	0.0227639	0.0227639	
1.24	4.22302e-17	-0.00345067	-0.00345067	0.0235914	0.0235914	
1.25	2.05819e-17	-0.00342667	-0.00342667	0.0244047	0.0244047	
1.26	4.61309e-17	-0.00340187	-0.00340187	0.0252034	0.0252034	
1.27	1.84252e-17	-0.00337627	-0.00337627	0.0259873	0.0259873	
1.28	3.81126e-17	-0.0033499	-0.0033499	0.026756	0.026756	
1.29	2.20294e-17	-0.00332277	-0.00332277	0.0275092	0.0275092	
1.3	3.88172e-17	-0.00329489	-0.00329489	0.0282466	0.0282466	
1.31	1.57886e-17	-0.00326628	-0.00326628	0.0289679	0.0289679	
1.32	3.77566e-17	-0.00323696	-0.00323696	0.0296729	0.0296729	
1.33	1.80206e-17	-0.00320695	-0.00320695	0.0303612	0.0303612	
1.34	3.79249e-17	-0.00317625	-0.00317625	0.0310326	0.0310326	
1.35	1.6878e-17	-0.00314489	-0.00314489	0.0316868	0.0316868	
1.36	4.21294e-17	-0.00311289	-0.00311289	0.0323235	0.0323235	
1.37	1.72648e-17	-0.00308025	-0.00308025	0.0329425	0.0329425	
1.38	4.07733e-17	-0.00304701	-0.00304701	0.0335435	0.0335435	
1.39	1.6098e-17	-0.00301317	-0.00301317	0.0341264	0.0341264	
1.4	3.97937e-17	-0.00297877	-0.00297877	0.0346908	0.0346908	
1.41	1.91804e-17	-0.0029438	-0.0029438	0.0352365	0.0352365	
1.42	3.83742e-17	-0.0029083	-0.0029083	0.0357634	0.0357634	
1.43	1.42138e-17	-0.00287229	-0.00287229	0.0362711	0.0362711	
1.44	4.06195e-17	-0.00283577	-0.00283577	0.0367596	0.0367596	
1.45	2.18935e-17	-0.00279878	-0.00279878	0.0372286	0.0372286	
1.46	3.82716e-17	-0.00276132	-0.00276132	0.0376779	0.0376779	
1.47	1.40566e-17	-0.00272343	-0.00272343	0.0381073	0.0381073	
1.48	4.12572e-17	-0.00268512	-0.00268512	0.0385167	0.0385167	
1.49	1.79293e-17	-0.00264641	-0.00264641	0.0389059	0.0389059	
1.5	4.01418e-17	-0.00260732	-0.00260732	0.0392748	0.0392748	
1.51	1.92459e-17	-0.00256787	-0.00256787	0.0396232	0.0396232	
1.52	3.57809e-17	-0.00252808	-0.00252808	0.0399509	0.0399509	
1.53	1.68653e-17	-0.00248798	-0.00248798	0.0402579	0.0402579	
1.54	3.81794e-17	-0.00244758	-0.00244758	0.040544	0.040544	
1.55	1.57471e-17	-0.0024069	-0.0024069	0.040809	0.040809	
1.56	3.68214e-17	-0.00236597	-0.00236597	0.041053	0.041053	
1.57	1.18553e-17	-0.0023248	-0.0023248	0.0412757	0.0412757	
1.58	3.8322e-17	-0.00228343	-0.00228343	0.0414772	0.0414772	
1.59	1.41138e-17	-0.00224186	-0.00224186	0.0416573	0.0416573	
1.6	3.62098e-17	-0.00220012	-0.00220012	0.0418159	0.0418159	
1.61	1.90637e-17	-0.00215824	-0.00215824	0.041953	0.041953	
1.62	4.20892e-17	-0.00211623	-0.00211623	0.0420686	0.0420686	
1.63	2.04091e-17	-0.00207411	-0.00207411	0.0421625	0.0421625	
1.64	3.74389e-17	-0.00203191	-0.00203191	0.0422348	0.0422348	
1.65	2.25282e-17	-0.00198965	-0.00198965	0.0422854	0.0422854	
1.66	3.82109e-17	-0.00194735	-0.00194735	0.0423143	0.0423143	
1.67	2.03236e-17	-0.00190504	-0.00190504	0.0423215	0.0423215	
1.68	4.21086e-17	-0.00186272	-0.00186272	0.0423069	0.0423069	
1.69	1.79592e-17	-0.00182043	-0.00182043	0.0422707	0.0422707	
1.7	4.31484e-17	-0.00177819	-0.00177819	0.0422128	0.0422128	
1.71	2.31498e-17	-0.00173602	-0.00173602	0.0421331	0.0421331	
1.72	3.97433e-17	-0.00169394	-0.00169394	0.0420319	0.0420319	
1.73	1.38129e-17	-0.00165197	-0.00165197	0.041909	0.041909	
1.74	3.67591e-17	-0.00161013	-0.00161013	0.0417646	0.0417646	
1.75	1.72135e-17	-0.00156845	-0.00156845	0.0415988	0.0415988	
1.76	3.8951e-17	-0.00152694	-0.00152694	0.0414114	0.0414114	
1.77	1.84523e-17	-0.00148563	-0.00148563	0.0412028	0.0412028	
1.78	3.63401e-17	-0.00144455	-0.00144455	0.0409728	0.0409728	
1.79	1.61977e-17	-0.0014037	-0.0014037	0.0407217	0.0407217	
1.8	3.8738e-17	-0.00136311	-0.00136311	0.0404495	0.0404495	
1.81	1.62924e-17	-0.00132281	-0.00132281	0.0401564	0.0401564	
1.82	4.23959e-17	-0.00128281	-0.00128281	0.0398423	0.0398423	
1.83	1.55895e-17	-0.00124314	-0.00124314	0.0395076	0.0395076	
1.84	4.85684e-17	-0.00120381	-0.00120381	0.0391523	0.0391523	
1.85	3.47417e-17	-0.00116484	-0.00116484	0.0387765	0.0387765	
1.86	4.35687e-17	-0.00112626	-0.00112626	0.0383805	0.0383805	
1.87	3.16975e-17	-0.00108809	-0.00108809	0.0379642	0.0379642	
1.88	4.19351e-17	-0.00105035	-0.00105035	0.0375281	0.0375281	
1.89	2.93205e-17	-0.00101305	-0.00101305	0.0370721	0.0370721	
1.9	3.82541e-17	-0.000976211	-0.000976211	0.0365965	0.0365965	
1.91	2.71915e-17	-0.000939862	-0.000939862	0.0361015	0.0361015	
1.92	4.54854e-17	-0.000904017	-0.000904017	0.0355872	0.0355872	
1.93	2.24807e-17	-0.000868697	-0.000868697	0.0350539	0.0350539	
1.94	4.61528e-17	-0.000833919	-0.000833919	0.0345019	0.0345019	
1.95	2.12581e-17	-0.000799702	-0.000799702	0.0339312	0.0339312	
1.96	4.29732e-17	-0.000766066	-0.000766066	0.0333422	0.0333422	
1.97	2.339e-17	-0.000733027	-0.000733027	0.032735	0.032735	
1.98	4.27961e-17	-0.000700605	-0.000700605	0.03211	0.03211	
1.99	2.0506e-17	-0.000668816	-0.000668816	0.0314673	0.0314673	
2	4.04842e-17	-0.000637679	-0.000637679	0.0308073	0.0308073	
2.01	1.82724e-17	-0.00060721	-0.00060721	0.0301301	0.0301301	
2.02	3.82732e-17	-0.000577427	-0.000577427	0.0294361	0.0294361	
2.03	1.74316e-17	-0.000548346	-0.000548346	0.0287256	0.0287256	
2.04	3.66469e-17	-0.000519984	-0.000519984	0.0279987	0.0279987	
2.05	1.808e-17	-0.000492357	-0.000492357	0.0272559	0.0272559	
2.06	3.83123e-17	-0.00046548	-0.00046548	0.0264974	0.0264974	
2.07	1.13661e-17	-0.000439369	-0.000439369	0.0257235	0.0257235	
2.08	3.92556e-17	-0.00041404	-0.00041404	0.0249346	0.0249346	
2.09	1.6491e-17	-0.000389508	-0.000389508	0.0241308	0.0241308	
2.1	4.58756e-17	-0.000365786	-0.000365786	0.0233127	0.0233127	
2.11	1.88543e-17	-0.000342889	-0.000342889	0.0224804	0.0224804	
2.12	4.02912e-17	-0.000320832	-0.000320832	0.0216343	0.0216343	
2.13	1.83522e-17	-0.000299628	-0.000299628	0.0207748	0.0207748	
2.14	3.74893e-17	-0.000279289	-0.000279289	0.0199022	0.0199022	
2.15	2.06189e-17	-0.00025983	-0.00025983	0.0190169	0.0190169	
2.16	4.21951e-17	-0.000241262	-0.000241262	0.0181191	0.0181191	
2.17	2.03203e-17	-0.000223597	-0.000223597	0.0172093	0.0172093	
2.18	4.02322e-17	-0.000206849	-0.000206849	0.0162879	0.0162879	
2.19	1.82417e-17	-0.000191027	-0.000191027	0.0153551	0.0153551	
2.2	3.81571e-17	-0.000176144	-0.000176144	0.0144114	0.0144114	
2.21	1.28863e-17	-0.00016221	-0.00016221	0.0134572	0.0134572	
2.22	3.69709e-17	-0.000149235	-0.000149235	0.0124928	0.0124928	
2.23	1.73675e-17	-0.000137229	-0.000137229	0.0115186	0.0115186	
2.24	3.83714e-17	-0.000126202	-0.000126202	0.010535	0.010535	
2.25	1.52587e-17	-0.000116163	-0.000116163	0.00954243	0.00954243	
2.26	3.81753e-17	-0.000107122	-0.000107122	0.00854124	0.00854124	
2.27	1.7998e-17	-9.90851e-05	-9.90851e-05	0.00753184	0.00753184	
2.28	3.83365e-17	-9.20618e-05	-9.20618e-05	0.00651465	0.00651465	
2.29	2.20693e-17	-8.60595e-05	-8.60595e-05	0.00549006	0.00549006	
2.3	4.03267e-17	-8.10852e-05	-8.10852e-05	0.00445848	0.00445848	
2.31	1.85073e-17	-7.71458e-05	-7.71458e-05	0.00342034	0.00342034	
2.32	3.80734e-17	-7.42476e-05	-7.42476e-05	0.00237604	0.00237604	
2.33	2.01878e-17	-7.23966e-05	-7.23966e-05	0.001326	0.001326	
2.34	3.84888e-17	-7.15983e-05	-7.15983e-05	0.000270641	0.000270641	
2.35	1.90407e-17	-7.18577e-05	-7.18577e-05	-0.000789613	-0.000789613	
2.36	3.85215e-17	-7.31797e-05	-7.31797e-05	-0.00185434	-0.00185434	
2.37	1.73188e-17	-7.55684e-05	-7.55684e-05	-0.00292311	-0.00292311	
2.38	3.92768e-17	-7.90277e-05	-7.90277e-05	-0.0039955	-0.0039955	
2.39	1.84712e-17	-8.3561e-05	-8.3561e-05	-0.00507108	-0.00507108	
2.4	4.02147e-17	-8.91713e-05	-8.91713e-05	-0.00614942	-0.00614942	
2.41	1.85314e-17	-9.5861e-05	-9.5861e-05	-0.00723009	-0.00723009	
2.42	4.06953e-17	-0.000103632	-0.000103632	-0.00831265	-0.00831265	
2.43	1.95842e-17	-0.000112487	-0.000112487	-0.00939668	-0.00939668	
2.44	3.83623e-17	-0.000122426	-0.000122426	-0.0104817	-0.0104817	
2.45	1.85714e-17	-0.000133451	-0.000133451	-0.0115674	-0.0115674	
2.46	4.13174e-17	-0.000145561	-0.000145561	-0.0126532	-0.0126532	
2.47	1.63522e-17	-0.000158757	-0.000158757	-0.0137387	-0.0137387	
2.48	3.89966e-17	-0.000173038	-0.000173038	-0.0148236	-0.0148236	
2.49	1.67759e-17	-0.000188404	-0.000188404	-0.0159073	-0.0159073	
2.5	4.22025e-17	-0.000204852	-0.000204852	-0.0169894	-0.0169894	
2.51	1.66395e-17	-0.000222381	-0.000222381	-0.0180695	-0.0180695	
2.52	4.43752e-17	-0.00024099	-0.00024099	-0.0191471	-0.0191471	
2.53	1.77914e-17	-0.000260674	-0.000260674	-0.0202219	-0.0202219	
2.54	3.75997e-17	-0.000281432	-0.000281432	-0.0212934	-0.0212934	
2.55	1.86904e-17	-0.000303259	-0.000303259	-0.0223612	-0.0223612	
2.56	3.76998e-17	-0.000326152	-0.000326152	-0.0234248	-0.0234248	
2.57	1.77245e-17	-0.000350107	-0.000350107	-0.0244838	-0.0244838	
2.58	3.74856e-17	-0.000375117	-0.000375117	-0.0255379	-0.0255379	
2.59	1.54967e-17	-0.00040118	-0.00040118	-0.0265865	-0.0265865	
2.6	3.75875e-17	-0.000428287	-0.000428287	-0.0276292	-0.0276292	
2.61	1.55602e-17	-0.000456435	-0.000456435	-0.0286657	-0.0286657	
2.62	3.70088e-17	-0.000485615	-0.000485615	-0.0296955	-0.0296955	
2.63	1.49982e-17	-0.000515822	-0.000515822	-0.0307182	-0.0307182	
2.64	3.783e-17	-0.000547048	-0.000547048	-0.0317334	-0.0317334	
2.65	1.78726e-17	-0.000579285	-0.000579285	-0.0327407	-0.0327407	
2.66	3.71728e-17	-0.000612525	-0.000612525	-0.0337398	-0.0337398	
2.67	1.70115e-17	-0.00064676	-0.00064676	-0.03473	-0.03473	
2.68	3.65758e-17	-0.000681981	-0.000681981	-0.0357112	-0.0357112	
2.69	1.72093e-17	-0.000718178	-0.000718178	-0.0366829	-0.0366829	
2.7	4.0345e-17	-0.000755342	-0.000755342	-0.0376448	-0.0376448	
2.71	1.64677e-17	-0.000793462	-0.000793462	-0.0385963	-0.0385963	
2.72	4.12398e-17	-0.000832529	-0.000832529	-0.0395372	-0.0395372	
2.73	1.98054e-17	-0.000872531	-0.000872531	-0.0404671	-0.0404671	
2.74	3.58215e-17	-0.000913458	-0.000913458	-0.0413855	-0.0413855	
2.75	1.75948e-17	-0.000955296	-0.000955296	-0.0422922	-0.0422922	
2.76	3.86567e-17	-0.000998036	-0.000998036	-0.0431868	-0.0431868	
2.77	1.84861e-17	-0.00104166	-0.00104166	-0.0440689	-0.0440689	
2.78	3.97178e-17	-0.00108617	-0.00108617	-0.0449381	-0.0449381	
2.79	1.94385e-17	-0.00113153	-0.00113153	-0.0457942	-0.0457942	
2.8	4.22716e-17	-0.00117775	-0.00117775	-0.0466367	-0.0466367	
2.81	2.05351e-17	-0.0012248	-0.0012248	-0.0474654	-0.0474654	
2.82	3.68045e-17	-0.00127267	-0.00127267	-0.0482799	-0.0482799	
2.83	2.15271e-17	-0.00132135	-0.00132135	-0.0490798	-0.0490798	
2.84	4.1444e-17	-0.00137082	-0.00137082	-0.0498649	-0.0498649	
2.85	1.77375e-17	-0.00142107	-0.00142107	-0.0506348	-0.0506348	
2.86	3.7413e-17	-0.00147209	-0.00147209	-0.0513893	-0.0513893	
2.87	2.06487e-17	-0.00152385	-0.00152385	-0.052128	-0.052128	
2.88	4.05352e-17	-0.00157633	-0.00157633	-0.0528507	-0.0528507	
2.89	1.67622e-17	-0.00162954	-0.00162954	-0.053557	-0.053557	
2.9	4.20328e-17	-0.00168344	-0.00168344	-0.0542466	-0.0542466	
2.91	2.02472e-17	-0.00173802	-0.00173802	-0.0549194	-0.0549194	
2.92	3.7151e-17	-0.00179327	-0.00179327	-0.055575	-0.055575	
2.93	2.03175e-17	-0.00184916	-0.00184916	-0.0562131	-0.0562131	
2.94	3.66636e-17	-0.00190569	-0.00190569	-0.0568335	-0.0568335	
2.95	1.83557e-17	-0.00196282	-0.00196282	-0.057436	-0.057436	
2.96	3.83656e-17	-0.00202055	-0.00202055	-0.0580203	-0.0580203	
2.97	2.05219e-17	-0.00207885	-0.00207885	-0.0585862	-0.0585862	
2.98	3.67697e-17	-0.00213771	-0.00213771	-0.0591334	-0.0591334	
2.99	1.35775e-17	-0.00219711	-0.00219711	-0.0596618	-0.0596618	
3	3.94538e-17	-0.00225703	-0.00225703	-0.0601711	-0.0601711	
3.01	2.16248e-17	-0.00231744	-0.00231744	-0.0606611	-0.0606611	
3.02	4.06862e-17	-0.00237834	-0.00237834	-0.0611317	-0.0611317	
3.03	1.90711e-17	-0.0024397	-0.0024397	-0.0615826	-0.0615826	
3.04	4.19365e-17	-0.0025015	-0.0025015	-0.0620136	-0.0620136	
3.05	1.7689e-17	-0.00256371	-0.00256371	-0.0624246	-0.0624246	
3.06	3.59514e-17	-0.00262633	-0.00262633	-0.0628154	-0.0628154	
3.07	1.69883e-17	-0.00268934	-0.00268934	-0.0631859	-0.0631859	
3.08	4.31238e-17	-0.0027527	-0.0027527	-0.063536	-0.063536	
3.09	2.17166e-17	-0.0028164	-0.0028164	-0.0638653	-0.0638653	
3.1	3.95869e-17	-0.00288042	-0.00288042	-0.064174	-0.064174	
3.11	1.88443e-17	-0.00294473	-0.00294473	-0.0644617	-0.0644617	
3.12	3.84986e-17	-0.00300933	-0.00300933	-0.0647285	-0.0647285	
3.13	1.59712e-17	-0.00307418	-0.00307418	-0.0649741	-0.0649741	
3.14	3.85153e-17	-0.00313927	-0.00313927	-0.0651986	-0.0651986	
3.15	1.7512e-17	-0.00320457	-0.00320457	-0.0654017	-0.0654017	
3.16	3.52214e-17	-0.00327006	-0.00327006	-0.0655835	-0.0655835	
3.17	1.59622e-17	-0.00333572	-0.00333572	-0.0657438	-0.0657438	
3.18	3.86842e-17	-0.00340154	-0.00340154	-0.0658827	-0.0658827	
3.19	1.76681e-17	-0.00346748	-0.00346748	-0.0659999	-0.0659999	
3.2	3.2606e-17	-0.00353353	-0.00353353	-0.0660956	-0.0660956	
3.21	2.47672e-17	-0.00359966	-0.00359966	-0.0661696	-0.0661696	
3.22	3.59381e-17	-0.00366585	-0.00366585	-0.0662219	-0.0662219	
3.23	1.68616e-17	-0.00373209	-0.00373209	-0.0662526	-0.0662526	
3.24	3.80109e-17	-0.00379835	-0.00379835	-0.0662615	-0.0662615	
3.25	1.92177e-17	-0.0038646	-0.0038646	-0.0662487	-0.0662487	
3.26	3.93095e-17	-0.00393084	-0.00393084	-0.0662142	-0.0662142	
3.27	1.62341e-17	-0.00399702	-0.00399702	-0.066158	-0.066158	
3.28	3.85144e-17	-0.00406314	-0.00406314	-0.0660801	-0.0660801	
3.29	1.46243e-17	-0.00412917	-0.00412917	-0.0659805	-0.0659805	
3.3	3.86769e-17	-0.00419509	-0.00419509	-0.0658594	-0.0658594	
3.31	1.85295e-17	-0.00426088	-0.00426088	-0.0657167	-0.0657167	
3.32	3.98044e-17	-0.00432651	-0.00432651	-0.0655525	-0.0655525	
3.33	1.85216e-17	-0.00439197	-0.00439197	-0.0653669	-0.0653669	
3.34	3.78552e-17	-0.00445724	-0.00445724	-0.06516	-0.06516	
3.35	1.75904e-17	-0.00452228	-0.00452228	-0.0649317	-0.0649317	
3.36	3.88052e-17	-0.00458709	-0.00458709	-0.0646823	-0.0646823	
3.37	1.58998e-17	-0.00465164	-0.00465164	-0.0644118	-0.0644118	
3.38	3.77547e-17	-0.0047159	-0.0047159	-0.0641203	-0.0641203	
3.39	2.25896e-17	-0.00477987	-0.00477987	-0.0638079	-0.0638079	
3.4	4.14328e-17	-0.00484351	-0.00484351	-0.0634748	-0.0634748	
3.41	2.27086e-17	-0.00490681	-0.00490681	-0.0631211	-0.0631211	
3.42	4.24124e-17	-0.00496974	-0.00496974	-0.062747	-0.062747	
3.43	1.55712e-17	-0.00503229	-0.00503229	-0.0623525	-0.0623525	
3.44	4.04176e-17	-0.00509443	-0.00509443	-0.0619379	-0.0619379	
3.45	1.67094e-17	-0.00515616	-0.00515616	-0.0615033	-0.0615033	
3.46	3.51298e-17	-0.00521743	-0.00521743	-0.0610489	-0.0610489	
3.47	1.82621e-17	-0.00527824	-0.00527824	-0.0605749	-0.0605749	
3.48	3.70355e-17	-0.00533857	-0.00533857	-0.0600814	-0.0600814	
3.49	1.72459e-17	-0.0053984	-0.0053984	-0.0595687	-0.0595687	
3.5	3.98293e-17	-0.0054577	-0.0054577	-0.0590369	-0.0590369	
3.51	1.90556e-17	-0.00551646	-0.00551646	-0.0584863	-0.0584863	
3.52	3.87934e-17	-0.00557466	-0.00557466	-0.0579171	-0.0579171	
3.53	1.79609e-17	-0.00563229	-0.00563229	-0.0573295	-0.0573295	
3.54	3.70655e-17	-0.00568931	-0.00568931	-0.0567238	-0.0567238	
3.55	1.6891e-17	-0.00574572	-0.00574572	-0.0561002	-0.0561002	
3.56	3.73966e-17	-0.0058015	-0.0058015	-0.0554589	-0.0554589	
3.57	1.71595e-17	-0.00585663	-0.00585663	-0.0548002	-0.0548002	
3.58	3.76656e-17	-0.0059111	-0.0059111	-0.0541245	-0.0541245	
3.59	1.74333e-17	-0.00596487	-0.00596487	-0.0534318	-0.0534318	
3.6	3.91594e-17	-0.00601795	-0.00601795	-0.0527225	-0.0527225	
3.61	1.86105e-17	-0.00607031	-0.00607031	-0.051997	-0.051997	
3.62	3.75496e-17	-0.00612194	-0.00612194	-0.0512555	-0.0512555	
3.63	1.75426e-17	-0.00617281	-0.00617281	-0.0504982	-0.0504982	
3.64	3.73321e-17	-0.00622293	-0.00622293	-0.0497255	-0.0497255	
3.65	1.91244e-17	-0.00627226	-0.00627226	-0.0489377	-0.0489377	
3.66	3.67647e-17	-0.00632079	-0.00632079	-0.0481352	-0.0481352	
3.67	1.75268e-17	-0.00636852	-0.00636852	-0.0473181	-0.0473181	
3.68	3.73679e-17	-0.00641542	-0.00641542	-0.046487	-0.046487	
3.69	9.38962e-18	-0.00646149	-0.00646149	-0.045642	-0.045642	
3.7	3.87916e-17	-0.0065067	-0.0065067	-0.0447835	-0.0447835	
3.71	1.78728e-17	-0.00655105	-0.00655105	-0.043912	-0.043912	
3.72	3.71775e-17	-0.00659452	-0.00659452	-0.0430276	-0.0430276	
3.73	1.86092e-17	-0.0066371	-0.0066371	-0.0421308	-0.0421308	
3.74	3.88512e-17	-0.00667877	-0.00667877	-0.041222	-0.041222	
3.75	1.19238e-17	-0.00671954	-0.00671954	-0.0403015	-0.0403015	
3.76	3.57971e-17	-0.00675937	-0.00675937	-0.0393696	-0.0393696	
3.77	1.43713e-17	-0.00679827	-0.00679827	-0.0384268	-0.0384268	
3.78	3.91438e-17	-0.00683622	-0.00683622	-0.0374734	-0.0374734	
3.79	1.24277e-17	-0.00687321	-0.00687321	-0.0365098	-0.0365098	
3.8	3.62742e-17	-0.00690923	-0.00690923	-0.0355363	-0.0355363	
3.81	1.74359e-17	-0.00694428	-0.00694428	-0.0345535	-0.0345535	
3.82	3.64318e-17	-0.00697834	-0.00697834	-0.0335616	-0.0335616	
3.83	1.35611e-17	-0.0070114	-0.0070114	-0.0325611	-0.0325611	
3.84	4.05021e-17	-0.00704345	-0.00704345	-0.0315523	-0.0315523	
3.85	1.86722e-17	-0.0070745	-0.0070745	-0.0305357	-0.0305357	
3.86	3.96845e-17	-0.00710452	-0.00710452	-0.0295117	-0.0295117	
3.87	1.66818e-17	-0.00713352	-0.00713352	-0.0284807	-0.0284807	
3.88	3.97564e-17	-0.00716148	-0.00716148	-0.027443	-0.027443	
3.89	1.95279e-17	-0.0071884	-0.0071884	-0.0263992	-0.0263992	
