t	X	z11	Z	dz11	dZ	
3.9	3.65666e-17	-0.00721428	-0.00721428	-0.0253496	-0.0253496	
3.91	1.65548e-17	-0.0072391	-0.0072391	-0.0242947	-0.0242947	
3.92	3.57816e-17	-0.00726286	-0.00726286	-0.0232348	-0.0232348	
3.93	1.85281e-17	-0.00728557	-0.00728557	-0.0221704	-0.0221704	
3.94	3.71585e-17	-0.0073072	-0.0073072	-0.0211019	-0.0211019	
3.95	1.77592e-17	-0.00732777	-0.00732777	-0.0200298	-0.0200298	
3.96	3.84503e-17	-0.00734726	-0.00734726	-0.0189545	-0.0189545	
3.97	1.82186e-17	-0.00736567	-0.00736567	-0.0178763	-0.0178763	
3.98	3.94138e-17	-0.00738301	-0.00738301	-0.0167958	-0.0167958	
3.99	1.61481e-17	-0.00739927	-0.00739927	-0.0157134	-0.0157134	
4	4.10934e-17	-0.00741444	-0.00741444	-0.0146295	-0.0146295	
4.01	1.6409e-17	-0.00742852	-0.00742852	-0.0135445	-0.0135445	
4.02	3.83622e-17	-0.00744153	-0.00744153	-0.0124589	-0.0124589	
4.03	1.90294e-17	-0.00745344	-0.00745344	-0.0113731	-0.0113731	
4.04	4.31222e-17	-0.00746427	-0.00746427	-0.0102875	-0.0102875	
4.05	1.91082e-17	-0.00747402	-0.00747402	-0.00920259	-0.00920259	
4.06	4.19467e-17	-0.00748268	-0.00748268	-0.00811879	-0.00811879	
4.07	1.71906e-17	-0.00749026	-0.00749026	-0.00703653	-0.00703653	
4.08	3.92035e-17	-0.00749675	-0.00749675	-0.00595625	-0.00595625	
4.09	1.81802e-17	-0.00750217	-0.00750217	-0.00487837	-0.00487837	
4.1	3.73133e-17	-0.00750651	-0.00750651	-0.00380333	-0.00380333	
4.11	1.90604e-17	-0.00750978	-0.00750978	-0.00273156	-0.00273156	
4.12	4.13088e-17	-0.00751197	-0.00751197	-0.00166348	-0.00166348	
4.13	1.94441e-17	-0.00751311	-0.00751311	-0.000599524	-0.000599524	
4.14	3.83323e-17	-0.00751318	-0.00751318	0.000459884	0.000459884	
4.15	1.76464e-17	-0.00751219	-0.00751219	0.00151432	0.00151432	
4.16	3.97213e-17	-0.00751015	-0.00751015	0.00256336	0.00256336	
4.17	1.96949e-17	-0.00750707	-0.00750707	0.00360659	0.00360659	
4.18	3.95764e-17	-0.00750294	-0.00750294	0.00464359	0.00464359	
4.19	1.85193e-17	-0.00749778	-0.00749778	0.00567395	0.00567395	
4.2	3.8522e-17	-0.0074916	-0.0074916	0.00669725	0.00669725	
4.21	1.48304e-17	-0.00748439	-0.00748439	0.00771308	0.00771308	
4.22	4.03108e-17	-0.00747617	-0.00747617	0.00872103	0.00872103	
4.23	1.86454e-17	-0.00746695	-0.00746695	0.00972071	0.00972071	
4.24	4.02909e-17	-0.00745674	-0.00745674	0.0107117	0.0107117	
4.25	1.86235e-17	-0.00744553	-0.00744553	0.0116937	0.0116937	
4.26	3.85038e-17	-0.00743335	-0.00743335	0.0126661	0.0126661	
4.27	1.74727e-17	-0.00742021	-0.00742021	0.0136287	0.0136287	
4.28	3.36366e-17	-0.0074061	-0.0074061	0.0145811	0.0145811	
4.29	2.57508e-17	-0.00739105	-0.00739105	0.0155229	0.0155229	
4.3	3.74573e-17	-0.00737506	-0.00737506	0.0164536	0.0164536	
4.31	8.23032e-18	-0.00735815	-0.00735815	0.017373	0.017373	
4.32	4.26239e-17	-0.00734032	-0.00734032	0.0182807	0.0182807	
4.33	3.86863e-17	-0.00732159	-0.00732159	0.0191762	0.0191762	
4.34	3.15163e-17	-0.00730197	-0.00730197	0.0200593	0.0200593	
4.35	4.44268e-17	-0.00728148	-0.00728148	0.0209296	0.0209296	
4.36	3.09981e-17	-0.00726012	-0.00726012	0.0217867	0.0217867	
4.37	4.16265e-17	-0.00723791	-0.00723791	0.0226303	0.0226303	
4.38	3.06364e-17	-0.00721487	-0.00721487	0.0234601	0.0234601	
4.39	3.25241e-17	-0.007191	-0.007191	0.0242757	0.0242757	
4.4	3.70442e-17	-0.00716632	-0.00716632	0.0250768	0.0250768	
4.41	2.74513e-17	-0.00714085	-0.00714085	0.0258631	0.0258631	
4.42	4.57489e-17	-0.00711461	-0.00711461	0.0266343	0.0266343	
4.43	2.27442e-17	-0.00708759	-0.00708759	0.02739	0.02739	
4.44	4.02053e-17	-0.00705983	-0.00705983	0.02813	0.02813	
4.45	2.43154e-17	-0.00703134	-0.00703134	0.0288539	0.0288539	
4.46	4.48639e-17	-0.00700213	-0.00700213	0.0295615	0.0295615	
4.47	2.21259e-17	-0.00697223	-0.00697223	0.0302525	0.0302525	
4.48	4.18453e-17	-0.00694164	-0.00694164	0.0309267	0.0309267	
4.49	1.99631e-17	-0.00691038	-0.00691038	0.0315836	0.0315836	
4.5	3.9681e-17	-0.00687848	-0.00687848	0.0322231	0.0322231	
4.51	1.30179e-17	-0.00684594	-0.00684594	0.032845	0.032845	
4.52	3.99448e-17	-0.0068128	-0.0068128	0.0334489	0.0334489	
4.53	1.8831e-17	-0.00677906	-0.00677906	0.0340347	0.0340347	
4.54	3.86187e-17	-0.00674474	-0.00674474	0.034602	0.034602	
4.55	1.18466e-17	-0.00670986	-0.00670986	0.0351508	0.0351508	
4.56	3.67093e-17	-0.00667445	-0.00667445	0.0356806	0.0356806	
4.57	1.79067e-17	-0.00663851	-0.00663851	0.0361915	0.0361915	
4.58	3.78715e-17	-0.00660207	-0.00660207	0.036683	0.036683	
4.59	1.46721e-17	-0.00656515	-0.00656515	0.0371551	0.0371551	
4.6	3.12563e-17	-0.00652777	-0.00652777	0.0376076	0.0376076	
4.61	2.14396e-17	-0.00648995	-0.00648995	0.0380402	0.0380402	
4.62	3.57557e-17	-0.0064517	-0.0064517	0.0384528	0.0384528	
4.63	1.82e-17	-0.00641305	-0.00641305	0.0388453	0.0388453	
4.64	3.043e-17	-0.00637402	-0.00637402	0.0392174	0.0392174	
4.65	2.19173e-17	-0.00633463	-0.00633463	0.039569	0.039569	
4.66	3.97609e-17	-0.00629489	-0.00629489	0.0399001	0.0399001	
4.67	2.005e-17	-0.00625484	-0.00625484	0.0402104	0.0402104	
4.68	3.94733e-17	-0.00621448	-0.00621448	0.0404998	0.0404998	
4.69	1.84646e-17	-0.00617385	-0.00617385	0.0407682	0.0407682	
4.7	3.94257e-17	-0.00613296	-0.00613296	0.0410155	0.0410155	
4.71	1.60686e-17	-0.00609183	-0.00609183	0.0412417	0.0412417	
4.72	3.58947e-17	-0.00605048	-0.00605048	0.0414465	0.0414465	
4.73	1.72781e-17	-0.00600895	-0.00600895	0.04163	0.04163	
4.74	3.59504e-17	-0.00596723	-0.00596723	0.0417921	0.0417921	
4.75	1.40748e-17	-0.00592537	-0.00592537	0.0419326	0.0419326	
4.76	3.52806e-17	-0.00588338	-0.00588338	0.0420516	0.0420516	
4.77	1.83517e-17	-0.00584128	-0.00584128	0.042149	0.042149	
4.78	3.79263e-17	-0.00579909	-0.00579909	0.0422247	0.0422247	
4.79	1.79609e-17	-0.00575684	-0.00575684	0.0422788	0.0422788	
