0	-2.0533e-17	0	-1.78524e-16	0	0	
0.001	-2.05308e-17	-5.75642e-07	-5.75642e-07	-0.00115128	-0.00115128	
0.002	-2.05193e-17	-2.2472e-06	-2.2472e-06	-0.00219184	-0.00219184	
0.003	-2.05514e-17	-4.90927e-06	-4.90927e-06	-0.0031323	-0.0031323	
0.004	-2.05176e-17	-8.46658e-06	-8.46658e-06	-0.00398232	-0.00398232	
0.005	-2.056e-17	-1.2833e-05	-1.2833e-05	-0.00475058	-0.00475058	
0.006	-2.05432e-17	-1.79308e-05	-1.79308e-05	-0.00544494	-0.00544494	
0.007	-2.04987e-17	-2.36895e-05	-2.36895e-05	-0.00607252	-0.00607252	
0.008	-2.0557e-17	-3.00457e-05	-3.00457e-05	-0.00663974	-0.00663974	
0.009	-2.0598e-17	-3.69417e-05	-3.69417e-05	-0.0071524	-0.0071524	
0.01	-2.06177e-17	-4.43258e-05	-4.43258e-05	-0.00761576	-0.00761576	
0.011	-2.06469e-17	-5.2151e-05	-5.2151e-05	-0.00803455	-0.00803455	
0.012	-2.05872e-17	-6.03748e-05	-6.03748e-05	-0.00841306	-0.00841306	
0.013	-2.06368e-17	-6.89589e-05	-6.89589e-05	-0.00875516	-0.00875516	
0.014	-2.06472e-17	-7.78686e-05	-7.78686e-05	-0.00906436	-0.00906436	
0.015	-2.06164e-17	-8.70727e-05	-8.70727e-05	-0.00934382	-0.00934382	
0.016	-2.06175e-17	-9.65428e-05	-9.65428e-05	-0.0095964	-0.0095964	
0.017	-2.06678e-17	-0.000106253	-0.000106253	-0.00982468	-0.00982468	
0.018	-2.07106e-17	-0.000116181	-0.000116181	-0.010031	-0.010031	
0.019	-2.06487e-17	-0.000126305	-0.000126305	-0.0102175	-0.0102175	
0.02	-2.05955e-17	-0.000136607	-0.000136607	-0.010386	-0.010386	
0.021	-2.06621e-17	-0.000147069	-0.000147069	-0.0105384	-0.0105384	
0.022	-2.06439e-17	-0.000157677	-0.000157677	-0.0106761	-0.0106761	
0.023	-2.06133e-17	-0.000168415	-0.000168415	-0.0108005	-0.0108005	
0.024	-2.06639e-17	-0.000179272	-0.000179272	-0.010913	-0.010913	
0.025	-2.06433e-17	-0.000190236	-0.000190236	-0.0110146	-0.0110146	
0.026	-2.06452e-17	-0.000201296	-0.000201296	-0.0111065	-0.0111065	
0.027	-2.06127e-17	-0.000212444	-0.000212444	-0.0111896	-0.0111896	
0.028	-2.06251e-17	-0.000223671	-0.000223671	-0.0112646	-0.0112646	
0.029	-2.06053e-17	-0.00023497	-0.00023497	-0.0113324	-0.0113324	
0.03	-2.06203e-17	-0.000246333	-0.000246333	-0.0113938	-0.0113938	
0.031	-2.06748e-17	-0.000257754	-0.000257754	-0.0114492	-0.0114492	
0.032	-2.0692e-17	-0.000269229	-0.000269229	-0.0114993	-0.0114993	
0.033	-2.06793e-17	-0.00028075	-0.00028075	-0.0115445	-0.0115445	
0.034	-2.06895e-17	-0.000292315	-0.000292315	-0.0115854	-0.0115854	
0.035	-2.07142e-17	-0.000303919	-0.000303919	-0.0116224	-0.0116224	
0.036	-2.06382e-17	-0.000315558	-0.000315558	-0.0116558	-0.0116558	
0.037	-2.06712e-17	-0.000327229	-0.000327229	-0.011686	-0.011686	
0.038	-2.07091e-17	-0.000338929	-0.000338929	-0.0117133	-0.0117133	
0.039	-2.06265e-17	-0.000350655	-0.000350655	-0.011738	-0.011738	
0.04	-2.07287e-17	-0.000362404	-0.000362404	-0.0117603	-0.0117603	
0.041	-2.06394e-17	-0.000374174	-0.000374174	-0.0117805	-0.0117805	
0.042	-2.06677e-17	-0.000385964	-0.000385964	-0.0117987	-0.0117987	
0.043	-2.07102e-17	-0.000397771	-0.000397771	-0.0118152	-0.0118152	
0.044	-2.06301e-17	-0.000409594	-0.000409594	-0.01183	-0.01183	
0.045	-2.0718e-17	-0.00042143	-0.00042143	-0.0118435	-0.0118435	
0.046	-2.06359e-17	-0.00043328	-0.00043328	-0.0118557	-0.0118557	
0.047	-2.06747e-17	-0.000445141	-0.000445141	-0.0118666	-0.0118666	
0.048	-2.07074e-17	-0.000457013	-0.000457013	-0.0118766	-0.0118766	
0.049	-2.06297e-17	-0.000468894	-0.000468894	-0.0118856	-0.0118856	
0.05	-2.07319e-17	-0.000480783	-0.000480783	-0.0118937	-0.0118937	
0.051	-2.06821e-17	-0.000492681	-0.000492681	-0.011901	-0.011901	
0.052	-2.0751e-17	-0.000504585	-0.000504585	-0.0119076	-0.0119076	
0.053	-2.06532e-17	-0.000516496	-0.000516496	-0.0119136	-0.0119136	
0.054	-2.07346e-17	-0.000528412	-0.000528412	-0.011919	-0.011919	
0.055	-2.09581e-17	-0.000540333	-0.000540333	-0.0119239	-0.0119239	
0.056	-2.08867e-17	-0.000552259	-0.000552259	-0.0119283	-0.0119283	
