t	dx	dy	dz	da	db	dc	
0.00136152	0.00106309	-1.68744e-09	-1.76567e-15	8.74473e-11	0.00206533	5.76989e-08	
0.00137847	0.0010759	-1.70837e-09	-1.78756e-15	8.85317e-11	0.00209425	5.8554e-08	
0.00138694	0.00108337	-1.71943e-09	-1.79914e-15	8.91051e-11	0.00210056	5.89818e-08	
0.00142932	0.00111351	-1.77067e-09	-1.85275e-15	9.17603e-11	0.00218748	6.11192e-08	
0.00143685	0.0011103	-1.77492e-09	-1.8572e-15	9.19809e-11	0.00226873	6.14974e-08	
0.00144626	0.00111844	-1.78713e-09	-1.86997e-15	9.26135e-11	0.00227691	6.19727e-08	
0.00144626	0.00113146	-1.7945e-09	-1.87768e-15	9.29952e-11	0.002177	6.19753e-08	
0.00147591	0.00115552	-1.83204e-09	-1.91696e-15	9.49406e-11	0.00221491	6.34714e-08	
0.00149073	0.00116569	-1.84977e-09	-1.93551e-15	9.58595e-11	0.00224822	6.42191e-08	
0.00156485	0.0012292	-1.94547e-09	-2.03564e-15	1.00819e-10	0.0023173	6.79599e-08	
0.00157803	0.00125557	-1.97085e-09	-2.06219e-15	1.02134e-10	0.0022138	6.86272e-08	
0.0015945	0.00126714	-1.9907e-09	-2.08296e-15	1.03163e-10	0.00224873	6.94581e-08	
0.0015945	0.00124424	-1.978e-09	-2.06967e-15	1.02505e-10	0.00242455	6.94546e-08	
0.00164158	0.00127982	-2.03615e-09	-2.13051e-15	1.05518e-10	0.00250502	7.18301e-08	
0.00166512	0.00130151	-2.06742e-09	-2.16322e-15	1.07139e-10	0.00251535	7.30184e-08	
0.00178282	0.00138349	-2.20885e-09	-2.3112e-15	1.14468e-10	0.00277007	7.8956e-08	
0.00180374	0.00136666	-2.21628e-09	-2.31897e-15	1.14853e-10	0.00305649	8.00069e-08	
0.0018299	0.00139019	-2.25071e-09	-2.35498e-15	1.16637e-10	0.0030723	8.13272e-08	
0.0018299	0.00143788	-2.2776e-09	-2.38313e-15	1.18031e-10	0.00270612	8.13343e-08	
0.00189589	0.00149261	-2.36185e-09	-2.47127e-15	1.22397e-10	0.00278166	8.46649e-08	
0.00192889	0.001505	-2.39559e-09	-2.50656e-15	1.24145e-10	0.00293439	8.63273e-08	
0.00209388	0.00166863	-2.6212e-09	-2.74259e-15	1.35837e-10	0.00291746	9.46592e-08	
0.00212321	0.00181844	-2.7289e-09	-2.85528e-15	1.41418e-10	0.0019875	9.61646e-08	
0.00215988	0.00183438	-2.7676e-09	-2.89576e-15	1.43424e-10	0.00214055	9.8012e-08	
0.00215988	0.00165106	-2.66496e-09	-2.78836e-15	1.38105e-10	0.00354818	9.79754e-08	
0.00223448	0.00169788	-2.75177e-09	-2.87917e-15	1.42603e-10	0.00374909	1.01737e-07	
0.00227179	0.00178587	-2.83136e-09	-2.96244e-15	1.46728e-10	0.00335369	1.03618e-07	
0.0024583	0.00178734	-2.98359e-09	-3.12165e-15	1.54617e-10	0.0047436	1.13024e-07	
0.00249146	0.00126686	-2.71881e-09	-2.84459e-15	1.40896e-10	0.0089891	1.14698e-07	
0.00253291	0.00135529	-2.80201e-09	-2.93163e-15	1.45207e-10	0.00862153	1.16788e-07	
0.00253291	0.00214604	-3.24517e-09	-3.39534e-15	1.68173e-10	0.00254981	1.16785e-07	
0.00259587	0.002234	-3.34557e-09	-3.50037e-15	1.73376e-10	0.0023474	1.1996e-07	
0.00262735	0.00203917	-3.26194e-09	-3.41284e-15	1.69042e-10	0.00407985	1.21323e-07	
0.00278475	0.00268656	-3.7525e-09	-3.92608e-15	1.94464e-10	0.00029137	1.29661e-07	
0.00281273	0.00472731	-4.91887e-09	-5.14651e-15	2.54908e-10	-0.0151681	1.32948e-07	
0.00284771	0.0045454	-4.84532e-09	-5.06953e-15	2.51096e-10	-0.0135086	1.34495e-07	
0.00284771	0.00162121	-3.20657e-09	-3.35481e-15	1.66172e-10	0.00894455	1.31755e-07	
0.00258212	0.00221479	-3.32365e-09	-3.47743e-15	1.72239e-10	0.0023916	1.19267e-07	
0.00260673	0.00206251	-3.25828e-09	-3.40902e-15	1.68852e-10	0.00374575	1.20332e-07	
0.00272976	0.00256853	-3.64172e-09	-3.81019e-15	1.88723e-10	0.00078452	1.26849e-07	
0.00275163	0.00416367	-4.55341e-09	-4.76413e-15	2.35969e-10	-0.0112993	1.29419e-07	
0.00277897	0.00402148	-4.49591e-09	-4.70396e-15	2.32989e-10	-0.0100021	1.30628e-07	
0.00277897	0.00173581	-3.215e-09	-3.36366e-15	1.66609e-10	0.0075482	1.28486e-07	
0.00255751	0.00218041	-3.28441e-09	-3.43639e-15	1.70206e-10	0.0024707	1.18026e-07	
0.00256982	0.00210427	-3.25172e-09	-3.40218e-15	1.68512e-10	0.00314778	1.18559e-07	
0.00263133	0.00235729	-3.44345e-09	-3.60277e-15	1.78448e-10	0.00166716	1.21817e-07	
0.00264227	0.00315485	-3.89929e-09	-4.07973e-15	2.02071e-10	-0.00437473	1.23102e-07	
0.00265594	0.00308376	-3.87054e-09	-4.04965e-15	2.00581e-10	-0.00372614	1.23707e-07	
0.00265594	0.00194092	-3.23009e-09	-3.3795e-15	1.67391e-10	0.005049	1.22636e-07	
0.00268054	0.00189234	-3.22283e-09	-3.3719e-15	1.67015e-10	0.0056069	1.23799e-07	
0.00269285	0.00199181	-3.28854e-09	-3.44064e-15	1.7042e-10	0.00493551	1.24453e-07	
0.00275436	0.00164879	-3.14629e-09	-3.29177e-15	1.63048e-10	0.00803149	1.2723e-07	
0.0027653	0.000589786	-2.56194e-09	-2.68033e-15	1.32766e-10	0.0162451	1.27135e-07	
0.00277897	0.000682401	-2.62491e-09	-2.74621e-15	1.36029e-10	0.0156367	1.27851e-07	
0.00277897	0.00219794	-3.47386e-09	-3.63452e-15	1.80024e-10	0.00399974	1.28745e-07	
0.0026755	0.00190229	-3.22432e-09	-3.37346e-15	1.67092e-10	0.00549259	1.2356e-07	
0.00268528	0.00198139	-3.27656e-09	-3.42812e-15	1.69799e-10	0.00495877	1.24081e-07	
0.00273419	0.00170865	-3.16346e-09	-3.30975e-15	1.63938e-10	0.00742039	1.26288e-07	
0.00274289	0.000866627	-2.69884e-09	-2.82359e-15	1.3986e-10	0.0139511	1.26213e-07	
0.00275376	0.000940266	-2.74891e-09	-2.87597e-15	1.42455e-10	0.0134673	1.26783e-07	
0.00275376	0.00214528	-3.42392e-09	-3.58227e-15	1.77436e-10	0.00421473	1.27494e-07	
0.00277332	0.00219413	-3.46715e-09	-3.62749e-15	1.79676e-10	0.00398665	1.2847e-07	
0.00278311	0.0021829	-3.46878e-09	-3.6292e-15	1.79761e-10	0.00414636	1.28971e-07	
0.00283202	0.00236883	-3.61263e-09	-3.77969e-15	1.87215e-10	0.00308614	1.31389e-07	
0.00284071	0.00268936	-3.7993e-09	-3.97501e-15	1.96889e-10	0.000690261	1.31715e-07	
0.00285158	0.00268205	-3.80401e-09	-3.97993e-15	1.97133e-10	0.000828094	1.3227e-07	
0.00285158	0.0022455	-3.55937e-09	-3.72395e-15	1.84455e-10	0.00418011	1.32427e-07	
0.00287153	0.00226299	-3.58535e-09	-3.75112e-15	1.85801e-10	0.00419567	1.33434e-07	
0.00288151	0.00226472	-3.59441e-09	-3.7606e-15	1.86271e-10	0.00425731	1.33936e-07	
0.00293139	0.00232102	-3.66638e-09	-3.83588e-15	1.90001e-10	0.00419977	1.36457e-07	
0.00294026	0.0023876	-3.71082e-09	-3.88237e-15	1.92304e-10	0.00375517	1.36919e-07	
0.00295134	0.00239054	-3.72146e-09	-3.8935e-15	1.92855e-10	0.00381587	1.37477e-07	
0.00295134	0.00230463	-3.6734e-09	-3.84321e-15	1.90365e-10	0.00447549	1.37456e-07	
0.00297951	0.00232053	-3.70515e-09	-3.87641e-15	1.9201e-10	0.00456504	1.38876e-07	
0.00299359	0.00233624	-3.72538e-09	-3.89758e-15	1.93058e-10	0.00455018	1.39588e-07	
0.00306401	0.00236207	-3.79693e-09	-3.9724e-15	1.96766e-10	0.00488084	1.43134e-07	
0.00307653	0.00230402	-3.77448e-09	-3.9489e-15	1.95603e-10	0.00542058	1.43751e-07	
0.00309218	0.00232036	-3.79633e-09	-3.97175e-15	1.96735e-10	0.0054127	1.44541e-07	
0.00309218	0.00241548	-3.84974e-09	-4.02764e-15	1.99503e-10	0.00468234	1.44562e-07	
0.00313114	0.00244701	-3.89902e-09	-4.07917e-15	2.02057e-10	0.00473288	1.46528e-07	
0.00315062	0.00246232	-3.92341e-09	-4.10468e-15	2.03321e-10	0.00476165	1.47511e-07	
0.00324801	0.00254198	-4.04702e-09	-4.23396e-15	2.09726e-10	0.00488174	1.52426e-07	
0.00326533	0.00255981	-4.07095e-09	-4.25898e-15	2.10967e-10	0.00487488	1.533e-07	
0.00328697	0.00257689	-4.09809e-09	-4.28736e-15	2.12373e-10	0.00490634	1.54392e-07	
0.00328697	0.00257131	-4.09512e-09	-4.28426e-15	2.12219e-10	0.00494918	1.54392e-07	
0.003382	0.00264724	-4.21477e-09	-4.40938e-15	2.18419e-10	0.00508004	1.59188e-07	
0.00342951	0.0026808	-4.27215e-09	-4.46938e-15	2.21393e-10	0.00517925	1.61584e-07	
0.00366708	0.0028785	-4.5756e-09	-4.78669e-15	2.37119e-10	0.00544592	1.73574e-07	
0.00370931	0.00294912	-4.64921e-09	-4.86367e-15	2.40933e-10	0.00522093	1.75711e-07	
0.0037621	0.00298705	-4.71332e-09	-4.93069e-15	2.44255e-10	0.00532627	1.78375e-07	
0.0037621	0.00293318	-4.68346e-09	-4.89945e-15	2.42708e-10	0.00573992	1.78366e-07	
0.00391319	0.00304768	-4.87023e-09	-5.09473e-15	2.52387e-10	0.00599573	1.85989e-07	
0.00398874	0.00312126	-4.97281e-09	-5.20197e-15	2.57703e-10	0.00599833	1.89803e-07	
0.00436647	0.00337832	-5.42318e-09	-5.67274e-15	2.81042e-10	0.00686217	2.08858e-07	
0.00443363	0.00329242	-5.42899e-09	-5.67872e-15	2.81343e-10	0.0080262	2.12226e-07	
0.00451757	0.00337181	-5.54162e-09	-5.79645e-15	2.8718e-10	0.00804722	2.16464e-07	
0.00451757	0.00357164	-5.65438e-09	-5.91444e-15	2.93024e-10	0.00651281	2.16493e-07	
0.00470713	0.00373351	-5.89892e-09	-6.17003e-15	3.05696e-10	0.00669401	2.2606e-07	
0.00480192	0.00372716	-5.97231e-09	-6.24666e-15	3.095e-10	0.00745483	2.30821e-07	
0.00527583	0.00428807	-6.67098e-09	-6.97683e-15	3.45706e-10	0.00670807	2.5478e-07	
0.00536008	0.00509164	-7.18909e-09	-7.51877e-15	3.72556e-10	0.00117093	2.59222e-07	
0.0054654	0.00509721	-7.27769e-09	-7.61126e-15	3.77147e-10	0.00191928	2.64515e-07	
0.0054654	0.0040284	-6.67951e-09	-6.98537e-15	3.46149e-10	0.010126	2.64238e-07	
0.00565116	0.00411099	-6.87651e-09	-7.19108e-15	3.56357e-10	0.0108874	2.73594e-07	
0.00574405	0.00454018	-7.1924e-09	-7.52136e-15	3.72728e-10	0.00828965	2.78169e-07	
0.00620846	0.00405227	-7.29553e-09	-7.62799e-15	3.78072e-10	0.0155249	3.01742e-07	
0.00629103	0.000837636	-5.56065e-09	-5.81252e-15	2.88166e-10	0.0408284	3.06757e-07	
0.00639423	0.00125838	-5.88016e-09	-6.14648e-15	3.04724e-10	0.0383731	3.11856e-07	
0.00639423	0.00600821	-8.54245e-09	-8.93209e-15	4.42691e-10	0.0019019	3.10604e-07	
0.00560049	0.00408846	-6.82277e-09	-7.13496e-15	3.53572e-10	0.0106797	2.71041e-07	
0.00566803	0.00440056	-7.05249e-09	-7.37515e-15	3.65477e-10	0.00879064	2.74369e-07	
0.00600575	0.00404576	-7.12751e-09	-7.45279e-15	3.69365e-10	0.014052	2.9151e-07	
0.00606579	0.0017081	-5.86593e-09	-6.13264e-15	3.03987e-10	0.0324525	2.95158e-07	
0.00614084	0.00201406	-6.09828e-09	-6.37552e-15	3.16028e-10	0.0306671	2.98865e-07	
0.00614084	0.0054681	-8.03428e-09	-8.40115e-15	4.16356e-10	0.00414551	2.97955e-07	
0.00553294	0.00405843	-6.75114e-09	-7.06016e-15	3.4986e-10	0.0104029	2.6764e-07	
0.00556671	0.00421448	-6.866e-09	-7.18026e-15	3.55813e-10	0.00945834	2.69303e-07	
0.00573557	0.00403708	-6.90354e-09	-7.21915e-15	3.57758e-10	0.012089	2.77874e-07	
0.00576559	0.00286825	-6.27275e-09	-6.55911e-15	3.25069e-10	0.0212893	2.79698e-07	
0.00580312	0.00302123	-6.38893e-09	-6.68057e-15	3.3109e-10	0.0203966	2.81552e-07	
0.00580312	0.00474825	-7.35693e-09	-7.69335e-15	3.81254e-10	0.00713578	2.81096e-07	
0.00587066	0.00490365	-7.49881e-09	-7.84163e-15	3.88607e-10	0.00644998	2.84465e-07	
0.00590443	0.00475587	-7.44339e-09	-7.78356e-15	3.85735e-10	0.00783839	2.86128e-07	
0.00607329	0.00554799	-8.02428e-09	-8.39089e-15	4.15838e-10	0.00302466	2.94588e-07	
0.00610331	0.00750699	-9.14648e-09	-9.5649e-15	4.73993e-10	-0.0117918	2.96268e-07	
0.00614084	0.00737543	-9.10318e-09	-9.51951e-15	4.71749e-10	-0.0104997	2.98119e-07	
0.00614084	0.00461445	-7.55589e-09	-7.90067e-15	3.91565e-10	0.0107002	2.97852e-07	
0.00619619	0.00457755	-7.58011e-09	-7.92585e-15	3.92819e-10	0.0113993	3.00597e-07	
0.00622387	0.004715	-7.67956e-09	-8.02983e-15	3.97973e-10	0.0105519	3.02013e-07	
0.00636225	0.00434367	-7.58372e-09	-7.92917e-15	3.93007e-10	0.0144427	3.08796e-07	
0.00638685	0.00302053	-6.86233e-09	-7.17437e-15	3.55623e-10	0.0247871	3.09647e-07	
0.00641761	0.00315069	-6.96019e-09	-7.27666e-15	3.60694e-10	0.0240187	3.11214e-07	
0.00641761	0.00505968	-8.02977e-09	-8.39567e-15	4.16122e-10	0.00936069	3.11754e-07	
0.00646644	0.00514939	-8.11963e-09	-8.48954e-15	4.20779e-10	0.00903876	3.1421e-07	
0.00649086	0.00512236	-8.12429e-09	-8.49434e-15	4.2102e-10	0.00942981	3.15445e-07	
0.00661296	0.00547532	-8.42102e-09	-8.8044e-15	4.36398e-10	0.00763682	3.21573e-07	
0.00663467	0.00611778	-8.79849e-09	-9.19925e-15	4.55959e-10	0.00286684	3.22606e-07	
0.0066618	0.00609814	-8.80949e-09	-9.21067e-15	4.56529e-10	0.00322144	3.23978e-07	
0.0066618	0.00521783	-8.31639e-09	-8.69479e-15	4.30975e-10	0.0099808	3.24064e-07	
0.0067121	0.00524441	-8.37207e-09	-8.75288e-15	4.33861e-10	0.0101546	3.266e-07	
0.00673726	0.00526865	-8.40605e-09	-8.78835e-15	4.35622e-10	0.0101575	3.2787e-07	
0.00686302	0.00531551	-8.53424e-09	-8.92204e-15	4.42265e-10	0.0107424	3.34209e-07	
0.00688538	0.00523559	-8.50747e-09	-8.89397e-15	4.40878e-10	0.0115241	3.35326e-07	
0.00691332	0.00526093	-8.54434e-09	-8.93244e-15	4.42789e-10	0.0115394	3.36736e-07	
0.00691332	0.00539494	-8.61959e-09	-9.01117e-15	4.46688e-10	0.0105104	3.36751e-07	
0.00698883	0.00544944	-8.71134e-09	-9.1069e-15	4.51443e-10	0.0106592	3.4056e-07	
0.00702658	0.00548571	-8.7623e-09	-9.16007e-15	4.54083e-10	0.0106642	3.42466e-07	
0.00721533	0.00560579	-8.98256e-09	-9.38982e-15	4.65498e-10	0.0111602	3.51984e-07	
0.00724889	0.00555435	-8.98077e-09	-9.38782e-15	4.65405e-10	0.0118073	3.53661e-07	
0.00729083	0.00559335	-9.03664e-09	-9.44611e-15	4.68301e-10	0.0118229	3.55779e-07	
0.00729083	0.00570388	-9.09883e-09	-9.51116e-15	4.71523e-10	0.0109742	3.55802e-07	
0.0074092	0.00580189	-9.24972e-09	-9.66857e-15	4.79343e-10	0.0111109	3.61775e-07	
0.00746838	0.00584124	-9.31979e-09	-9.74163e-15	4.82974e-10	0.0112533	3.64761e-07	
0.0077643	0.00610356	-9.70655e-09	-1.0145e-14	5.03017e-10	0.0114622	3.79697e-07	
0.00781691	0.00622804	-9.81857e-09	-1.0262e-14	5.08822e-10	0.0109016	3.82363e-07	
0.00788267	0.00627316	-9.89719e-09	-1.03439e-14	5.12896e-10	0.0110491	3.8568e-07	
0.00788267	0.00615495	-9.83148e-09	-1.02752e-14	5.09491e-10	0.0119568	3.85664e-07	
0.00806893	0.00629568	-1.00613e-08	-1.05148e-14	5.21403e-10	0.0122755	3.95061e-07	
0.00816206	0.00637776	-1.01829e-08	-1.06415e-14	5.27702e-10	0.0123449	3.99762e-07	
0.00862771	0.0067086	-1.07454e-08	-1.12276e-14	5.56853e-10	0.0133026	4.23253e-07	
0.0087105	0.00667293	-1.07917e-08	-1.12755e-14	5.5925e-10	0.0141984	4.27416e-07	
0.00881397	0.00676244	-1.09257e-08	-1.14151e-14	5.66197e-10	0.0142885	4.32638e-07	
0.00881397	0.00690591	-1.10073e-08	-1.15005e-14	5.70425e-10	0.0131868	4.3266e-07	
0.00910151	0.00713924	-1.1371e-08	-1.18794e-14	5.89275e-10	0.0135553	4.4717e-07	
0.00924528	0.00722362	-1.1535e-08	-1.20499e-14	5.97771e-10	0.0139874	4.54419e-07	
0.00996411	0.00786471	-1.24757e-08	-1.30291e-14	6.46523e-10	0.014465	4.90704e-07	
0.0100919	0.00823895	-1.27868e-08	-1.33536e-14	6.62643e-10	0.0125514	4.972e-07	
0.0102516	0.00833738	-1.29714e-08	-1.35455e-14	6.72211e-10	0.0129957	5.05255e-07	
0.0102516	0.00794215	-1.2753e-08	-1.3317e-14	6.6089e-10	0.0160305	5.05186e-07	
0.0106285	0.00821036	-1.32084e-08	-1.37905e-14	6.84494e-10	0.0168022	5.24198e-07	
0.010817	0.00848089	-1.35129e-08	-1.41073e-14	7.00274e-10	0.0161407	5.33717e-07	
0.0117592	0.00890723	-1.45128e-08	-1.5144e-14	7.52087e-10	0.0199451	5.81223e-07	
0.0119267	0.00788301	-1.407e-08	-1.46789e-14	7.2914e-10	0.0290678	5.89562e-07	
0.0121361	0.00816385	-1.4397e-08	-1.50186e-14	7.46086e-10	0.0284844	6.00137e-07	
0.0121361	0.00983426	-1.53391e-08	-1.60044e-14	7.94911e-10	0.0156583	6.00299e-07	
0.0125063	0.0102169	-1.5853e-08	-1.65377e-14	8.21541e-10	0.0155017	6.18989e-07	
0.0126915	0.00983741	-1.57909e-08	-1.64705e-14	8.18321e-10	0.0198065	6.28062e-07	
0.0136172	0.0118159	-1.76452e-08	-1.83983e-14	9.14419e-10	0.0115691	6.75275e-07	
0.0137817	0.0167705	-2.05461e-08	-2.14301e-14	1.06475e-09	-0.0252382	6.85863e-07	
0.0139874	0.0164315	-2.05229e-08	-2.14033e-14	1.06355e-09	-0.0210895	6.95983e-07	
0.0139874	0.00944177	-1.66183e-08	-1.73191e-14	8.612e-10	0.0325801	6.9265e-07	
0.0143023	0.00933569	-1.68135e-08	-1.75188e-14	8.71316e-10	0.0357599	7.08337e-07	
0.0144597	0.010843	-1.7785e-08	-1.8532e-14	9.21661e-10	0.0253688	7.15241e-07	
0.0152469	0.00778459	-1.67073e-08	-1.73915e-14	8.65811e-10	0.054766	7.56141e-07	
0.0153868	-0.00534133	-9.46753e-09	-9.81792e-15	4.90631e-10	0.156603	7.70993e-07	
0.0155617	-0.00389238	-1.04203e-08	-1.08108e-14	5.40007e-10	0.146792	7.788e-07	
0.0155617	0.0152142	-2.1123e-08	-2.20033e-14	1.09464e-09	8.36473e-05	7.67288e-07	
0.0142064	0.009368	-1.6754e-08	-1.7458e-14	8.68235e-10	0.0347914	7.0356e-07	
0.0143159	0.0104162	-1.74297e-08	-1.81627e-14	9.03248e-10	0.0275652	7.0836e-07	
0.0148633	0.00828932	-1.66804e-08	-1.73704e-14	8.64421e-10	0.0480087	7.36804e-07	
0.0149606	-0.000838784	-1.16458e-08	-1.21042e-14	6.03514e-10	0.118829	7.47132e-07	
0.0150823	0.00016886	-1.23085e-08	-1.27949e-14	6.37854e-10	0.112006	7.52561e-07	
0.0150823	0.0134561	-1.97514e-08	-2.05778e-14	1.02356e-09	0.00998122	7.44556e-07	
0.0140969	0.00940488	-1.66862e-08	-1.73885e-14	8.64718e-10	0.0336858	6.98105e-07	
0.0141517	0.009929	-1.7024e-08	-1.77409e-14	8.82225e-10	0.0300726	7.00505e-07	
0.0144254	0.00886555	-1.66495e-08	-1.73453e-14	8.62818e-10	0.0402944	7.14727e-07	
0.014474	0.00430149	-1.41323e-08	-1.47126e-14	7.32368e-10	0.0757046	7.19891e-07	
0.0145348	0.00480531	-1.44636e-08	-1.50581e-14	7.4954e-10	0.072293	7.22606e-07	
0.0145348	0.0114489	-1.81851e-08	-1.89491e-14	9.42394e-10	0.0212807	7.18603e-07	
0.0146443	0.0118943	-1.8523e-08	-1.93007e-14	9.59907e-10	0.0186832	7.23767e-07	
0.0146991	0.0116844	-1.84497e-08	-1.92231e-14	9.56106e-10	0.0207065	7.26758e-07	
0.0149728	0.0135723	-1.97281e-08	-2.05553e-14	1.02236e-09	0.00826627	7.38936e-07	
0.0150214	0.0173966	-2.1909e-08	-2.28347e-14	1.13538e-09	-0.0207326	7.37805e-07	
0.0150823	0.0172259	-2.18625e-08	-2.27852e-14	1.13297e-09	-0.0189653	7.41069e-07	
0.0150823	0.0119283	-1.88959e-08	-1.96834e-14	9.7923e-10	0.0217122	7.46075e-07	
0.0151807	0.011983	-1.9006e-08	-1.97968e-14	9.84935e-10	0.0220317	7.51043e-07	
0.0152299	0.0119969	-1.90536e-08	-1.98457e-14	9.87401e-10	0.0222945	7.53511e-07	
0.0154759	0.0121576	-1.9342e-08	-2.0143e-14	1.00235e-09	0.0229087	7.65959e-07	
0.0155196	0.0122944	-1.94532e-08	-2.02585e-14	1.00811e-09	0.0221866	7.68299e-07	
0.0155743	0.0123118	-1.95072e-08	-2.03139e-14	1.01091e-09	0.0224637	7.71043e-07	
0.0155743	0.0121474	-1.94161e-08	-2.02188e-14	1.00619e-09	0.023726	7.70852e-07	
0.0157514	0.0122243	-1.96023e-08	-2.04102e-14	1.01584e-09	0.0244661	7.7977e-07	
0.01584	0.0123442	-1.9741e-08	-2.05536e-14	1.02303e-09	0.0242109	7.84253e-07	
0.0162828	0.0123908	-2.01242e-08	-2.09457e-14	1.04288e-09	0.0271803	8.06507e-07	
0.0163616	0.0117424	-1.98235e-08	-2.06298e-14	1.0273e-09	0.0327498	8.10275e-07	
0.01646	0.0118639	-1.9971e-08	-2.0782e-14	1.03494e-09	0.0325567	8.15252e-07	
0.01646	0.0128609	-2.0531e-08	-2.13674e-14	1.06396e-09	0.0249009	8.15537e-07	
0.0166823	0.0130483	-2.08154e-08	-2.16602e-14	1.0787e-09	0.0251323	8.26758e-07	
0.0167935	0.0131294	-2.09507e-08	-2.17994e-14	1.08572e-09	0.0253454	8.32368e-07	
0.0173494	0.0136206	-2.16732e-08	-2.25425e-14	1.12316e-09	0.0257494	8.60421e-07	
0.0174483	0.0138103	-2.18559e-08	-2.27313e-14	1.13263e-09	0.0250354	8.65416e-07	
0.0175718	0.0139022	-2.20072e-08	-2.28866e-14	1.14047e-09	0.0252581	8.71649e-07	
0.0175718	0.0137467	-2.19246e-08	-2.28003e-14	1.13619e-09	0.0264515	8.71638e-07	
0.0179766	0.0140674	-2.24306e-08	-2.33199e-14	1.16241e-09	0.0270304	8.92064e-07	
0.018179	0.0142114	-2.2675e-08	-2.35701e-14	1.17507e-09	0.0274456	9.02273e-07	
0.019191	0.0150423	-2.39529e-08	-2.48794e-14	1.2413e-09	0.0286678	9.53343e-07	
0.0193709	0.0153221	-2.42474e-08	-2.51821e-14	1.25656e-09	0.0278709	9.62447e-07	
0.0195958	0.0154844	-2.45197e-08	-2.54603e-14	1.27067e-09	0.0283141	9.73792e-07	
0.0195958	0.0152839	-2.44172e-08	-2.53533e-14	1.26536e-09	0.0298541	9.73754e-07	
0.0202961	0.0158134	-2.52771e-08	-2.62318e-14	1.30992e-09	0.031049	1.00908e-06	
0.0206463	0.0161468	-2.57471e-08	-2.67112e-14	1.33428e-09	0.0311196	1.02676e-06	
0.022397	0.0173478	-2.78159e-08	-2.88115e-14	1.44149e-09	0.0350501	1.11506e-06	
0.0227083	0.0170079	-2.78508e-08	-2.88354e-14	1.4433e-09	0.0399975	1.13068e-06	
0.0230973	0.0173684	-2.83657e-08	-2.93578e-14	1.46998e-09	0.0401521	1.15032e-06	
0.0230973	0.0182087	-2.88701e-08	-2.98857e-14	1.49612e-09	0.0337004	1.15044e-06	
0.0240132	0.018981	-3.00357e-08	-3.10665e-14	1.55652e-09	0.0346507	1.19666e-06	
0.0244711	0.0190451	-3.04436e-08	-3.14709e-14	1.57766e-09	0.0375985	1.21969e-06	
0.0267607	0.0215523	-3.36518e-08	-3.47085e-14	1.74392e-09	0.0355475	1.33536e-06	
0.0271678	0.0245948	-3.56113e-08	-3.67331e-14	1.84546e-09	0.0152434	1.35653e-06	
0.0276766	0.0247127	-3.60864e-08	-3.7201e-14	1.87009e-09	0.0181609	1.38213e-06	
0.0276766	0.0207693	-3.3975e-08	-3.49948e-14	1.76067e-09	0.0484399	1.38121e-06	
0.0286219	0.021271	-3.50089e-08	-3.60199e-14	1.81425e-09	0.0516895	1.42884e-06	
0.0290946	0.0229464	-3.63286e-08	-3.73647e-14	1.88264e-09	0.0423757	1.45246e-06	
0.031458	0.0216504	-3.7452e-08	-3.83667e-14	1.94086e-09	0.0700811	1.57189e-06	
0.0318781	0.0099326	-3.11533e-08	-3.17535e-14	1.61444e-09	0.163211	1.5947e-06	
0.0324033	0.011588	-3.25001e-08	-3.31149e-14	1.68423e-09	0.154446	1.62097e-06	
0.0324033	0.0290321	-4.23646e-08	-4.34204e-14	2.19544e-09	0.0205031	1.61857e-06	
0.0284013	0.0211539	-3.47677e-08	-3.57807e-14	1.80175e-09	0.0509312	1.41773e-06	
0.0287637	0.0224384	-3.57799e-08	-3.68131e-14	1.8542e-09	0.0437907	1.43584e-06	
0.0305756	0.0214448	-3.66449e-08	-3.75921e-14	1.89903e-09	0.0650315	1.5274e-06	
0.0308978	0.0124611	-3.18171e-08	-3.25277e-14	1.64884e-09	0.136432	1.54489e-06	
0.0313004	0.0137303	-3.28506e-08	-3.35748e-14	1.7024e-09	0.129712	1.56503e-06	
0.0313004	0.0271041	-4.04134e-08	-4.14716e-14	2.09432e-09	0.0270216	1.56319e-06	
0.0320252	0.0284596	-4.17469e-08	-4.28074e-14	2.16343e-09	0.0220586	1.59957e-06	
0.0323876	0.0252452	-4.02479e-08	-4.1219e-14	2.08574e-09	0.0494622	1.61353e-06	
0.0341995	0.0356012	-4.74453e-08	-4.85839e-14	2.45873e-09	-0.0164437	1.71206e-06	
0.0345216	0.068827	-6.61733e-08	-6.80841e-14	3.42926e-09	-0.269145	1.76372e-06	
0.0349242	0.0658188	-6.48175e-08	-6.66498e-14	3.359e-09	-0.243022	1.77984e-06	
0.0349242	0.0181598	-3.83209e-08	-3.90189e-14	1.98588e-09	0.122923	1.728e-06	
0.0318479	0.0281281	-4.14208e-08	-4.24806e-14	2.14653e-09	0.0232724	1.59067e-06	
0.0321217	0.0256998	-4.02887e-08	-4.12816e-14	2.08786e-09	0.0439739	1.60122e-06	
0.0334905	0.0335231	-4.57279e-08	-4.68466e-14	2.36973e-09	-0.00581341	1.67565e-06	
0.0337338	0.0586229	-5.98766e-08	-6.1572e-14	3.10295e-09	-0.196712	1.71468e-06	
0.034038	0.0563504	-5.88537e-08	-6.04882e-14	3.04994e-09	-0.176977	1.72685e-06	
