t	theta1	theta2	psi	y	z	dtheta1	dtheta2	dpsi	ddtheta1	ddtheta2	ddpsi	Fsb12	Fsb13	Fb1b22	Fb1b23	Fb2d2	Fb2d3	Fsd3	
14.42	4.01122	-0.282237	0.531491	1.57335	-0.459929	0.130322	-0.091338	0.451003	3.81864	-0.0161453	-10.5466	0	0	0	0	0	0	0	
14.42	4.01122	-0.282237	0.531491	1.57335	-0.45993	0.130354	-0.0913544	0.451027	3.81862	-0.0161455	-10.5465	0	0	0	0	0	0	0	
14.422	4.01148	-0.282419	0.532393	1.57327	-0.459971	0.137991	-0.0913867	0.429934	3.81159	-0.0182309	-10.5406	0	0	0	0	0	0	0	
14.423	4.01163	-0.282511	0.532796	1.57325	-0.459986	0.141794	-0.0914076	0.419401	3.80735	-0.0188597	-10.5381	0	0	0	0	0	0	0	
14.428	4.01238	-0.282968	0.534762	1.57313	-0.460051	0.160764	-0.0915022	0.366732	3.78474	-0.0209449	-10.5259	0	0	0	0	0	0	0	
14.4289	4.01253	-0.28305	0.535084	1.57311	-0.460059	0.164103	-0.0915088	0.357358	3.78025	-0.0209997	-10.5241	0	0	0	0	0	0	0	
14.43	4.01271	-0.283152	0.535475	1.5731	-0.460067	0.168303	-0.0915334	0.345668	3.77438	-0.0209259	-10.5217	0	0	0	0	0	0	0	
14.43	4.01271	-0.283151	0.535474	1.57309	-0.460068	0.168334	-0.0915499	0.345694	3.77435	-0.0209199	-10.5217	0	0	0	0	0	0	0	
14.432	4.01305	-0.283334	0.536165	1.57307	-0.460082	0.175883	-0.0915918	0.32465	3.76349	-0.020561	-10.5175	0	0	0	0	0	0	0	
14.433	4.01323	-0.283426	0.536464	1.57307	-0.460083	0.179633	-0.0916119	0.314138	3.75735	-0.0199681	-10.516	0	0	0	0	0	0	0	
14.438	4.01418	-0.283884	0.537903	1.57308	-0.460079	0.19833	-0.0916969	0.261568	3.72526	-0.0159429	-10.5084	0	0	0	0	0	0	0	
14.4389	4.01435	-0.283966	0.538132	1.57308	-0.460074	0.201616	-0.0916985	0.252209	3.7191	-0.0149159	-10.5073	0	0	0	0	0	0	0	
14.44	4.01458	-0.284068	0.538406	1.5731	-0.460067	0.205746	-0.0917155	0.240537	3.71115	-0.0134847	-10.506	0	0	0	0	0	0	0	
14.44	4.01458	-0.284068	0.538405	1.5731	-0.460068	0.205777	-0.0917321	0.240563	3.7111	-0.0134729	-10.5059	0	0	0	0	0	0	0	
14.442	4.01499	-0.284251	0.538886	1.57312	-0.460054	0.2132	-0.091759	0.219551	3.69649	-0.0106717	-10.5037	0	0	0	0	0	0	0	
14.443	4.01522	-0.284343	0.53908	1.57315	-0.46004	0.216878	-0.0917662	0.209051	3.68849	-0.00886193	-10.503	0	0	0	0	0	0	0	
14.448	4.01635	-0.284802	0.539994	1.57328	-0.459966	0.235208	-0.0917805	0.156534	3.64717	0.00123722	-10.5001	0	0	0	0	0	0	0	
14.4489	4.01656	-0.284883	0.540129	1.57331	-0.459949	0.238424	-0.0917665	0.147181	3.63939	0.00333656	-10.4998	0	0	0	0	0	0	0	
14.45	4.01682	-0.284985	0.540286	1.57335	-0.459926	0.242464	-0.0917625	0.135517	3.62941	0.00611148	-10.4996	0	0	0	0	0	0	0	
14.45	4.01682	-0.284985	0.540286	1.57335	-0.459926	0.242495	-0.0917789	0.135544	3.62935	0.00612854	-10.4995	0	0	0	0	0	0	0	
14.452	4.01731	-0.285169	0.540557	1.57343	-0.459884	0.249753	-0.0917666	0.114545	3.6111	0.0113445	-10.4991	0	0	0	0	0	0	0	
14.453	4.01757	-0.285261	0.540645	1.57348	-0.459856	0.253342	-0.0917487	0.104046	3.60131	0.0143542	-10.4994	0	0	0	0	0	0	0	
14.458	4.01888	-0.285719	0.541034	1.57375	-0.459711	0.271214	-0.0916321	0.0515357	3.5511	0.0304295	-10.5011	0	0	0	0	0	0	0	
14.4589	4.01912	-0.2858	0.541076	1.5738	-0.459682	0.274344	-0.0915919	0.0421813	3.54176	0.0335811	-10.5017	0	0	0	0	0	0	0	
14.46	4.01943	-0.285902	0.541116	1.57387	-0.459643	0.278275	-0.0915535	0.0305145	3.52984	0.0376728	-10.5025	0	0	0	0	0	0	0	
14.46	4.01943	-0.285902	0.541116	1.57387	-0.459643	0.278305	-0.0915696	0.0305415	3.52977	0.0376946	-10.5025	0	0	0	0	0	0	0	
14.462	4.01999	-0.286086	0.541177	1.574	-0.459572	0.285364	-0.0914942	0.00953655	3.50805	0.0452744	-10.5039	0	0	0	0	0	0	0	
14.463	4.02028	-0.286177	0.54116	1.57408	-0.459531	0.288845	-0.0914395	-0.000969209	3.49654	0.0494555	-10.5052	0	0	0	0	0	0	0	
14.468	4.02177	-0.286633	0.541024	1.57447	-0.459315	0.306173	-0.0911329	-0.0535201	3.43787	0.0713522	-10.5116	0	0	0	0	0	0	0	
14.4689	4.02204	-0.286714	0.540972	1.57455	-0.459273	0.309203	-0.0910561	-0.0628842	3.42707	0.0755259	-10.5129	0	0	0	0	0	0	0	
14.47	4.02238	-0.286815	0.540896	1.57465	-0.459218	0.313005	-0.0909704	-0.0745641	3.4133	0.0808952	-10.5148	0	0	0	0	0	0	0	
14.47	4.02239	-0.286816	0.540896	1.57465	-0.459218	0.313034	-0.0909861	-0.0745369	3.41323	0.0809215	-10.5147	0	0	0	0	0	0	0	
14.472	4.02301	-0.286998	0.540747	1.57483	-0.459119	0.31986	-0.0908242	-0.0955664	3.38822	0.0907921	-10.5181	0	0	0	0	0	0	0	
14.473	4.02334	-0.287088	0.540625	1.57493	-0.459063	0.323217	-0.0907211	-0.106089	3.3751	0.0961053	-10.5202	0	0	0	0	0	0	0	
14.478	4.025	-0.28754	0.539963	1.57546	-0.458777	0.339918	-0.0901673	-0.158726	3.30849	0.123616	-10.5312	0	0	0	0	0	0	0	
14.4789	4.0253	-0.287619	0.539818	1.57556	-0.458723	0.342833	-0.090044	-0.168108	3.29631	0.128772	-10.5334	0	0	0	0	0	0	0	
14.48	4.02568	-0.28772	0.539624	1.57568	-0.458653	0.346489	-0.0898984	-0.179811	3.28083	0.135368	-10.5362	0	0	0	0	0	0	0	
14.48	4.02569	-0.287721	0.539625	1.57569	-0.458653	0.346516	-0.0899137	-0.179784	3.28075	0.135398	-10.5362	0	0	0	0	0	0	0	
14.482	4.02638	-0.2879	0.539265	1.57592	-0.458526	0.353078	-0.0896429	-0.200856	3.25267	0.147466	-10.5413	0	0	0	0	0	0	0	
14.483	4.02674	-0.28799	0.539038	1.57605	-0.458456	0.356295	-0.0894803	-0.211404	3.23806	0.153862	-10.5444	0	0	0	0	0	0	0	
14.488	4.02856	-0.288435	0.537849	1.5767	-0.458101	0.372293	-0.0886245	-0.264174	3.16411	0.186728	-10.5598	0	0	0	0	0	0	0	
14.4889	4.02889	-0.288512	0.53761	1.57682	-0.458035	0.37508	-0.0884451	-0.273582	3.15066	0.192819	-10.5628	0	0	0	0	0	0	0	
14.49	4.02931	-0.288611	0.537299	1.57697	-0.457949	0.378573	-0.0882276	-0.285318	3.1336	0.200581	-10.5666	0	0	0	0	0	0	0	
14.49	4.02931	-0.288612	0.5373	1.57697	-0.457949	0.378599	-0.0882423	-0.285291	3.13351	0.200615	-10.5666	0	0	0	0	0	0	0	
14.492	4.03007	-0.288788	0.536729	1.57726	-0.457794	0.384866	-0.0878411	-0.306424	3.10262	0.214767	-10.5735	0	0	0	0	0	0	0	
14.493	4.03046	-0.288876	0.536396	1.57741	-0.457711	0.38793	-0.0876086	-0.317006	3.08665	0.222186	-10.5775	0	0	0	0	0	0	0	
14.498	4.03244	-0.28931	0.534679	1.57818	-0.457288	0.403154	-0.0863988	-0.369952	3.00601	0.260102	-10.5972	0	0	0	0	0	0	0	
14.4989	4.0328	-0.289386	0.534345	1.57833	-0.45721	0.405802	-0.0861542	-0.379393	2.99141	0.267071	-10.6009	0	0	0	0	0	0	0	
14.5	4.03325	-0.289482	0.533917	1.57851	-0.45711	0.409117	-0.0858535	-0.391172	2.97293	0.275926	-10.6056	0	0	0	0	0	0	0	
14.5	4.03325	-0.289483	0.533918	1.57851	-0.457109	0.409142	-0.0858676	-0.391145	2.97283	0.275963	-10.6057	0	0	0	0	0	0	0	
14.502	4.03407	-0.289655	0.533135	1.57884	-0.456928	0.415087	-0.0853157	-0.412357	2.9394	0.292068	-10.6142	0	0	0	0	0	0	0	
14.503	4.03449	-0.289739	0.532697	1.57902	-0.456831	0.417985	-0.0850035	-0.422982	2.92221	0.300443	-10.619	0	0	0	0	0	0	0	
14.508	4.03662	-0.29016	0.530449	1.57991	-0.456343	0.432372	-0.0833907	-0.476145	2.83559	0.343057	-10.6428	0	0	0	0	0	0	0	
14.5089	4.037	-0.290233	0.53002	1.58008	-0.456253	0.434869	-0.0830726	-0.485626	2.81998	0.35084	-10.6472	0	0	0	0	0	0	0	
14.51	4.03749	-0.290325	0.529474	1.58029	-0.456138	0.437993	-0.0826782	-0.497458	2.80023	0.360706	-10.6529	0	0	0	0	0	0	0	
14.51	4.03749	-0.290327	0.529475	1.58029	-0.456138	0.438016	-0.0826916	-0.497432	2.80013	0.360746	-10.6529	0	0	0	0	0	0	0	
14.512	4.03837	-0.290492	0.52848	1.58067	-0.45593	0.443616	-0.0819701	-0.518737	2.76446	0.378653	-10.6631	0	0	0	0	0	0	0	
14.513	4.03882	-0.290573	0.527935	1.58087	-0.455821	0.446336	-0.0815691	-0.529413	2.7462	0.387906	-10.6686	0	0	0	0	0	0	0	
14.518	4.04108	-0.290975	0.525154	1.58188	-0.455269	0.459831	-0.0795085	-0.582834	2.65438	0.434822	-10.6963	0	0	0	0	0	0	0	
14.5189	4.04149	-0.291044	0.524631	1.58206	-0.455168	0.462167	-0.079109	-0.592363	2.63788	0.443345	-10.7013	0	0	0	0	0	0	0	
14.52	4.042	-0.291132	0.523966	1.5823	-0.45504	0.465088	-0.0786112	-0.604255	2.61705	0.45413	-10.7078	0	0	0	0	0	0	0	
14.52	4.04201	-0.291134	0.523967	1.5823	-0.455039	0.465109	-0.0786238	-0.604229	2.61694	0.454174	-10.7079	0	0	0	0	0	0	0	
14.522	4.04294	-0.291291	0.522759	1.58273	-0.454807	0.470343	-0.0777155	-0.625645	2.57935	0.473715	-10.7195	0	0	0	0	0	0	0	
14.523	4.04341	-0.291368	0.522107	1.58295	-0.454685	0.472875	-0.0772173	-0.636379	2.56017	0.483759	-10.7258	0	0	0	0	0	0	0	
14.528	4.04581	-0.291747	0.51879	1.58407	-0.454073	0.48543	-0.0746681	-0.690094	2.46396	0.534535	-10.757	0	0	0	0	0	0	0	
14.5289	4.04624	-0.291811	0.518171	1.58427	-0.453962	0.487598	-0.0741802	-0.699677	2.44672	0.543718	-10.7626	0	0	0	0	0	0	0	
14.53	4.04678	-0.291894	0.517388	1.58453	-0.45382	0.490306	-0.0735704	-0.711638	2.42499	0.55532	-10.7699	0	0	0	0	0	0	0	
14.53	4.04679	-0.291896	0.517389	1.58453	-0.453819	0.490325	-0.0735822	-0.711613	2.42487	0.555366	-10.77	0	0	0	0	0	0	0	
14.532	4.04777	-0.292043	0.515965	1.585	-0.453563	0.495175	-0.0724715	-0.733153	2.38569	0.576356	-10.783	0	0	0	0	0	0	0	
14.533	4.04827	-0.292114	0.515205	1.58524	-0.453431	0.497511	-0.0718689	-0.743952	2.36577	0.587096	-10.7899	0	0	0	0	0	0	0	
14.538	4.05078	-0.292465	0.51135	1.58647	-0.452761	0.509085	-0.0687947	-0.797996	2.26599	0.641244	-10.8243	0	0	0	0	0	0	0	
14.5389	4.05123	-0.292524	0.510636	1.58669	-0.452641	0.511079	-0.0682124	-0.807637	2.24818	0.650997	-10.8305	0	0	0	0	0	0	0	
14.54	4.0518	-0.2926	0.509732	1.58697	-0.452487	0.513565	-0.067483	-0.819674	2.22572	0.663303	-10.8385	0	0	0	0	0	0	0	
14.54	4.05181	-0.292602	0.509733	1.58698	-0.452485	0.513583	-0.0674939	-0.819651	2.22561	0.663353	-10.8386	0	0	0	0	0	0	0	
14.542	4.05283	-0.292737	0.508094	1.58748	-0.452208	0.518034	-0.0661672	-0.841328	2.18518	0.685585	-10.8528	0	0	0	0	0	0	0	
14.543	4.05336	-0.292802	0.507225	1.58775	-0.452064	0.520168	-0.0654538	-0.852198	2.16468	0.696917	-10.8604	0	0	0	0	0	0	0	
14.548	4.05598	-0.293119	0.502828	1.58907	-0.451342	0.530731	-0.0618236	-0.906601	2.06222	0.753901	-10.8977	0	0	0	0	0	0	0	
14.5489	4.05645	-0.293172	0.502017	1.5893	-0.451213	0.532544	-0.0611417	-0.916307	2.04397	0.764126	-10.9044	0	0	0	0	0	0	0	
14.55	4.05705	-0.29324	0.500992	1.58961	-0.451048	0.534803	-0.0602861	-0.928427	2.021	0.777013	-10.913	0	0	0	0	0	0	0	
14.55	4.05705	-0.293242	0.500993	1.58961	-0.451046	0.534819	-0.0602961	-0.928404	2.02088	0.777066	-10.9131	0	0	0	0	0	0	0	
14.552	4.05812	-0.293363	0.499137	1.59016	-0.450748	0.538861	-0.0587419	-0.95023	1.97955	0.800317	-10.9284	0	0	0	0	0	0	0	
14.553	4.05866	-0.293419	0.498159	1.59044	-0.450595	0.540788	-0.0579126	-0.961178	1.95866	0.812126	-10.9365	0	0	0	0	0	0	0	
14.558	4.06139	-0.293698	0.493216	1.59184	-0.449825	0.550316	-0.053701	-1.01597	1.8544	0.871359	-10.9764	0	0	0	0	0	0	0	
14.5589	4.06188	-0.293743	0.492307	1.5921	-0.449687	0.551947	-0.0529153	-1.02574	1.83588	0.88195	-10.9835	0	0	0	0	0	0	0	
14.56	4.06249	-0.293802	0.491161	1.59242	-0.449512	0.553974	-0.0519284	-1.03795	1.81258	0.895283	-10.9926	0	0	0	0	0	0	0	
14.56	4.0625	-0.293804	0.491162	1.59242	-0.44951	0.553988	-0.0519373	-1.03793	1.81246	0.895339	-10.9928	0	0	0	0	0	0	0	
14.562	4.0636	-0.293908	0.489086	1.593	-0.449194	0.557613	-0.0501467	-1.05992	1.77059	0.919363	-11.0091	0	0	0	0	0	0	0	
14.563	4.06417	-0.293956	0.487999	1.5933	-0.449032	0.559331	-0.0491973	-1.07094	1.74948	0.931524	-11.0176	0	0	0	0	0	0	0	
14.568	4.06698	-0.294189	0.482506	1.59478	-0.44822	0.567811	-0.044385	-1.12614	1.64432	0.992368	-11.0598	0	0	0	0	0	0	0	
14.5689	4.06748	-0.294226	0.481499	1.59505	-0.448075	0.569256	-0.0434923	-1.13599	1.62569	1.00321	-11.0673	0	0	0	0	0	0	0	
14.57	4.06812	-0.294274	0.48023	1.59539	-0.447891	0.57105	-0.0423705	-1.14829	1.60228	1.01684	-11.0769	0	0	0	0	0	0	0	
14.57	4.06812	-0.294277	0.480232	1.59539	-0.447888	0.571062	-0.0423783	-1.14828	1.60216	1.0169	-11.0771	0	0	0	0	0	0	0	
14.572	4.06927	-0.294361	0.477935	1.596	-0.447556	0.574266	-0.0403445	-1.17043	1.56011	1.04143	-11.0942	0	0	0	0	0	0	0	
14.573	4.06984	-0.294399	0.476737	1.59631	-0.447387	0.575774	-0.0392724	-1.18155	1.53897	1.0538	-11.1031	0	0	0	0	0	0	0	
14.578	4.07274	-0.294581	0.47069	1.59786	-0.446538	0.583202	-0.0338467	-1.23718	1.43382	1.11556	-11.1473	0	0	0	0	0	0	0	
14.5789	4.07326	-0.294609	0.469585	1.59814	-0.446388	0.584461	-0.0328453	-1.2471	1.41523	1.12652	-11.1551	0	0	0	0	0	0	0	
14.58	4.07391	-0.294645	0.468192	1.59849	-0.446196	0.586021	-0.0315863	-1.2595	1.3919	1.14029	-11.1651	0	0	0	0	0	0	0	
14.58	4.07391	-0.294648	0.468194	1.59849	-0.446193	0.586031	-0.031593	-1.25948	1.39178	1.14036	-11.1653	0	0	0	0	0	0	0	
14.582	4.07508	-0.294711	0.465675	1.59912	-0.445848	0.588814	-0.0293123	-1.28181	1.34992	1.1651	-11.1832	0	0	0	0	0	0	0	
14.583	4.07567	-0.294737	0.464365	1.59945	-0.445673	0.590112	-0.0281163	-1.29302	1.32892	1.17755	-11.1925	0	0	0	0	0	0	0	
14.588	4.07864	-0.294862	0.457759	1.60105	-0.444795	0.596493	-0.0220717	-1.3491	1.22469	1.23946	-11.2383	0	0	0	0	0	0	0	
14.5889	4.07917	-0.294879	0.456554	1.60134	-0.44464	0.597568	-0.0209611	-1.35911	1.20632	1.2504	-11.2464	0	0	0	0	0	0	0	
14.59	4.07983	-0.294902	0.455037	1.6017	-0.444442	0.598896	-0.0195644	-1.37161	1.18327	1.26414	-11.2567	0	0	0	0	0	0	0	
14.59	4.07984	-0.294904	0.455039	1.6017	-0.444439	0.598903	-0.0195699	-1.37159	1.18315	1.26421	-11.257	0	0	0	0	0	0	0	
14.592	4.08103	-0.294944	0.452296	1.60235	-0.444083	0.601269	-0.0170414	-1.39411	1.14184	1.28885	-11.2756	0	0	0	0	0	0	0	
14.593	4.08164	-0.294957	0.450874	1.60268	-0.443903	0.60236	-0.0157218	-1.40541	1.12117	1.3012	-11.2851	0	0	0	0	0	0	0	
14.598	4.08466	-0.295019	0.443705	1.60433	-0.443004	0.607707	-0.00906095	-1.46195	1.01876	1.36244	-11.3324	0	0	0	0	0	0	0	
14.5989	4.0852	-0.295024	0.442399	1.60462	-0.442846	0.6086	-0.00784202	-1.47204	1.00075	1.37322	-11.3407	0	0	0	0	0	0	0	
14.6	4.08588	-0.295032	0.440757	1.60499	-0.442644	0.6097	-0.00630881	-1.48465	0.978186	1.38673	-11.3514	0	0	0	0	0	0	0	
14.6	4.08588	-0.295035	0.440759	1.605	-0.442641	0.609706	-0.00631304	-1.48463	0.978068	1.3868	-11.3517	0	0	0	0	0	0	0	
14.602	4.0871	-0.295048	0.43779	1.60566	-0.442278	0.611662	-0.00353944	-1.50734	0.937662	1.411	-11.3709	0	0	0	0	0	0	0	
14.603	4.08772	-0.295048	0.436254	1.60599	-0.442095	0.612549	-0.0020982	-1.51873	0.9175	1.42308	-11.3807	0	0	0	0	0	0	0	
14.608	4.09079	-0.295039	0.428517	1.60766	-0.441183	0.616885	0.00516782	-1.57576	0.817795	1.48275	-11.4294	0	0	0	0	0	0	0	
14.6089	4.09133	-0.295032	0.42711	1.60796	-0.441023	0.617601	0.00649257	-1.58593	0.800317	1.4932	-11.4379	0	0	0	0	0	0	0	
14.61	4.09202	-0.295024	0.425341	1.60833	-0.44082	0.618479	0.00815898	-1.59865	0.77843	1.50628	-11.4489	0	0	0	0	0	0	0	
14.61	4.09202	-0.295027	0.425343	1.60834	-0.440816	0.618482	0.00815607	-1.59864	0.778314	1.50636	-11.4493	0	0	0	0	0	0	0	
14.612	4.09326	-0.29501	0.422146	1.60901	-0.440449	0.620039	0.0111688	-1.62153	0.739167	1.52973	-11.4691	0	0	0	0	0	0	0	
14.613	4.09388	-0.294995	0.420496	1.60934	-0.440266	0.620729	0.0127277	-1.63303	0.719685	1.54135	-11.4791	0	0	0	0	0	0	0	
14.618	4.09699	-0.294911	0.412186	1.61102	-0.439351	0.624086	0.0205784	-1.69055	0.623552	1.59848	-11.5292	0	0	0	0	0	0	0	
14.6189	4.09755	-0.294891	0.410678	1.61131	-0.439191	0.624631	0.0220048	-1.70081	0.606752	1.60842	-11.5379	0	0	0	0	0	0	0	
14.62	4.09824	-0.294865	0.408781	1.61168	-0.438988	0.625293	0.023799	-1.71363	0.585733	1.62084	-11.5492	0	0	0	0	0	0	0	
14.62	4.09824	-0.294868	0.408783	1.61169	-0.438983	0.625295	0.0237975	-1.71363	0.58562	1.62093	-11.5496	0	0	0	0	0	0	0	
14.622	4.0995	-0.29482	0.405356	1.61236	-0.438618	0.626467	0.0270393	-1.73673	0.548072	1.64307	-11.57	0	0	0	0	0	0	0	
14.623	4.10012	-0.294789	0.40359	1.61269	-0.438435	0.626968	0.0287101	-1.74832	0.529438	1.65401	-11.5803	0	0	0	0	0	0	0	
14.628	4.10326	-0.294624	0.394703	1.61435	-0.437528	0.629385	0.0371148	-1.80635	0.437713	1.70754	-11.6318	0	0	0	0	0	0	0	
14.6289	4.10382	-0.294588	0.393091	1.61464	-0.437371	0.629766	0.0386368	-1.8167	0.421737	1.71677	-11.6408	0	0	0	0	0	0	0	
14.63	4.10452	-0.294545	0.391065	1.61501	-0.43717	0.630223	0.040551	-1.82964	0.40177	1.7283	-11.6525	0	0	0	0	0	0	0	
14.63	4.10452	-0.294547	0.391067	1.61502	-0.437165	0.630224	0.0405509	-1.82964	0.401659	1.72839	-11.6529	0	0	0	0	0	0	0	
14.632	4.10578	-0.294466	0.387408	1.61568	-0.436804	0.631027	0.0440077	-1.85294	0.366038	1.74885	-11.674	0	0	0	0	0	0	0	
14.633	4.10642	-0.294418	0.385526	1.61601	-0.436626	0.631349	0.0457821	-1.86464	0.348412	1.75891	-11.6846	0	0	0	0	0	0	0	
14.638	4.10958	-0.294166	0.376056	1.61763	-0.435738	0.632874	0.0546991	-1.9232	0.261889	1.80767	-11.7379	0	0	0	0	0	0	0	
14.6389	4.11014	-0.294115	0.37434	1.61791	-0.435585	0.633101	0.0563086	-1.93364	0.246875	1.81599	-11.7471	0	0	0	0	0	0	0	
14.64	4.11084	-0.294051	0.372184	1.61827	-0.435389	0.633364	0.0583325	-1.9467	0.228131	1.82635	-11.7592	0	0	0	0	0	0	0	
14.64	4.11084	-0.294053	0.372187	1.61828	-0.435384	0.633363	0.058334	-1.9467	0.228024	1.82645	-11.7597	0	0	0	0	0	0	0	
14.642	4.11211	-0.293937	0.368293	1.61892	-0.435033	0.633819	0.0619869	-1.97022	0.194637	1.84475	-11.7816	0	0	0	0	0	0	0	
14.643	4.11274	-0.29387	0.366294	1.61924	-0.434861	0.633972	0.0638545	-1.98203	0.17817	1.85366	-11.7925	0	0	0	0	0	0	0	
14.648	4.11591	-0.293527	0.356235	1.6208	-0.434006	0.634661	0.0732299	-2.04113	0.0975924	1.89639	-11.848	0	0	0	0	0	0	0	
14.6489	4.11648	-0.293459	0.354414	1.62107	-0.43386	0.634744	0.0749165	-2.05166	0.0836703	1.90356	-11.8576	0	0	0	0	0	0	0	
14.65	4.11718	-0.293375	0.352128	1.62141	-0.433673	0.634826	0.0770371	-2.06484	0.0663096	1.91247	-11.8702	0	0	0	0	0	0	0	
14.65	4.11719	-0.293377	0.35213	1.62142	-0.433667	0.634824	0.0770401	-2.06485	0.0662057	1.91257	-11.8707	0	0	0	0	0	0	0	
14.652	4.11846	-0.293223	0.348	1.62204	-0.433332	0.634956	0.0808653	-2.08859	0.0353397	1.92818	-11.8937	0	0	0	0	0	0	0	
14.653	4.11909	-0.293138	0.345882	1.62233	-0.433168	0.634953	0.082813	-2.10051	0.0201708	1.93568	-11.9051	0	0	0	0	0	0	0	
14.658	4.12226	-0.292698	0.335229	1.62381	-0.432361	0.634869	0.0925796	-2.16018	-0.0537813	1.971	-11.9632	0	0	0	0	0	0	0	
14.6589	4.12283	-0.292614	0.333303	1.62406	-0.432224	0.634818	0.0943308	-2.17081	-0.0664948	1.97677	-11.9733	0	0	0	0	0	0	0	
14.66	4.12353	-0.292508	0.330884	1.62438	-0.432049	0.634735	0.0965319	-2.18412	-0.082327	1.9839	-11.9866	0	0	0	0	0	0	0	
14.66	4.12353	-0.29251	0.330886	1.6244	-0.432042	0.634731	0.0965365	-2.18413	-0.0824269	1.98402	-11.9872	0	0	0	0	0	0	0	
14.662	4.1248	-0.292317	0.326518	1.62497	-0.431729	0.634566	0.100505	-2.2081	-0.110514	1.99635	-12.0114	0	0	0	0	0	0	0	
14.663	4.12544	-0.292211	0.32428	1.62525	-0.431577	0.634421	0.102516	-2.22015	-0.124261	2.00214	-12.0234	0	0	0	0	0	0	0	
14.668	4.12861	-0.291673	0.313027	1.62661	-0.430833	0.633633	0.112593	-2.28041	-0.190981	2.02854	-12.085	0	0	0	0	0	0	0	
14.6689	4.12917	-0.291571	0.310994	1.62684	-0.430709	0.633462	0.114393	-2.29115	-0.202383	2.03263	-12.0957	0	0	0	0	0	0	0	
14.67	4.12987	-0.291443	0.308441	1.62713	-0.430548	0.633228	0.116655	-2.3046	-0.216559	2.03763	-12.1098	0	0	0	0	0	0	0	
14.67	4.12988	-0.291444	0.308443	1.62714	-0.430541	0.633223	0.116661	-2.30461	-0.216655	2.03775	-12.1105	0	0	0	0	0	0	0	
14.672	4.13114	-0.291211	0.303834	1.62767	-0.430256	0.63279	0.120737	-2.32883	-0.241738	2.04618	-12.1363	0	0	0	0	0	0	0	
14.673	4.13177	-0.291085	0.301475	1.62791	-0.43012	0.632517	0.122794	-2.341	-0.253955	2.04994	-12.1491	0	0	0	0	0	0	0	
14.678	4.13493	-0.290445	0.289617	1.62913	-0.429456	0.6311	0.133082	-2.4019	-0.312926	2.06572	-12.215	0	0	0	0	0	0	0	
14.6789	4.13549	-0.290325	0.287475	1.62933	-0.429347	0.630822	0.134914	-2.41275	-0.322928	2.06783	-12.2265	0	0	0	0	0	0	0	
14.68	4.13619	-0.290174	0.284787	1.62959	-0.429207	0.630456	0.137214	-2.42635	-0.335342	2.07032	-12.2417	0	0	0	0	0	0	0	
14.68	4.13619	-0.290175	0.284789	1.6296	-0.429199	0.63045	0.137222	-2.42637	-0.335433	2.07045	-12.2425	0	0	0	0	0	0	0	
14.682	4.13746	-0.289901	0.279937	1.63006	-0.428949	0.629779	0.141362	-2.45085	-0.357324	2.07425	-12.2704	0	0	0	0	0	0	0	
14.683	4.13808	-0.289754	0.277455	1.63027	-0.428833	0.629394	0.143441	-2.46316	-0.367924	2.07562	-12.2841	0	0	0	0	0	0	0	
14.688	4.14123	-0.289011	0.264985	1.63131	-0.428267	0.627428	0.153827	-2.52475	-0.418728	2.07895	-12.3554	0	0	0	0	0	0	0	
14.6889	4.14178	-0.288873	0.262733	1.63147	-0.428178	0.627057	0.155668	-2.53572	-0.427263	2.07873	-12.3679	0	0	0	0	0	0	0	
14.69	4.14248	-0.288699	0.259908	1.63168	-0.428061	0.626576	0.157978	-2.54947	-0.437832	2.07828	-12.3844	0	0	0	0	0	0	0	
14.69	4.14248	-0.288699	0.259911	1.6317	-0.428053	0.626569	0.157988	-2.5495	-0.437918	2.07842	-12.3852	0	0	0	0	0	0	0	
14.692	4.14373	-0.288383	0.254812	1.63208	-0.427846	0.625693	0.162145	-2.57427	-0.456472	2.07682	-12.4156	0	0	0	0	0	0	0	
14.693	4.14436	-0.288216	0.252207	1.63225	-0.427753	0.625213	0.16422	-2.58672	-0.46539	2.07539	-12.4305	0	0	0	0	0	0	0	
14.698	4.14748	-0.287369	0.239117	1.63306	-0.427307	0.622781	0.174568	-2.64906	-0.507725	2.06419	-12.5084	0	0	0	0	0	0	0	
14.6989	4.14803	-0.287213	0.236755	1.63318	-0.427241	0.622332	0.176393	-2.66016	-0.514746	2.06127	-12.522	0	0	0	0	0	0	0	
14.7	4.14872	-0.287016	0.233791	1.63335	-0.427152	0.621755	0.178682	-2.67408	-0.523413	2.05739	-12.5401	0	0	0	0	0	0	0	
14.7	4.14872	-0.287016	0.233795	1.63336	-0.427143	0.621748	0.178694	-2.67412	-0.523495	2.05755	-12.541	0	0	0	0	0	0	0	
14.702	4.14997	-0.286658	0.228446	1.63365	-0.426988	0.620701	0.182809	-2.6992	-0.538615	2.04965	-12.5744	0	0	0	0	0	0	0	
14.703	4.15059	-0.28647	0.225716	1.63377	-0.426923	0.620143	0.184849	-2.71182	-0.545812	2.04499	-12.5907	0	0	0	0	0	0	0	
14.708	4.15368	-0.285521	0.211998	1.63432	-0.42662	0.617331	0.195002	-2.77497	-0.579505	2.01694	-12.6763	0	0	0	0	0	0	0	
14.7089	4.15423	-0.285347	0.209523	1.63439	-0.426581	0.616818	0.196783	-2.78621	-0.584989	2.01088	-12.6913	0	0	0	0	0	0	0	
