t	x	theta	dx	dtheta	ddx	ddtheta	
0.543	0.0196126	1.28362	0.140837	-1.04983	0.736159	-1.864	
0.548	0.0203262	1.27834	0.144546	-1.05915	0.747582	-1.86139	
0.548889	0.0204554	1.2774	0.145212	-1.0608	0.749613	-1.86092	
0.55	0.0206171	1.27622	0.146046	-1.06287	0.752153	-1.86033	
0.55	0.0206167	1.27622	0.146046	-1.06287	0.752153	-1.86033	
0.552	0.0209087	1.2741	0.14755	-1.06659	0.756726	-1.85927	
0.553	0.0210582	1.27302	0.148313	-1.06845	0.759012	-1.85873	
0.558	0.0218095	1.26766	0.152136	-1.07773	0.770443	-1.856	
0.558889	0.0219454	1.2667	0.152822	-1.07938	0.772475	-1.85551	
0.56	0.0221156	1.2655	0.153682	-1.08144	0.775016	-1.8549	
0.56	0.0221151	1.2655	0.153682	-1.08144	0.775016	-1.8549	
0.562	0.0224225	1.26334	0.155232	-1.08515	0.779589	-1.85378	
0.563	0.0225796	1.26225	0.156017	-1.08701	0.781874	-1.85322	
0.568	0.0233697	1.25679	0.159955	-1.09627	0.793298	-1.85037	
0.568889	0.0235126	1.25581	0.160661	-1.09791	0.795328	-1.84985	
0.57	0.0236916	1.25459	0.161546	-1.09996	0.797866	-1.84921	
0.57	0.0236911	1.25459	0.161546	-1.09996	0.797866	-1.84921	
0.572	0.0240142	1.25239	0.163142	-1.10366	0.802433	-1.84804	
0.573	0.0241793	1.25128	0.16395	-1.10551	0.804714	-1.84745	
0.578	0.0250093	1.24573	0.168002	-1.11474	0.816116	-1.84447	
0.578889	0.0251593	1.24474	0.168729	-1.11638	0.818141	-1.84393	
0.58	0.0253473	1.2435	0.169639	-1.11843	0.820671	-1.84326	
0.58	0.0253468	1.2435	0.169639	-1.11843	0.820672	-1.84326	
0.582	0.0256861	1.24126	0.17128	-1.12211	0.825226	-1.84204	
0.583	0.0258594	1.24014	0.172111	-1.12395	0.8275	-1.84142	
0.588	0.0267305	1.23449	0.176277	-1.13315	0.838862	-1.83831	
0.588889	0.0268879	1.23349	0.177024	-1.13479	0.840879	-1.83775	
0.59	0.0270851	1.23222	0.177959	-1.13683	0.8434	-1.83704	
0.59	0.0270846	1.23222	0.17796	-1.13683	0.8434	-1.83704	
0.592	0.0274405	1.22995	0.179646	-1.1405	0.847935	-1.83577	
0.593	0.0276223	1.22881	0.1805	-1.14234	0.850198	-1.83512	
0.598	0.0285356	1.22307	0.184779	-1.1515	0.861504	-1.83186	
0.598889	0.0287006	1.22205	0.185546	-1.15313	0.86351	-1.83128	
0.6	0.0289072	1.22076	0.186507	-1.15517	0.866016	-1.83054	
0.6	0.0289067	1.22076	0.186507	-1.15517	0.866016	-1.83054	
0.602	0.0292798	1.21845	0.188239	-1.15883	0.870524	-1.82921	
0.603	0.0294702	1.21729	0.189115	-1.16066	0.872774	-1.82853	
0.608	0.0304269	1.21146	0.193507	-1.16979	0.884004	-1.82512	
0.608889	0.0305996	1.21042	0.194293	-1.17141	0.885996	-1.82451	
0.61	0.030816	1.20912	0.195279	-1.17344	0.888484	-1.82374	
0.61	0.0308155	1.20912	0.195279	-1.17344	0.888484	-1.82374	
0.612	0.031206	1.20677	0.197056	-1.17709	0.892958	-1.82235	
0.613	0.0314053	1.20559	0.197955	-1.17891	0.89519	-1.82164	
0.618	0.0324065	1.19968	0.202459	-1.18801	0.906327	-1.81808	
0.618889	0.0325872	1.19862	0.203265	-1.18962	0.908301	-1.81744	
0.62	0.0328136	1.1973	0.204276	-1.19164	0.910766	-1.81663	
0.62	0.0328131	1.1973	0.204276	-1.19164	0.910767	-1.81663	
0.622	0.0332216	1.19491	0.206097	-1.19527	0.915199	-1.81518	
0.623	0.03343	1.19371	0.207018	-1.19709	0.91741	-1.81444	
0.628	0.0344768	1.1877	0.211633	-1.20615	0.928433	-1.81072	
0.628889	0.0346656	1.18663	0.212459	-1.20776	0.930386	-1.81004	
0.63	0.0349022	1.18529	0.213494	-1.20977	0.932825	-1.8092	
0.63	0.0349017	1.18529	0.213494	-1.20977	0.932825	-1.8092	
0.632	0.0353287	1.18287	0.21536	-1.21339	0.937209	-1.80768	
0.633	0.0355464	1.18165	0.216302	-1.21519	0.939393	-1.80691	
0.638	0.0366399	1.17555	0.221026	-1.22422	0.950284	-1.80302	
0.638889	0.0368371	1.17446	0.221872	-1.22582	0.952212	-1.80232	
0.64	0.0370842	1.1731	0.222931	-1.22782	0.954619	-1.80144	
0.64	0.0370837	1.1731	0.222931	-1.22782	0.954619	-1.80144	
0.642	0.0375296	1.17065	0.224841	-1.23143	0.958945	-1.79985	
0.643	0.0377568	1.16941	0.225805	-1.23322	0.9611	-1.79904	
0.648	0.038898	1.16322	0.230637	-1.24221	0.971837	-1.79497	
0.648889	0.0391038	1.16212	0.231502	-1.2438	0.973736	-1.79424	
0.65	0.0393616	1.16073	0.232585	-1.2458	0.976107	-1.79332	
0.65	0.0393611	1.16073	0.232585	-1.2458	0.976108	-1.79332	
0.652	0.0398263	1.15824	0.234538	-1.24938	0.980367	-1.79166	
0.653	0.0400632	1.15699	0.235523	-1.25117	0.982488	-1.79082	
0.658	0.0412534	1.15071	0.240462	-1.26012	0.993049	-1.78657	
0.658889	0.0414678	1.14959	0.241345	-1.26171	0.994917	-1.7858	
0.66	0.0417366	1.14819	0.242452	-1.26369	0.997247	-1.78484	
0.66	0.0417361	1.14819	0.242452	-1.26369	0.997248	-1.78484	
0.662	0.042221	1.14566	0.244447	-1.26726	1.00143	-1.7831	
0.663	0.042468	1.14439	0.245454	-1.26904	1.00351	-1.78222	
0.668	0.043708	1.13802	0.250497	-1.27794	1.01388	-1.77778	
0.668889	0.0439314	1.13688	0.251399	-1.27952	1.01571	-1.77698	
0.67	0.0442113	1.13546	0.252529	-1.28149	1.01799	-1.77598	
0.67	0.0442108	1.13546	0.252529	-1.28149	1.01799	-1.77598	
0.672	0.0447159	1.1329	0.254565	-1.28505	1.0221	-1.77416	
0.673	0.044973	1.13161	0.255592	-1.28682	1.02413	-1.77324	
0.678	0.046264	1.12515	0.260738	-1.29567	1.03428	-1.7686	
0.678889	0.0464965	1.124	0.261658	-1.29724	1.03607	-1.76777	
0.68	0.0467878	1.12256	0.262811	-1.29921	1.0383	-1.76672	
0.68	0.0467874	1.12256	0.262811	-1.29921	1.0383	-1.76672	
0.682	0.047313	1.11996	0.264887	-1.30274	1.04231	-1.76482	
0.683	0.0475805	1.11865	0.265935	-1.3045	1.0443	-1.76386	
0.688	0.0489234	1.11211	0.271181	-1.31331	1.0542	-1.75902	
0.688889	0.0491652	1.11094	0.272119	-1.31487	1.05595	-1.75814	
0.69	0.0494682	1.10948	0.273293	-1.31683	1.05812	-1.75705	
0.69	0.0494677	1.10948	0.273293	-1.31683	1.05812	-1.75705	
0.692	0.0500143	1.10684	0.27541	-1.32034	1.06203	-1.75507	
0.693	0.0502924	1.10552	0.276477	-1.32209	1.06397	-1.75406	
0.698	0.0516882	1.09888	0.28182	-1.33085	1.0736	-1.749	
0.698889	0.0519395	1.0977	0.282775	-1.33241	1.0753	-1.74809	
0.7	0.0522543	1.09622	0.283971	-1.33435	1.07741	-1.74694	
0.7	0.0522539	1.09622	0.283972	-1.33435	1.07741	-1.74694	
0.702	0.0528218	1.09355	0.286126	-1.33784	1.0812	-1.74487	
0.703	0.0531107	1.09221	0.287212	-1.33958	1.08309	-1.74383	
0.708	0.0545604	1.08549	0.292651	-1.34829	1.09242	-1.73854	
0.708889	0.0548213	1.08429	0.293623	-1.34983	1.09407	-1.73759	
0.71	0.0551482	1.08279	0.294839	-1.35176	1.09612	-1.73639	
0.71	0.0551478	1.08279	0.29484	-1.35176	1.09612	-1.73639	
0.712	0.0557375	1.08009	0.297032	-1.35524	1.09979	-1.73423	
0.713	0.0560372	1.07873	0.298136	-1.35697	1.10161	-1.73313	
0.718	0.0575419	1.07192	0.303667	-1.36562	1.11062	-1.72761	
0.718889	0.0578125	1.0707	0.304654	-1.36716	1.11221	-1.72662	
0.72	0.0581517	1.06918	0.305891	-1.36907	1.11418	-1.72537	
0.72	0.0581513	1.06918	0.305892	-1.36907	1.11418	-1.72537	
0.722	0.0587631	1.06645	0.30812	-1.37252	1.11772	-1.72311	
0.723	0.059074	1.06507	0.309242	-1.37424	1.11947	-1.72197	
0.728	0.0606344	1.05818	0.314861	-1.38284	1.12815	-1.7162	
0.728889	0.060915	1.05695	0.315864	-1.38436	1.12967	-1.71517	
0.73	0.0612666	1.05541	0.317121	-1.38627	1.13157	-1.71386	
0.73	0.0612662	1.05541	0.317121	-1.38627	1.13157	-1.71386	
0.732	0.0619005	1.05264	0.319384	-1.3897	1.13496	-1.71151	
0.733	0.0622227	1.05124	0.320523	-1.39141	1.13664	-1.71031	
0.738	0.0638397	1.04426	0.326227	-1.39994	1.14494	-1.70429	
0.738889	0.0641304	1.04302	0.327245	-1.40146	1.1464	-1.70321	
0.74	0.0644947	1.04146	0.32852	-1.40335	1.14821	-1.70185	
0.74	0.0644943	1.04146	0.328521	-1.40335	1.14821	-1.70185	
0.742	0.0651513	1.03865	0.330817	-1.40675	1.15145	-1.69939	
0.743	0.065485	1.03724	0.331973	-1.40845	1.15305	-1.69814	
0.748	0.0671595	1.03018	0.337757	-1.41692	1.16095	-1.69186	
0.748889	0.0674604	1.02892	0.33879	-1.41843	1.16233	-1.69073	
0.75	0.0678375	1.02734	0.340082	-1.4203	1.16405	-1.68931	
0.75	0.0678372	1.02734	0.340083	-1.42031	1.16405	-1.68931	
0.752	0.0685173	1.0245	0.342411	-1.42368	1.16713	-1.68674	
0.753	0.0688627	1.02307	0.343582	-1.42537	1.16864	-1.68544	
0.758	0.0705953	1.01592	0.349444	-1.43378	1.17612	-1.67889	
0.758889	0.0709067	1.01465	0.350489	-1.43527	1.17742	-1.67771	
0.76	0.0712968	1.01305	0.351798	-1.43713	1.17905	-1.67622	
0.76	0.0712965	1.01305	0.351799	-1.43713	1.17905	-1.67622	
0.762	0.0720001	1.01018	0.354157	-1.44049	1.18194	-1.67354	
0.763	0.0723572	1.00873	0.355343	-1.44216	1.18337	-1.67219	
0.768	0.0741488	1.0015	0.361277	-1.4505	1.19039	-1.66535	
0.768889	0.0744706	1.00021	0.362335	-1.45198	1.19161	-1.66412	
0.77	0.074874	0.998599	0.36366	-1.45383	1.19313	-1.66257	
0.77	0.0748736	0.998599	0.363661	-1.45383	1.19313	-1.66257	
0.772	0.075601	0.995691	0.366047	-1.45715	1.19584	-1.65977	
0.773	0.07597	0.99423	0.367246	-1.45881	1.19717	-1.65836	
0.778	0.0778213	0.986915	0.373248	-1.46708	1.20371	-1.65122	
0.778889	0.0781538	0.985611	0.374318	-1.46855	1.20484	-1.64994	
0.78	0.0785704	0.983978	0.375658	-1.47038	1.20625	-1.64832	
0.78	0.0785701	0.983978	0.375658	-1.47038	1.20625	-1.64832	
0.782	0.0793214	0.981037	0.378071	-1.47368	1.20876	-1.64541	
0.783	0.0797025	0.979559	0.379283	-1.47532	1.20999	-1.64393	
0.788	0.0816142	0.972162	0.385348	-1.48352	1.21602	-1.63649	
0.788889	0.0819574	0.970843	0.386429	-1.48498	1.21706	-1.63515	
0.79	0.0823875	0.969192	0.387782	-1.48679	1.21835	-1.63347	
0.79	0.0823872	0.969192	0.387782	-1.48679	1.21835	-1.63347	
0.792	0.0831628	0.966218	0.390219	-1.49006	1.22065	-1.63042	
0.793	0.0835561	0.964724	0.391442	-1.49169	1.22177	-1.62889	
0.798	0.0855287	0.957245	0.397565	-1.49981	1.22725	-1.62113	
0.798889	0.0858827	0.955912	0.398656	-1.50125	1.2282	-1.61973	
0.8	0.0863264	0.954243	0.400021	-1.50305	1.22937	-1.61798	
0.8	0.0863262	0.954242	0.400022	-1.50305	1.22937	-1.61798	
0.802	0.0871262	0.951236	0.40248	-1.50629	1.23144	-1.6148	
0.803	0.0875317	0.949726	0.403714	-1.5079	1.23245	-1.6132	
0.808	0.0895658	0.942166	0.409889	-1.51594	1.23736	-1.60511	
0.808889	0.0899308	0.940818	0.410989	-1.51737	1.2382	-1.60365	
0.81	0.0903882	0.939131	0.412365	-1.51915	1.23924	-1.60183	
0.81	0.090388	0.939131	0.412366	-1.51915	1.23924	-1.60183	
0.812	0.0912127	0.936093	0.414844	-1.52235	1.24108	-1.59852	
0.813	0.0916307	0.934566	0.416088	-1.52395	1.24197	-1.59685	
0.818	0.0937267	0.926927	0.422308	-1.53191	1.24628	-1.58842	
0.818889	0.0941028	0.925565	0.423416	-1.53332	1.24701	-1.5869	
0.82	0.094574	0.92386	0.424802	-1.53508	1.24791	-1.585	
0.82	0.0945738	0.92386	0.424803	-1.53508	1.24791	-1.585	
0.822	0.0954234	0.92079	0.427298	-1.53825	1.2495	-1.58155	
0.823	0.0958538	0.919247	0.42855	-1.53983	1.25027	-1.57981	
0.828	0.0980123	0.911529	0.43481	-1.54771	1.25395	-1.57103	
0.828889	0.0983994	0.910153	0.435925	-1.5491	1.25456	-1.56945	
0.83	0.0988845	0.90843	0.437319	-1.55085	1.25532	-1.56746	
0.83	0.0988843	0.90843	0.43732	-1.55085	1.25532	-1.56746	
0.832	0.099759	0.905328	0.43983	-1.55398	1.25666	-1.56388	
0.833	0.100202	0.90377	0.441089	-1.55554	1.25729	-1.56206	
0.838	0.102423	0.895973	0.447383	-1.56333	1.2603	-1.55291	
0.838889	0.102821	0.894583	0.448503	-1.56471	1.2608	-1.55127	
0.84	0.103321	0.892844	0.449904	-1.56643	1.26141	-1.5492	
0.84	0.10332	0.892843	0.449905	-1.56643	1.26141	-1.5492	
0.842	0.10422	0.889711	0.452427	-1.56953	1.26247	-1.54547	
0.843	0.104676	0.888137	0.453691	-1.57107	1.26297	-1.54358	
0.848	0.10696	0.880263	0.460012	-1.57876	1.26529	-1.53405	
0.848889	0.10737	0.878859	0.461136	-1.58013	1.26567	-1.53234	
0.85	0.107883	0.877102	0.462543	-1.58183	1.26612	-1.53019	
0.85	0.107883	0.877102	0.462543	-1.58183	1.26612	-1.53019	
0.852	0.108808	0.873938	0.465076	-1.58489	1.2669	-1.5263	
0.853	0.109276	0.87235	0.466344	-1.58641	1.26726	-1.52434	
0.858	0.111624	0.864399	0.472684	-1.59401	1.26885	-1.51442	
0.858889	0.112044	0.862982	0.473811	-1.59535	1.2691	-1.51264	
0.86	0.112571	0.861208	0.475221	-1.59703	1.26939	-1.5104	
0.86	0.112571	0.861208	0.475222	-1.59703	1.26939	-1.5104	
0.862	0.113522	0.858013	0.477761	-1.60005	1.26987	-1.50636	
0.863	0.114003	0.85641	0.479031	-1.60155	1.27008	-1.50431	
0.868	0.116414	0.848383	0.485384	-1.60905	1.27093	-1.494	
0.868889	0.116846	0.846953	0.486513	-1.61038	1.27104	-1.49215	
0.87	0.117387	0.845162	0.487925	-1.61203	1.27116	-1.48982	
0.87	0.117387	0.845162	0.487926	-1.61203	1.27116	-1.48982	
0.872	0.118363	0.841938	0.490469	-1.61501	1.27133	-1.48561	
0.873	0.118857	0.840319	0.49174	-1.61649	1.27139	-1.48348	
0.878	0.121331	0.832218	0.498097	-1.62388	1.27145	-1.47276	
0.878889	0.121774	0.830775	0.499227	-1.62519	1.27142	-1.47083	
0.88	0.12233	0.828968	0.500639	-1.62683	1.27137	-1.46841	
0.88	0.12233	0.828968	0.50064	-1.62683	1.27137	-1.46841	
0.882	0.123331	0.825714	0.503183	-1.62976	1.27123	-1.46403	
0.883	0.123838	0.82408	0.504454	-1.63122	1.27112	-1.46182	
0.888	0.126376	0.815906	0.510808	-1.6385	1.27038	-1.45068	
0.888889	0.12683	0.81445	0.511936	-1.63979	1.2702	-1.44867	
0.89	0.1274	0.812627	0.513347	-1.6414	1.26997	-1.44616	
0.89	0.1274	0.812626	0.513348	-1.6414	1.26997	-1.44616	
0.892	0.128427	0.809343	0.515888	-1.64429	1.26949	-1.44161	
0.893	0.128946	0.807696	0.517157	-1.64573	1.26922	-1.43931	
0.898	0.131547	0.799449	0.523499	-1.6529	1.26764	-1.42773	
0.898889	0.132013	0.79798	0.524625	-1.65416	1.26732	-1.42565	
0.9	0.132597	0.796141	0.526033	-1.65575	1.26689	-1.42304	
0.9	0.132597	0.79614	0.526034	-1.65575	1.26689	-1.42304	
0.902	0.133649	0.792829	0.528568	-1.65859	1.26608	-1.41831	
0.903	0.134181	0.791167	0.529833	-1.66	1.26564	-1.41593	
0.908	0.136846	0.782849	0.536155	-1.66705	1.2632	-1.4039	
0.908889	0.137323	0.781367	0.537277	-1.6683	1.26272	-1.40174	
0.91	0.13792	0.779513	0.538679	-1.66986	1.2621	-1.39903	
0.91	0.13792	0.779512	0.53868	-1.66986	1.2621	-1.39903	
0.912	0.138998	0.776172	0.541204	-1.67266	1.26094	-1.39412	
0.913	0.139542	0.774496	0.542464	-1.67404	1.26031	-1.39165	
0.918	0.14227	0.766109	0.548757	-1.68097	1.25699	-1.37916	
0.918889	0.142758	0.764615	0.549873	-1.68219	1.25635	-1.37692	
0.92	0.14337	0.762745	0.551269	-1.68372	1.25553	-1.3741	
0.92	0.14337	0.762744	0.55127	-1.68372	1.25553	-1.3741	
0.922	0.144473	0.759377	0.553781	-1.68647	1.254	-1.36901	
0.923	0.14503	0.757687	0.555033	-1.68783	1.2532	-1.36645	
0.928	0.14782	0.749231	0.561288	-1.69463	1.24896	-1.3535	
0.928889	0.14832	0.747724	0.562397	-1.69584	1.24816	-1.35117	
0.93	0.148945	0.745839	0.563784	-1.69734	1.24713	-1.34825	
0.93	0.148946	0.745838	0.563785	-1.69734	1.24713	-1.34825	
0.932	0.150073	0.742444	0.566279	-1.70003	1.24524	-1.34297	
0.933	0.150643	0.74074	0.567522	-1.70137	1.24425	-1.34031	
0.938	0.153496	0.732217	0.57373	-1.70804	1.23907	-1.32688	
0.938889	0.154006	0.730699	0.57483	-1.70921	1.2381	-1.32447	
0.94	0.154645	0.728799	0.576205	-1.71068	1.23687	-1.32144	
0.94	0.154646	0.728798	0.576206	-1.71069	1.23687	-1.32144	
0.942	0.155798	0.725377	0.57868	-1.71333	1.23459	-1.31597	
0.943	0.15638	0.72366	0.579912	-1.71464	1.23342	-1.31321	
0.948	0.159295	0.715071	0.586063	-1.72117	1.22728	-1.2993	
0.948889	0.159816	0.713541	0.587153	-1.72232	1.22614	-1.2968	
0.95	0.160469	0.711626	0.588515	-1.72376	1.22469	-1.29367	
0.95	0.160469	0.711626	0.588516	-1.72376	1.22469	-1.29367	
0.952	0.161646	0.708178	0.590965	-1.72635	1.22203	-1.288	
0.953	0.16224	0.706449	0.592184	-1.72763	1.22065	-1.28514	
0.958	0.165216	0.697795	0.598269	-1.73402	1.21354	-1.27073	
0.958889	0.165749	0.696253	0.599346	-1.73515	1.21222	-1.26815	
0.96	0.166415	0.694324	0.600693	-1.73655	1.21055	-1.2649	
0.96	0.166416	0.694324	0.600694	-1.73656	1.21055	-1.2649	
0.962	0.167617	0.690851	0.603115	-1.73909	1.20749	-1.25903	
0.963	0.168223	0.689109	0.604318	-1.74034	1.20592	-1.25608	
0.968	0.17126	0.680391	0.610327	-1.74658	1.19781	-1.24117	
0.968889	0.171802	0.678839	0.611391	-1.74768	1.19631	-1.23849	
0.97	0.172482	0.676896	0.612719	-1.74906	1.19442	-1.23513	
0.97	0.172483	0.676896	0.61272	-1.74906	1.19442	-1.23513	
0.972	0.173708	0.673397	0.615109	-1.75153	1.19096	-1.22906	
0.973	0.174326	0.671643	0.616296	-1.75275	1.18919	-1.226	
0.978	0.177422	0.662864	0.622219	-1.75884	1.18006	-1.21058	
0.978889	0.177976	0.661301	0.623266	-1.75991	1.17839	-1.20782	
0.98	0.178669	0.659344	0.624574	-1.76125	1.17627	-1.20435	
0.98	0.178669	0.659344	0.624575	-1.76125	1.17627	-1.20434	
0.982	0.179918	0.655821	0.626928	-1.76366	1.1724	-1.19807	
0.983	0.180548	0.654055	0.628095	-1.76485	1.17042	-1.19491	
0.988	0.183703	0.645216	0.633922	-1.77079	1.16027	-1.17897	
0.988889	0.184267	0.643642	0.634952	-1.77183	1.15841	-1.17611	
0.99	0.184973	0.641672	0.636238	-1.77314	1.15606	-1.17253	
0.99	0.184974	0.641672	0.636239	-1.77314	1.15606	-1.17253	
0.992	0.186246	0.638125	0.638551	-1.77548	1.15178	-1.16604	
0.993	0.186888	0.636347	0.639697	-1.77664	1.1496	-1.16278	
0.998	0.1901	0.627449	0.645417	-1.78242	1.1384	-1.14632	
0.998889	0.190674	0.625865	0.646427	-1.78343	1.13636	-1.14337	
1	0.191393	0.623883	0.647689	-1.7847	1.13378	-1.13967	
1	0.191393	0.623882	0.64769	-1.7847	1.13378	-1.13967	
1.002	0.192689	0.620313	0.649957	-1.78698	1.12908	-1.13298	
1.003	0.193342	0.618523	0.65108	-1.78811	1.12669	-1.12961	
1.008	0.196611	0.609568	0.656683	-1.79371	1.11445	-1.11263	
1.00889	0.197195	0.607974	0.657672	-1.7947	1.11222	-1.10958	
1.01	0.197926	0.605979	0.658906	-1.79593	1.10941	-1.10576	
1.01	0.197927	0.605979	0.658907	-1.79593	1.1094	-1.10576	
1.012	0.199244	0.602387	0.661126	-1.79814	1.10429	-1.09886	
1.013	0.199908	0.600586	0.662224	-1.79923	1.10168	-1.09538	
1.018	0.203233	0.591576	0.667699	-1.80466	1.08839	-1.07787	
1.01889	0.203826	0.589972	0.668665	-1.80562	1.08597	-1.07474	
1.02	0.20457	0.587965	0.66987	-1.80681	1.08292	-1.0708	
1.02	0.204571	0.587965	0.669871	-1.80681	1.08292	-1.0708	
1.022	0.20591	0.584351	0.672036	-1.80896	1.07738	-1.06368	
1.023	0.206585	0.582539	0.673107	-1.81001	1.07456	-1.0601	
1.028	0.209964	0.573476	0.678444	-1.81527	1.06021	-1.04206	
1.02889	0.210567	0.571863	0.679384	-1.81619	1.0576	-1.03883	
1.03	0.211323	0.569844	0.680558	-1.81734	1.05432	-1.03478	
1.03	0.211323	0.569843	0.680559	-1.81734	1.05432	-1.03477	
1.032	0.212684	0.566209	0.682667	-1.81941	1.04836	-1.02745	
1.033	0.21337	0.564387	0.683708	-1.82043	1.04533	-1.02376	
1.038	0.216801	0.555272	0.688896	-1.8255	1.02992	-1.00519	
1.03889	0.217413	0.55365	0.68981	-1.82639	1.02713	-1.00187	
1.04	0.21818	0.55162	0.690949	-1.8275	1.02361	-0.997693	
1.04	0.218181	0.551619	0.69095	-1.82751	1.02361	-0.997691	
1.042	0.219563	0.547964	0.692997	-1.8295	1.01722	-0.990153	
1.043	0.220258	0.546132	0.694006	-1.83048	1.01398	-0.98636	
1.048	0.223741	0.536968	0.699035	-1.83537	0.997519	-0.967264	
1.04889	0.224362	0.535336	0.69992	-1.83622	0.994539	-0.963843	
1.05	0.22514	0.533295	0.701023	-1.83729	0.990788	-0.959553	
1.05	0.225141	0.533295	0.701024	-1.83729	0.990786	-0.959551	
1.052	0.226543	0.52962	0.703005	-1.83921	0.983979	-0.951801	
1.053	0.227249	0.527778	0.703981	-1.84015	0.98053	-0.947903	
1.058	0.23078	0.518566	0.708839	-1.84484	0.963019	-0.928281	
1.05889	0.23141	0.516927	0.709693	-1.84567	0.959853	-0.924766	
1.06	0.2322	0.514875	0.710758	-1.84669	0.95587	-0.92036	
1.06	0.2322	0.514874	0.710759	-1.84669	0.955868	-0.920358	
1.062	0.233622	0.511181	0.71267	-1.84853	0.948644	-0.912398	
1.063	0.234337	0.50933	0.71361	-1.84944	0.944987	-0.908396	
1.068	0.237916	0.500072	0.718289	-1.85393	0.926439	-0.888251	
1.06889	0.238555	0.498424	0.71911	-1.85472	0.923089	-0.884644	
1.07	0.239354	0.496363	0.720133	-1.8557	0.918877	-0.880122	
1.07	0.239355	0.496362	0.720134	-1.8557	0.918875	-0.88012	
1.072	0.240795	0.492651	0.721972	-1.85746	0.911238	-0.871953	
1.073	0.24152	0.490791	0.722874	-1.85832	0.907376	-0.867847	
1.078	0.245145	0.481489	0.727361	-1.86261	0.887804	-0.847186	
1.07889	0.245791	0.479834	0.728148	-1.86336	0.884273	-0.843487	
1.08	0.246601	0.477763	0.729128	-1.86429	0.879834	-0.838851	
1.08	0.246602	0.477762	0.729129	-1.86429	0.879832	-0.838849	
1.082	0.24806	0.474033	0.730889	-1.86597	0.871789	-0.830477	
1.083	0.248793	0.472165	0.731751	-1.86679	0.867725	-0.826268	
1.088	0.252462	0.462821	0.736038	-1.87087	0.847148	-0.805099	
1.08889	0.253116	0.461159	0.736789	-1.87158	0.843439	-0.801311	
1.09	0.253935	0.459079	0.737723	-1.87247	0.838779	-0.796562	
1.09	0.253936	0.459078	0.737724	-1.87247	0.838777	-0.79656	
1.092	0.255412	0.455333	0.739402	-1.87406	0.830335	-0.787986	
1.093	0.256153	0.453457	0.740221	-1.87484	0.826073	-0.783677	
1.098	0.259864	0.444073	0.744298	-1.8787	0.804511	-0.762008	
1.09889	0.260525	0.442404	0.745011	-1.87938	0.800629	-0.758132	
1.1	0.261354	0.440315	0.745897	-1.88022	0.795752	-0.753273	
1.1	0.261355	0.440314	0.745898	-1.88022	0.79575	-0.753271	
1.102	0.262847	0.436553	0.74749	-1.88173	0.78692	-0.744499	
1.103	0.263596	0.43467	0.748266	-1.88246	0.782465	-0.740092	
1.108	0.267347	0.425249	0.752122	-1.8861	0.759944	-0.717935	
1.10889	0.268015	0.423573	0.752795	-1.88674	0.755892	-0.713972	
1.11	0.268852	0.421476	0.753632	-1.88753	0.750805	-0.709006	
1.11	0.268853	0.421475	0.753633	-1.88753	0.750803	-0.709003	
1.112	0.27036	0.4177	0.755134	-1.88895	0.741595	-0.700039	
1.113	0.271117	0.415809	0.755864	-1.88964	0.736952	-0.695536	
1.118	0.274905	0.406352	0.75949	-1.89306	0.713502	-0.672903	
1.11889	0.27558	0.40467	0.760122	-1.89366	0.709287	-0.668857	
1.12	0.276425	0.402566	0.760907	-1.8944	0.703996	-0.663786	
1.12	0.276426	0.402565	0.760908	-1.8944	0.703994	-0.663784	
1.122	0.277948	0.398776	0.762316	-1.89572	0.694421	-0.654632	
1.123	0.278712	0.396879	0.762999	-1.89637	0.689597	-0.650036	
1.128	0.282535	0.387389	0.766386	-1.89956	0.665251	-0.626942	
1.12889	0.283216	0.385701	0.766975	-1.90011	0.660879	-0.622815	
1.13	0.284068	0.383589	0.767706	-1.9008	0.655392	-0.617643	
1.13	0.284069	0.383588	0.767707	-1.9008	0.655389	-0.617641	
1.132	0.285605	0.379787	0.769017	-1.90204	0.645465	-0.608308	
1.133	0.286375	0.377883	0.76965	-1.90264	0.640469	-0.603622	
1.138	0.290231	0.368363	0.77279	-1.9056	0.615264	-0.580084	
1.13889	0.290918	0.366669	0.773334	-1.90611	0.610741	-0.575879	
1.14	0.291777	0.364551	0.77401	-1.90675	0.605067	-0.57061	
1.14	0.291778	0.36455	0.77401	-1.90675	0.605064	-0.570607	
1.142	0.293326	0.360737	0.77522	-1.90789	0.594805	-0.5611	
1.143	0.294103	0.358827	0.775802	-1.90844	0.589643	-0.556329	
1.148	0.297989	0.349279	0.778685	-1.91116	0.56362	-0.532365	
1.14889	0.298681	0.34758	0.779184	-1.91163	0.558955	-0.528085	
1.15	0.299547	0.345456	0.779802	-1.91221	0.553103	-0.522723	
1.15	0.299548	0.345455	0.779802	-1.91221	0.5531	-0.52272	
1.152	0.301107	0.341631	0.780909	-1.91326	0.542523	-0.513047	
1.153	0.30189	0.339716	0.781438	-1.91376	0.537204	-0.508194	
1.158	0.305803	0.330141	0.784057	-1.91624	0.51041	-0.483824	
1.15889	0.306499	0.328439	0.784508	-1.91667	0.505609	-0.479473	
1.16	0.307371	0.326309	0.785066	-1.9172	0.49959	-0.474022	
1.16	0.307373	0.326307	0.785067	-1.9172	0.499587	-0.47402	
1.162	0.308943	0.322473	0.786066	-1.91815	0.488711	-0.464188	
