t	ddtheta1	ddtheta2	ddpsi	ddy	ddz	
29.512	0.0197798	-0.00497455	0.0150691	0.012735	0.00695714	
29.5156	0.0189298	-0.00476024	0.0144275	0.0121942	0.00666173	
29.52	0.0177975	-0.00447476	0.0135727	0.0114737	0.00626811	
29.52	0.0177325	-0.00445836	0.0135236	0.0114324	0.00624553	
29.528	0.0157002	-0.00394601	0.0119892	0.0101389	0.00553893	
29.532	0.0146672	-0.00368561	0.0112087	0.00948102	0.0051795	
29.552	0.00953528	-0.00239212	0.00733049	0.00621113	0.00339315	
29.5556	0.00866439	-0.00217264	0.00667198	0.00565582	0.00308979	
29.56	0.00750666	-0.00188089	0.00579645	0.00491749	0.00268644	
29.56	0.00743831	-0.00186367	0.00574481	0.00487394	0.00266265	
29.568	0.00536392	-0.00134095	0.00417576	0.00355068	0.00193975	
29.572	0.00432432	-0.00107902	0.00338899	0.00288705	0.0015772	
29.592	-0.000824038	0.000217987	-0.000508704	-0.000400947	-0.000219038	
29.5956	-0.00168878	0.000435806	-0.00116375	-0.000953623	-0.000520967	
29.6	-0.00283601	0.000724765	-0.00203291	-0.00168698	-0.000921599	
29.6	-0.0029055	0.000742272	-0.00208552	-0.00173136	-0.000945845	
29.608	-0.00495777	0.00125916	-0.00364067	-0.00304359	-0.00166272	
29.612	-0.005972	0.00151457	-0.00440964	-0.00369255	-0.00201725	
29.632	-0.0109791	0.00277536	-0.0082073	-0.00689785	-0.00376831	
29.6356	-0.0118114	0.0029849	-0.00883891	-0.00743103	-0.00405959	
29.64	-0.0129132	0.00326229	-0.00967521	-0.00813704	-0.00444528	
29.64	-0.0129817	0.00327954	-0.00972717	-0.00818089	-0.00446924	
29.648	-0.0149496	0.00377493	-0.0112211	-0.00944209	-0.00515824	
29.652	-0.0159079	0.00401614	-0.011949	-0.0100567	-0.00549402	
29.672	-0.0206234	0.00520294	-0.015532	-0.0130824	-0.00714696	
29.6756	-0.0213984	0.00539797	-0.0161212	-0.0135801	-0.00741882	
29.68	-0.0224221	0.00565556	-0.0168995	-0.0142375	-0.00777797	
29.68	-0.0224876	0.00567203	-0.0169493	-0.0142795	-0.00780091	
29.688	-0.0243125	0.00613123	-0.0183371	-0.0154517	-0.00844132	
29.692	-0.0251868	0.00635118	-0.0190023	-0.0160138	-0.00874835	
29.712	-0.0294724	0.00742926	-0.0222643	-0.0187697	-0.0102539	
29.7156	-0.0301675	0.00760412	-0.0227937	-0.019217	-0.0104983	
29.72	-0.0310833	0.00783445	-0.0234912	-0.0198064	-0.0108203	
29.72	-0.0311438	0.00784966	-0.0235372	-0.0198453	-0.0108415	
29.728	-0.0327729	0.00825939	-0.0247781	-0.020894	-0.0114144	
29.732	-0.0335379	0.00845179	-0.0253613	-0.0213869	-0.0116837	
29.752	-0.0372709	0.00939045	-0.0282072	-0.0237925	-0.0129979	
29.7556	-0.0378666	0.0095402	-0.0286615	-0.0241765	-0.0132077	
29.76	-0.0386485	0.00973679	-0.029258	-0.0246808	-0.0134832	
29.76	-0.0387022	0.0097503	-0.029299	-0.0247154	-0.0135021	
29.768	-0.0400894	0.0100991	-0.0303573	-0.0256102	-0.0139909	
29.772	-0.040724	0.0102586	-0.0308418	-0.0260199	-0.0142147	
29.792	-0.0438008	0.0110319	-0.033191	-0.0280064	-0.0153	
29.7956	-0.0442806	0.0111525	-0.0335574	-0.0283163	-0.0154693	
29.8	-0.0449073	0.01131	-0.0340362	-0.0287213	-0.0156905	
29.8	-0.0449528	0.0113214	-0.0340709	-0.0287506	-0.0157065	
29.808	-0.0460602	0.0115998	-0.034917	-0.0294662	-0.0160975	
29.812	-0.0465474	0.0117222	-0.0352895	-0.0297813	-0.0162696	
29.832	-0.0488861	0.0123098	-0.0370777	-0.0312941	-0.017096	
29.8356	-0.0492374	0.012398	-0.0373465	-0.0315215	-0.0172203	
29.84	-0.0496926	0.0125124	-0.0376947	-0.0318161	-0.0173812	
29.84	-0.0497286	0.0125214	-0.0377222	-0.0318394	-0.0173939	
29.848	-0.0505276	0.0127222	-0.0383334	-0.0323566	-0.0176765	
29.852	-0.0508551	0.0128044	-0.0385843	-0.0325688	-0.0177924	
29.872	-0.0523975	0.0131918	-0.0397654	-0.0335685	-0.0183385	
29.8756	-0.0526119	0.0132456	-0.0399297	-0.0337076	-0.0184145	
29.88	-0.0528848	0.0133141	-0.0401388	-0.0338846	-0.0185112	
29.88	-0.0529104	0.0133206	-0.0401584	-0.0339012	-0.0185203	
29.888	-0.0533819	0.013439	-0.0405198	-0.034207	-0.0186874	
29.892	-0.0535425	0.0134793	-0.0406432	-0.0343116	-0.0187445	
29.912	-0.0542553	0.0136581	-0.0411906	-0.0347753	-0.0189978	
29.9156	-0.0543287	0.0136765	-0.0412471	-0.0348232	-0.019024	
29.92	-0.0544139	0.0136979	-0.0413129	-0.0348789	-0.0190545	
29.92	-0.0544285	0.0137016	-0.0413241	-0.0348884	-0.0190596	
29.928	-0.0545638	0.0137355	-0.0414284	-0.0349769	-0.019108	
29.932	-0.0545554	0.0137333	-0.0414226	-0.0349721	-0.0191054	
29.952	-0.0544308	0.0137018	-0.0413297	-0.0348941	-0.0190627	
29.9556	-0.0543631	0.0136848	-0.0412784	-0.0348508	-0.0190391	
29.96	-0.0542612	0.0136591	-0.041201	-0.0347855	-0.0190034	
29.96	-0.0542646	0.01366	-0.0412036	-0.0347877	-0.0190046	
29.968	-0.0540651	0.0136098	-0.0410518	-0.0346595	-0.0189346	
29.972	-0.0538907	0.0135659	-0.0409191	-0.0345473	-0.0188733	
29.992	-0.052946	0.0133283	-0.040199	-0.0339387	-0.0185408	
29.9956	-0.0527416	0.0132769	-0.0400432	-0.033807	-0.0184689	
30	-0.0524588	0.0132058	-0.0398274	-0.0336246	-0.0183692	
30	-0.052451	0.0132039	-0.0398215	-0.0336196	-0.0183665	
30.008	-0.051928	0.0130724	-0.0394224	-0.0332822	-0.0181821	
30.012	-0.0515956	0.0129888	-0.0391689	-0.0330678	-0.018065	
30.032	-0.0498724	0.0125556	-0.0378539	-0.031956	-0.0174577	
30.0356	-0.0495398	0.012472	-0.0376001	-0.0317414	-0.0173404	
30.04	-0.0490874	0.0123583	-0.0372548	-0.0314495	-0.0171809	
30.04	-0.0490688	0.0123536	-0.0372406	-0.0314375	-0.0171744	
30.048	-0.0482433	0.0121461	-0.0366105	-0.0309047	-0.0168833	
30.052	-0.0477655	0.012026	-0.0362459	-0.0305965	-0.0167149	
30.072	-0.0453283	0.0114133	-0.0343862	-0.0290241	-0.0158559	
30.0756	-0.0448794	0.0113004	-0.0340437	-0.0287346	-0.0156978	
30.08	-0.0442738	0.0111482	-0.0335816	-0.0283439	-0.0154843	
30.08	-0.0442452	0.011141	-0.0335598	-0.0283254	-0.0154743	
30.088	-0.0431469	0.0108649	-0.0327219	-0.027617	-0.0150872	
30.092	-0.0425403	0.0107124	-0.0322593	-0.0272259	-0.0148736	
30.112	-0.0394741	0.0099414	-0.0299208	-0.0252491	-0.0137937	
30.1156	-0.0389244	0.00980319	-0.0295017	-0.0248949	-0.0136001	
30.12	-0.0381862	0.00961757	-0.028939	-0.0244192	-0.0133403	
30.12	-0.0381486	0.00960812	-0.0289103	-0.0243949	-0.013327	
30.128	-0.0368151	0.00927281	-0.0278937	-0.0235356	-0.0128576	
30.132	-0.0361002	0.00909301	-0.0273488	-0.0230752	-0.012606	
30.152	-0.0325075	0.00818947	-0.0246114	-0.0207617	-0.0113422	
30.1556	-0.0318753	0.00803045	-0.0241299	-0.0203548	-0.0111199	
30.16	-0.031029	0.00781761	-0.0234854	-0.0198102	-0.0108223	
30.16	-0.0309837	0.00780621	-0.0234508	-0.019781	-0.0108064	
30.168	-0.029459	0.0074227	-0.0222897	-0.0187998	-0.0102704	
30.172	-0.0286591	0.00722148	-0.0216808	-0.0182853	-0.00998933	
30.192	-0.0246572	0.00621471	-0.0186351	-0.0157122	-0.00858363	
30.1956	-0.0239628	0.00604001	-0.0181069	-0.015266	-0.00833986	
30.2	-0.0230359	0.0058068	-0.0174019	-0.0146704	-0.0080145	
30.2	-0.0229843	0.00579382	-0.0173626	-0.0146372	-0.00799636	
30.208	-0.0213177	0.00537448	-0.016095	-0.0135665	-0.00741144	
30.212	-0.0204584	0.00515824	-0.0154418	-0.0130148	-0.00711002	
30.232	-0.0161753	0.00408035	-0.0121865	-0.0102657	-0.00560816	
30.2356	-0.015441	0.00389552	-0.0116286	-0.00979458	-0.00535081	
30.24	-0.0144628	0.00364932	-0.0108856	-0.00916722	-0.00500807	
30.24	-0.0144066	0.00363518	-0.0108429	-0.00913114	-0.00498836	
30.248	-0.012651	0.00319328	-0.00950956	-0.00800534	-0.00437334	
30.252	-0.0117595	0.00296884	-0.00883275	-0.00743396	-0.00406119	
30.272	-0.0073301	0.00185368	-0.00547126	-0.00459631	-0.00251098	
30.2756	-0.00657874	0.0016645	-0.00490132	-0.00411525	-0.00224817	
30.28	-0.00558001	0.00141301	-0.00414384	-0.00347592	-0.00189891	
30.28	-0.00552099	0.00139815	-0.00409904	-0.00343811	-0.00187825	
30.288	-0.00373137	0.000947501	-0.00274193	-0.00229274	-0.00125253	
30.292	-0.00283529	0.000721826	-0.00206273	-0.00171959	-0.000939416	
30.312	0.00160279	-0.000395984	0.00130014	0.00111795	0.000610739	
30.3156	0.0023479	-0.000583677	0.00186445	0.00159404	0.000870828	
30.32	0.00333636	-0.00083268	0.00261297	0.00222552	0.00121581	
30.32	0.00339636	-0.000847792	0.00265843	0.00226388	0.00123676	
30.328	0.00516472	-0.00129328	0.00399732	0.00339335	0.0018538	
30.332	0.00603783	-0.00151326	0.00465806	0.00395067	0.00215826	
30.352	0.0103485	-0.00259945	0.00791924	0.00670115	0.00366086	
30.3556	0.0110646	-0.00277991	0.00846073	0.00715778	0.00391031	
30.36	0.0120126	-0.00301883	0.00917751	0.00776221	0.00424051	
30.36	0.0120718	-0.00303373	0.00922224	0.00779993	0.00426112	
30.368	0.013765	-0.00346046	0.0105022	0.0088792	0.00485073	
30.372	0.0145886	-0.00366809	0.0111246	0.00940391	0.00513738	
30.392	0.0186415	-0.00468973	0.0141859	0.0119847	0.00654726	
30.3956	0.019307	-0.00485753	0.0146884	0.0124082	0.00677864	
30.4	0.0201861	-0.00507917	0.015352	0.0129676	0.00708422	
30.4	0.0202426	-0.00509339	0.0153947	0.0130035	0.00710386	
30.408	0.0218097	-0.00548852	0.0165775	0.0140005	0.00764849	
30.412	0.0225594	-0.00567756	0.0171431	0.0144771	0.00790887	
30.432	0.0262336	-0.00660415	0.0199143	0.0168123	0.00918458	
30.4356	0.0268289	-0.00675429	0.0203631	0.0171904	0.00939114	
30.44	0.027613	-0.00695207	0.0209542	0.0176884	0.00966319	
30.44	0.0276651	-0.00696519	0.0209934	0.0177214	0.00968127	
30.448	0.0290598	-0.00731699	0.0220447	0.0186071	0.0101651	
30.452	0.0297135	-0.0074819	0.0225371	0.0190219	0.0103917	
30.472	0.0329017	-0.00828622	0.0249384	0.0210445	0.0114966	
30.4756	0.0334094	-0.00841433	0.0253206	0.0213664	0.0116725	
30.48	0.0340759	-0.00858249	0.0258223	0.0217889	0.0119033	
30.48	0.034122	-0.00859412	0.025857	0.0218182	0.0119193	
30.488	0.0353039	-0.00889235	0.0267467	0.0225674	0.0123286	
30.492	0.035843	-0.00902839	0.0271522	0.0229088	0.0125152	
30.512	0.0384542	-0.00968739	0.0291164	0.0245626	0.0134186	
30.5156	0.0388601	-0.00978984	0.0294215	0.0248195	0.013559	
30.52	0.0393901	-0.00992361	0.02982	0.025155	0.0137422	
30.52	0.039429	-0.00993341	0.0298492	0.0251796	0.0137557	
30.528	0.0403649	-0.0101697	0.0305529	0.0257719	0.0140793	
30.532	0.0407744	-0.010273	0.0308605	0.0260309	0.0142207	
30.552	0.042737	-0.0107685	0.0323349	0.0272718	0.0148987	
30.5556	0.0430301	-0.0108425	0.032555	0.027457	0.0149998	
30.56	0.0434094	-0.0109383	0.0328398	0.0276967	0.0151308	
30.56	0.0434399	-0.010946	0.0328627	0.027716	0.0151413	
30.568	0.0441047	-0.0111138	0.033362	0.0281362	0.0153709	
30.572	0.0443741	-0.0111819	0.033564	0.0283061	0.0154637	
30.592	0.0456375	-0.011501	0.0345119	0.0291036	0.0158993	
30.5956	0.0458105	-0.0115446	0.0346415	0.0292126	0.0159589	
30.6	0.0460297	-0.0116	0.0348059	0.0293509	0.0160344	
30.6	0.046051	-0.0116054	0.0348219	0.0293643	0.0160418	
30.608	0.0464286	-0.0117008	0.0351049	0.0296024	0.0161719	
30.612	0.0465516	-0.0117319	0.035197	0.0296798	0.0162141	
30.632	0.047088	-0.0118675	0.0355981	0.030017	0.0163983	
30.6356	0.0471374	-0.01188	0.0356349	0.0300478	0.0164152	
30.64	0.0471924	-0.0118939	0.0356758	0.0300822	0.016434	
30.64	0.047204	-0.0118968	0.0356845	0.0300895	0.016438	
30.648	0.0472872	-0.0119179	0.0357463	0.0301414	0.0164663	
30.652	0.0472625	-0.0119117	0.0357273	0.0301253	0.0164575	
30.672	0.0470669	-0.0118625	0.0355786	0.0299996	0.0163889	
30.6756	0.0469933	-0.0118439	0.035523	0.0299527	0.0163633	
30.68	0.046885	-0.0118166	0.0354412	0.0298838	0.0163256	
30.68	0.0468867	-0.011817	0.0354425	0.0298849	0.0163262	
30.688	0.0466777	-0.0117643	0.0352848	0.029752	0.0162536	
30.692	0.0465085	-0.0117216	0.0351572	0.0296445	0.0161949	
30.712	0.045599	-0.0114922	0.0344722	0.0290675	0.0158797	
30.7156	0.0454066	-0.0114437	0.0343274	0.0289455	0.015813	
30.72	0.0451411	-0.0113767	0.0341274	0.0287772	0.015721	
30.72	0.045133	-0.0113746	0.0341214	0.0287721	0.0157183	
30.728	0.0446431	-0.011251	0.0337526	0.0284615	0.0155486	
30.732	0.0443369	-0.0111738	0.0335222	0.0282674	0.0154426	
30.752	0.0427536	-0.0107742	0.0323305	0.0272639	0.0148944	
30.7556	0.0424504	-0.0106977	0.0321023	0.0270718	0.0147894	
30.76	0.0420384	-0.0105938	0.0317923	0.0268107	0.0146467	
30.76	0.042021	-0.0105894	0.0317792	0.0267997	0.0146407	
30.768	0.04127	-0.0103999	0.031214	0.0263238	0.0143807	
30.772	0.0408387	-0.010291	0.0308894	0.0260503	0.0142314	
30.792	0.0386418	-0.00973669	0.0292357	0.0246577	0.0134706	
30.7956	0.038239	-0.00963507	0.0289325	0.0244023	0.0133311	
30.8	0.0376958	-0.00949801	0.0285235	0.0240579	0.0131429	
30.8	0.0376697	-0.00949143	0.0285039	0.0240414	0.0131339	
30.808	0.0366853	-0.00924305	0.0277628	0.0234173	0.0127929	
30.812	0.0361442	-0.00910654	0.0273554	0.0230741	0.0126054	
30.832	0.0334119	-0.00841721	0.0252976	0.0213409	0.0116586	
30.8356	0.0329237	-0.00829405	0.0249298	0.0210311	0.0114893	
30.84	0.0322683	-0.00812871	0.0244361	0.0206152	0.0112621	
30.84	0.0322345	-0.00812018	0.0244107	0.0205938	0.0112504	
30.848	0.031051	-0.00782164	0.0235191	0.0198427	0.0108401	
30.852	0.0304188	-0.00766217	0.0230426	0.0194413	0.0106208	
30.872	0.0272446	-0.00686153	0.02065	0.0174256	0.00951966	
30.8756	0.0266874	-0.00672101	0.0202299	0.0170717	0.00932629	
30.88	0.0259419	-0.006533	0.0196678	0.016598	0.00906754	
30.88	0.0259016	-0.00652282	0.0196374	0.0165724	0.00905356	
30.888	0.024559	-0.00618422	0.018625	0.0157193	0.0085875	
30.892	0.0238567	-0.00600711	0.0180951	0.0152728	0.00834359	
30.912	0.0203459	-0.00512184	0.0154462	0.0130404	0.00712401	
30.9156	0.0197381	-0.0049686	0.0149874	0.0126538	0.00691279	
30.92	0.0189271	-0.00476411	0.0143752	0.0121377	0.00663088	
30.92	0.0188816	-0.00475264	0.0143409	0.0121088	0.00661508	
30.928	0.0174239	-0.00438513	0.0132404	0.0111812	0.00610833	
30.932	0.0166743	-0.00419615	0.0126742	0.010704	0.0058476	
30.952	0.0129407	-0.00325501	0.00985378	0.00832625	0.00454865	
30.9556	0.0123019	-0.003094	0.00937101	0.0079192	0.00432628	
30.96	0.0114513	-0.00287962	0.00872813	0.00737716	0.00403016	
30.96	0.0114022	-0.00286722	0.00869099	0.00734585	0.00401305	
30.968	0.00987616	-0.00248262	0.00753747	0.00637321	0.0034817	
30.972	0.00910307	-0.0022878	0.00695286	0.0058802	0.00321237	
30.992	0.00526524	-0.00132071	0.0040499	0.00343198	0.0018749	
30.9956	0.00461551	-0.001157	0.00355824	0.00301728	0.00164835	
31	0.00375218	-0.000939488	0.00290487	0.00246617	0.00134728	
31	0.00370091	-0.000926568	0.00286609	0.00243347	0.00132941	
31.008	0.00215457	-0.00053698	0.00169564	0.00144617	0.000790049	
31.012	0.00138212	-0.00034239	0.00111073	0.000952731	0.000520479	
31.032	-0.00244061	0.000620541	-0.00178471	-0.00149011	-0.000814053	
31.0356	-0.00308118	0.000781879	-0.0022701	-0.00189968	-0.0010378	
31.04	-0.0039306	0.000995812	-0.00291382	-0.00244286	-0.00133454	
31.04	-0.00398237	0.00100885	-0.00295303	-0.00247594	-0.00135261	
31.048	-0.00550136	0.00139141	-0.00410433	-0.00344747	-0.00188336	
31.052	-0.00624954	0.00157982	-0.00467165	-0.00392626	-0.00214493	
31.072	-0.00994057	0.00250923	-0.00747113	-0.00628908	-0.00343574	
31.0756	-0.0105526	0.00266331	-0.00793549	-0.00668106	-0.00364988	
31.08	-0.0113623	0.00286719	-0.00855002	-0.0071998	-0.00393327	
31.08	-0.011413	0.00287995	-0.00858845	-0.00723224	-0.00395099	
31.088	-0.0128587	0.00324392	-0.00968569	-0.00815851	-0.00445702	
31.092	-0.0135602	0.0034205	-0.0102183	-0.00860821	-0.00470269	
31.112	-0.0170092	0.00428864	-0.0128377	-0.0108198	-0.00591091	
31.1156	-0.0175744	0.0044309	-0.0132671	-0.0111825	-0.00610902	
31.12	-0.0183206	0.0046187	-0.0138341	-0.0116613	-0.00637059	
31.12	-0.0183686	0.00463079	-0.0138706	-0.0116921	-0.00638742	
31.128	-0.0196982	0.00496542	-0.014881	-0.0125454	-0.00685359	
31.132	-0.0203325	0.00512501	-0.0153633	-0.0129527	-0.00707608	
31.152	-0.0234384	0.00590655	-0.0177251	-0.0149476	-0.00816593	
31.1556	-0.0239405	0.00603287	-0.0181071	-0.0152703	-0.00834219	
31.16	-0.0246014	0.00619915	-0.0186099	-0.015695	-0.00857424	
31.16	-0.0246454	0.00621022	-0.0186433	-0.0157233	-0.00858968	
31.168	-0.0258204	0.00650585	-0.0195374	-0.0164786	-0.0090023	
31.172	-0.0263693	0.00664391	-0.0199552	-0.0168316	-0.00919514	
31.192	-0.0290436	0.00731663	-0.0219913	-0.018552	-0.010135	
31.1956	-0.0294683	0.00742345	-0.0223147	-0.0188253	-0.0102843	
31.2	-0.0300253	0.00756355	-0.022739	-0.0191838	-0.0104802	
31.2	-0.030064	0.00757329	-0.0227685	-0.0192087	-0.0104938	
31.208	-0.0310514	0.00782162	-0.0235206	-0.0198443	-0.010841	
31.212	-0.0314996	0.00793434	-0.0238622	-0.020133	-0.0109987	
31.232	-0.0336685	0.00847974	-0.0255152	-0.0215302	-0.011762	
31.2356	-0.0340042	0.00856416	-0.0257712	-0.0217466	-0.0118802	
31.24	-0.0344422	0.00867429	-0.0261052	-0.0220289	-0.0120344	
31.24	-0.0344745	0.00868242	-0.0261298	-0.0220497	-0.0120458	
31.248	-0.0352474	0.00887676	-0.0267192	-0.0225479	-0.012318	
31.252	-0.0355831	0.00896115	-0.0269753	-0.0227644	-0.0124363	
31.272	-0.0371892	0.00936491	-0.0282007	-0.0238004	-0.0130022	
31.2756	-0.0374273	0.00942477	-0.0283824	-0.0239541	-0.0130862	
31.28	-0.0377349	0.0095021	-0.0286173	-0.0241527	-0.0131947	
31.28	-0.03776	0.00950841	-0.0286364	-0.0241688	-0.0132035	
31.288	-0.0382987	0.00964381	-0.0290475	-0.0245165	-0.0133934	
31.292	-0.0385135	0.0096978	-0.0292117	-0.0246553	-0.0134693	
31.312	-0.0395175	0.00995011	-0.0299786	-0.025304	-0.0138236	
31.3156	-0.0396524	0.00998401	-0.0300818	-0.0253912	-0.0138713	
31.32	-0.0398225	0.0100268	-0.0302119	-0.0255013	-0.0139314	
31.32	-0.0398397	0.0100311	-0.030225	-0.0255123	-0.0139375	
31.328	-0.0401316	0.0101044	-0.0304481	-0.0257011	-0.0140406	
31.332	-0.0402212	0.0101269	-0.0305167	-0.0257592	-0.0140723	
31.352	-0.0406026	0.0102227	-0.0308091	-0.0260067	-0.0142075	
31.3556	-0.0406319	0.01023	-0.0308317	-0.0260258	-0.014218	
31.36	-0.0406617	0.0102375	-0.0308547	-0.0260454	-0.0142287	
31.36	-0.0406706	0.0102397	-0.0308615	-0.0260511	-0.0142318	
31.368	-0.040711	0.0102498	-0.0308928	-0.0260777	-0.0142463	
31.372	-0.0406745	0.0102407	-0.0308653	-0.0260546	-0.0142337	
31.392	-0.0404321	0.0101796	-0.0306817	-0.0258996	-0.014149	
31.3956	-0.0403566	0.0101606	-0.0306243	-0.0258512	-0.0141226	
31.4	-0.0402474	0.0101331	-0.0305414	-0.0257811	-0.0140843	
31.4	-0.0402479	0.0101332	-0.0305417	-0.0257814	-0.0140845	
31.408	-0.0400396	0.0100808	-0.0303833	-0.0256476	-0.0140114	
31.412	-0.0398804	0.0100408	-0.0302622	-0.0255453	-0.0139554	
31.432	-0.0390315	0.00982722	-0.0296159	-0.0249992	-0.0136571	
31.4356	-0.0388552	0.00978287	-0.0294817	-0.0248858	-0.0135952	
31.44	-0.0386126	0.00972185	-0.0292969	-0.0247297	-0.0135099	
31.44	-0.0386048	0.00971989	-0.029291	-0.0247247	-0.0135071	
31.448	-0.0381582	0.00960757	-0.0289508	-0.0244372	-0.0133501	
31.452	-0.0378829	0.00953833	-0.0287412	-0.0242601	-0.0132533	
31.472	-0.0364631	0.00918122	-0.0276596	-0.0233461	-0.012754	
31.4756	-0.036193	0.00911328	-0.0274539	-0.0231722	-0.0126591	
31.48	-0.0358264	0.00902108	-0.0271747	-0.0229363	-0.0125302	
31.48	-0.0358107	0.00901713	-0.0271627	-0.0229262	-0.0125246	
31.488	-0.0351431	0.00884924	-0.0266542	-0.0224964	-0.0122899	
31.492	-0.034762	0.00875338	-0.026364	-0.0222512	-0.0121559	
31.512	-0.0328234	0.00826576	-0.0248875	-0.0210036	-0.0114743	
31.5156	-0.0324691	0.00817665	-0.0246177	-0.0207756	-0.0113498	
31.52	-0.0319917	0.00805656	-0.0242542	-0.0204684	-0.011182	
31.52	-0.0319686	0.00805077	-0.0242366	-0.0204536	-0.0111738	
31.528	-0.0311039	0.00783325	-0.0235781	-0.0198972	-0.0108699	
31.532	-0.0306302	0.00771409	-0.0232175	-0.0195925	-0.0107034	
31.552	-0.0282398	0.00711276	-0.0213979	-0.0180551	-0.00986355	
31.5556	-0.0278134	0.00700551	-0.0210734	-0.017781	-0.0097138	
31.56	-0.0272414	0.0068616	-0.0206381	-0.0174132	-0.00951288	
31.56	-0.0272119	0.00685417	-0.0206156	-0.0173942	-0.00950249	
31.568	-0.0261792	0.00659438	-0.0198298	-0.0167303	-0.00913982	
31.572	-0.0256288	0.0064559	-0.0194111	-0.0163766	-0.00894659	
31.592	-0.0228664	0.00576085	-0.0173098	-0.0146016	-0.00797691	
31.5956	-0.0223821	0.00563899	-0.0169415	-0.0142906	-0.00780697	
31.6	-0.0217343	0.00547599	-0.016449	-0.0138745	-0.00757969	
31.6	-0.0216993	0.00546717	-0.0164223	-0.013852	-0.00756737	
31.608	-0.0205328	0.00517365	-0.0155354	-0.0131029	-0.00715814	
31.612	-0.0199236	0.00502034	-0.0150723	-0.0127118	-0.00694451	
31.632	-0.016879	0.00425411	-0.0127586	-0.0107578	-0.00587703	
31.6356	-0.0163524	0.00412157	-0.0123585	-0.01042	-0.00569247	
31.64	-0.0156498	0.00394474	-0.0118247	-0.00996931	-0.00544626	
31.64	-0.0156104	0.00393481	-0.0117948	-0.00994399	-0.00543243	
31.648	-0.0143477	0.00361699	-0.0108357	-0.00913414	-0.00499	
31.652	-0.0136993	0.00345376	-0.0103432	-0.00871839	-0.00476288	
31.672	-0.0104697	0.00264076	-0.00789142	-0.00664845	-0.00363206	
31.6756	-0.00991751	0.00250173	-0.00747234	-0.00629467	-0.0034388	
31.68	-0.00918239	0.00231665	-0.00691449	-0.00582376	-0.00318154	
31.68	-0.00913983	0.00230594	-0.00688218	-0.00579649	-0.00316664	
31.688	-0.00782098	0.00197389	-0.00588148	-0.00495178	-0.00270517	
31.692	-0.0071536	0.00180584	-0.00537526	-0.00452451	-0.00247175	
31.712	-0.0038406	0.000971579	-0.0028629	-0.00240413	-0.00131338	
31.7156	-0.00328007	0.000830416	-0.00243799	-0.00204555	-0.00111749	
31.72	-0.00253537	0.000642867	-0.00187351	-0.00156921	-0.000857262	
31.72	-0.00249106	0.000631709	-0.00183991	-0.00154085	-0.00084177	
31.728	-0.0011572	0.00029577	-0.000828976	-0.000687787	-0.000375739	
31.732	-0.000491611	0.000128124	-0.000324709	-0.000262311	-0.000143301	
31.752	0.00280221	-0.000701569	0.0021702	0.00184263	0.00100663	
31.7556	0.00335378	-0.000840519	0.00258784	0.00219495	0.00119911	
31.76	0.00408511	-0.00102476	0.00314153	0.00266204	0.00145428	
31.76	0.0041298	-0.00103602	0.00317538	0.00269059	0.00146988	
31.768	0.00543761	-0.0013655	0.0041654	0.00352572	0.00192611	
31.772	0.00608103	-0.00152761	0.0046523	0.00393641	0.00215047	
31.792	0.00925504	-0.00232738	0.00705364	0.00596171	0.0032569	
31.7956	0.00978088	-0.00245989	0.00745132	0.00629709	0.00344011	
31.8	0.0104766	-0.00263523	0.00797746	0.00674078	0.0036825	
31.8	0.0105203	-0.00264623	0.00801051	0.00676865	0.00369773	
31.808	0.0117624	-0.00295924	0.00894966	0.0075606	0.00413037	
31.812	0.0123642	-0.00311094	0.00940458	0.00794418	0.00433992	
31.832	0.0153229	-0.00385667	0.0116404	0.00982925	0.00536975	
31.8356	0.0158072	-0.00397877	0.0120063	0.0101377	0.00553826	
31.84	0.0164466	-0.00413994	0.0124892	0.0105448	0.00576067	
31.84	0.0164879	-0.00415036	0.0125205	0.0105712	0.00577507	
31.848	0.0176271	-0.00443753	0.0133809	0.0112965	0.0061713	
31.852	0.0181695	-0.00457429	0.0137904	0.0116417	0.00635989	
31.872	0.0208252	-0.00524386	0.0157951	0.0133313	0.00728294	
31.8756	0.0212538	-0.00535194	0.0161185	0.0136039	0.00743186	
31.88	0.021818	-0.0054942	0.0165442	0.0139627	0.00762785	
31.88	0.0218558	-0.00550372	0.0165728	0.0139867	0.00764098	
31.888	0.0228586	-0.0057566	0.0173294	0.0146243	0.00798932	
31.892	0.0233259	-0.00587444	0.0176818	0.0149213	0.00815155	
31.912	0.0256016	-0.00644837	0.0193979	0.0163673	0.00894148	
31.9156	0.0259622	-0.00653931	0.0196697	0.0165963	0.00906659	
31.92	0.0264349	-0.00665856	0.0200261	0.0168965	0.00923062	
31.92	0.0264681	-0.00666691	0.020051	0.0169176	0.00924211	
31.928	0.0273058	-0.00687821	0.0206825	0.0174496	0.00953274	
31.932	0.0276847	-0.00697379	0.0209679	0.01769	0.00966411	
31.952	0.0295162	-0.00743583	0.0223478	0.0188524	0.0102991	
31.9556	0.0297987	-0.0075071	0.0225605	0.0190316	0.010397	
31.96	0.030167	-0.00760001	0.0228379	0.0192652	0.0105246	
31.96	0.0301945	-0.00760694	0.0228586	0.0192826	0.0105341	
31.968	0.0308439	-0.00777078	0.0233477	0.0196945	0.0107592	
31.972	0.0311241	-0.00784149	0.0235586	0.0198721	0.0108562	
