t	ddtheta1	ddtheta2	ddpsi	ddy	ddz	
168.28	3.73277e-14	-9.40253e-15	2.82754e-14	2.3856e-14	1.30326e-14	
168.28	3.87102e-14	-9.75077e-15	2.93226e-14	2.47396e-14	1.35153e-14	
168.288	4.00927e-14	-1.0099e-14	3.03698e-14	2.56232e-14	1.3998e-14	
168.292	4.00927e-14	-1.0099e-14	3.03698e-14	2.56232e-14	1.3998e-14	
168.312	3.73277e-14	-9.40253e-15	2.82754e-14	2.3856e-14	1.30326e-14	
168.316	4.14752e-14	-1.04473e-14	3.14171e-14	2.65067e-14	1.44807e-14	
168.32	2.21201e-14	-5.57187e-15	1.67558e-14	1.41369e-14	7.72303e-15	
168.32	2.21201e-14	-5.57187e-15	1.67558e-14	1.41369e-14	7.72303e-15	
168.328	2.21201e-14	-5.57187e-15	1.67558e-14	1.41369e-14	7.72303e-15	
168.332	2.35026e-14	-5.92011e-15	1.7803e-14	1.50205e-14	8.20572e-15	
168.352	2.21201e-14	-5.57187e-15	1.67558e-14	1.41369e-14	7.72303e-15	
168.356	2.21201e-14	-5.57187e-15	1.67558e-14	1.41369e-14	7.72303e-15	
168.36	8.29505e-15	-2.08945e-15	6.28341e-15	5.30134e-15	2.89614e-15	
168.36	8.29505e-15	-2.08945e-15	6.28341e-15	5.30134e-15	2.89614e-15	
168.368	4.14752e-15	-1.04473e-15	3.14171e-15	2.65067e-15	1.44807e-15	
168.372	9.67755e-15	-2.43769e-15	7.33065e-15	6.1849e-15	3.37883e-15	
168.392	6.91254e-15	-1.74121e-15	5.23618e-15	4.41779e-15	2.41345e-15	
168.396	5.53003e-15	-1.39297e-15	4.18894e-15	3.53423e-15	1.93076e-15	
168.4	-2.76502e-15	6.96483e-16	-2.09447e-15	-1.76711e-15	-9.65379e-16	
168.4	-5.53003e-15	1.39297e-15	-4.18894e-15	-3.53423e-15	-1.93076e-15	
168.408	8.29505e-15	-2.08945e-15	6.28341e-15	5.30134e-15	2.89614e-15	
168.412	6.91254e-15	-1.74121e-15	5.23618e-15	4.41779e-15	2.41345e-15	
168.432	6.91254e-15	-1.74121e-15	5.23618e-15	4.41779e-15	2.41345e-15	
168.436	-9.67755e-15	2.43769e-15	-7.33065e-15	-6.1849e-15	-3.37883e-15	
168.44	-5.53003e-15	1.39297e-15	-4.18894e-15	-3.53423e-15	-1.93076e-15	
168.44	-9.67755e-15	2.43769e-15	-7.33065e-15	-6.1849e-15	-3.37883e-15	
168.448	-1.24426e-14	3.13418e-15	-9.42512e-15	-7.95202e-15	-4.34421e-15	
168.452	-1.10601e-14	2.78593e-15	-8.37789e-15	-7.06846e-15	-3.86152e-15	
168.472	-1.38251e-14	3.48242e-15	-1.04724e-14	-8.83557e-15	-4.8269e-15	
168.476	-2.21201e-14	5.57187e-15	-1.67558e-14	-1.41369e-14	-7.72303e-15	
168.48	-2.35026e-14	5.92011e-15	-1.7803e-14	-1.50205e-14	-8.20572e-15	
168.48	-2.35026e-14	5.92011e-15	-1.7803e-14	-1.50205e-14	-8.20572e-15	
168.488	-1.10601e-14	2.78593e-15	-8.37789e-15	-7.06846e-15	-3.86152e-15	
168.492	-1.10601e-14	2.78593e-15	-8.37789e-15	-7.06846e-15	-3.86152e-15	
168.512	-1.65901e-14	4.1789e-15	-1.25668e-14	-1.06027e-14	-5.79227e-15	
168.516	-2.90327e-14	7.31308e-15	-2.1992e-14	-1.85547e-14	-1.01365e-14	
168.52	-2.48851e-14	6.26835e-15	-1.88502e-14	-1.5904e-14	-8.68841e-15	
168.52	-2.90327e-14	7.31308e-15	-2.1992e-14	-1.85547e-14	-1.01365e-14	
168.528	-2.35026e-14	5.92011e-15	-1.7803e-14	-1.50205e-14	-8.20572e-15	
168.532	-2.90327e-14	7.31308e-15	-2.1992e-14	-1.85547e-14	-1.01365e-14	
168.552	-2.62676e-14	6.61659e-15	-1.98975e-14	-1.67876e-14	-9.1711e-15	
168.556	-3.73277e-14	9.40253e-15	-2.82754e-14	-2.3856e-14	-1.30326e-14	
168.56	-3.73277e-14	9.40253e-15	-2.82754e-14	-2.3856e-14	-1.30326e-14	
168.56	-3.87102e-14	9.75077e-15	-2.93226e-14	-2.47396e-14	-1.35153e-14	
168.568	-3.17977e-14	8.00956e-15	-2.40864e-14	-2.03218e-14	-1.11019e-14	
168.572	-3.04152e-14	7.66132e-15	-2.30392e-14	-1.94383e-14	-1.06192e-14	
168.592	-2.76502e-14	6.96483e-15	-2.09447e-14	-1.76711e-14	-9.65379e-15	
168.596	-2.90327e-14	7.31308e-15	-2.1992e-14	-1.85547e-14	-1.01365e-14	
168.6	-3.87102e-14	9.75077e-15	-2.93226e-14	-2.47396e-14	-1.35153e-14	
168.6	-2.90327e-14	7.31308e-15	-2.1992e-14	-1.85547e-14	-1.01365e-14	
168.608	-4.42402e-14	1.11437e-14	-3.35115e-14	-2.82738e-14	-1.54461e-14	
168.612	-4.42402e-14	1.11437e-14	-3.35115e-14	-2.82738e-14	-1.54461e-14	
168.632	-4.70053e-14	1.18402e-14	-3.5606e-14	-3.00409e-14	-1.64114e-14	
168.636	-4.70053e-14	1.18402e-14	-3.5606e-14	-3.00409e-14	-1.64114e-14	
168.64	-4.70053e-14	1.18402e-14	-3.5606e-14	-3.00409e-14	-1.64114e-14	
168.64	-4.83878e-14	1.21885e-14	-3.66533e-14	-3.09245e-14	-1.68941e-14	
168.648	-4.56228e-14	1.1492e-14	-3.45588e-14	-2.91574e-14	-1.59288e-14	
168.652	-4.56228e-14	1.1492e-14	-3.45588e-14	-2.91574e-14	-1.59288e-14	
168.672	-4.56228e-14	1.1492e-14	-3.45588e-14	-2.91574e-14	-1.59288e-14	
168.676	-4.42402e-14	1.11437e-14	-3.35115e-14	-2.82738e-14	-1.54461e-14	
168.68	-4.28577e-14	1.07955e-14	-3.24643e-14	-2.73903e-14	-1.49634e-14	
168.68	-4.56228e-14	1.1492e-14	-3.45588e-14	-2.91574e-14	-1.59288e-14	
168.688	-4.28577e-14	1.07955e-14	-3.24643e-14	-2.73903e-14	-1.49634e-14	
168.692	-4.28577e-14	1.07955e-14	-3.24643e-14	-2.73903e-14	-1.49634e-14	
168.712	-4.56228e-14	1.1492e-14	-3.45588e-14	-2.91574e-14	-1.59288e-14	
168.716	-4.56228e-14	1.1492e-14	-3.45588e-14	-2.91574e-14	-1.59288e-14	
168.72	-4.42402e-14	1.11437e-14	-3.35115e-14	-2.82738e-14	-1.54461e-14	
168.72	-4.42402e-14	1.11437e-14	-3.35115e-14	-2.82738e-14	-1.54461e-14	
168.728	-5.94478e-14	1.49744e-14	-4.50311e-14	-3.7993e-14	-2.07556e-14	
168.732	-5.94478e-14	1.49744e-14	-4.50311e-14	-3.7993e-14	-2.07556e-14	
168.752	-6.08303e-14	1.53226e-14	-4.60784e-14	-3.88765e-14	-2.12383e-14	
168.756	-6.08303e-14	1.53226e-14	-4.60784e-14	-3.88765e-14	-2.12383e-14	
168.76	-6.08303e-14	1.53226e-14	-4.60784e-14	-3.88765e-14	-2.12383e-14	
168.76	-6.08303e-14	1.53226e-14	-4.60784e-14	-3.88765e-14	-2.12383e-14	
168.768	-5.94478e-14	1.49744e-14	-4.50311e-14	-3.7993e-14	-2.07556e-14	
168.772	-5.94478e-14	1.49744e-14	-4.50311e-14	-3.7993e-14	-2.07556e-14	
168.792	-5.94478e-14	1.49744e-14	-4.50311e-14	-3.7993e-14	-2.07556e-14	
168.796	-5.94478e-14	1.49744e-14	-4.50311e-14	-3.7993e-14	-2.07556e-14	
168.8	-5.94478e-14	1.49744e-14	-4.50311e-14	-3.7993e-14	-2.07556e-14	
168.8	-5.94478e-14	1.49744e-14	-4.50311e-14	-3.7993e-14	-2.07556e-14	
168.808	-5.80653e-14	1.46262e-14	-4.39839e-14	-3.71094e-14	-2.0273e-14	
168.812	-5.80653e-14	1.46262e-14	-4.39839e-14	-3.71094e-14	-2.0273e-14	
168.832	-5.80653e-14	1.46262e-14	-4.39839e-14	-3.71094e-14	-2.0273e-14	
168.836	-5.80653e-14	1.46262e-14	-4.39839e-14	-3.71094e-14	-2.0273e-14	
168.84	-5.53003e-14	1.39297e-14	-4.18894e-14	-3.53423e-14	-1.93076e-14	
168.84	-5.80653e-14	1.46262e-14	-4.39839e-14	-3.71094e-14	-2.0273e-14	
168.848	-5.66828e-14	1.42779e-14	-4.29367e-14	-3.62258e-14	-1.97903e-14	
168.852	-5.66828e-14	1.42779e-14	-4.29367e-14	-3.62258e-14	-1.97903e-14	
168.872	-5.25353e-14	1.32332e-14	-3.9795e-14	-3.35752e-14	-1.83422e-14	
168.876	-5.25353e-14	1.32332e-14	-3.9795e-14	-3.35752e-14	-1.83422e-14	
168.88	-5.53003e-14	1.39297e-14	-4.18894e-14	-3.53423e-14	-1.93076e-14	
168.88	-5.53003e-14	1.39297e-14	-4.18894e-14	-3.53423e-14	-1.93076e-14	
168.888	-5.11528e-14	1.28849e-14	-3.87477e-14	-3.26916e-14	-1.78595e-14	
168.892	-5.11528e-14	1.28849e-14	-3.87477e-14	-3.26916e-14	-1.78595e-14	
168.912	-5.39178e-14	1.35814e-14	-4.08422e-14	-3.44587e-14	-1.88249e-14	
168.916	-5.39178e-14	1.35814e-14	-4.08422e-14	-3.44587e-14	-1.88249e-14	
168.92	-5.11528e-14	1.28849e-14	-3.87477e-14	-3.26916e-14	-1.78595e-14	
168.92	-5.39178e-14	1.35814e-14	-4.08422e-14	-3.44587e-14	-1.88249e-14	
168.928	-3.73277e-14	9.40253e-15	-2.82754e-14	-2.3856e-14	-1.30326e-14	
168.932	-3.87102e-14	9.75077e-15	-2.93226e-14	-2.47396e-14	-1.35153e-14	
168.952	-4.00927e-14	1.0099e-14	-3.03698e-14	-2.56232e-14	-1.3998e-14	
168.956	-4.00927e-14	1.0099e-14	-3.03698e-14	-2.56232e-14	-1.3998e-14	
168.96	-3.59452e-14	9.05429e-15	-2.72281e-14	-2.29725e-14	-1.25499e-14	
168.96	-3.87102e-14	9.75077e-15	-2.93226e-14	-2.47396e-14	-1.35153e-14	
168.968	-3.87102e-14	9.75077e-15	-2.93226e-14	-2.47396e-14	-1.35153e-14	
168.972	-4.14752e-14	1.04473e-14	-3.14171e-14	-2.65067e-14	-1.44807e-14	
168.992	-3.31802e-14	8.3578e-15	-2.51337e-14	-2.12054e-14	-1.15845e-14	
168.996	-3.31802e-14	8.3578e-15	-2.51337e-14	-2.12054e-14	-1.15845e-14	
169	-3.31802e-14	8.3578e-15	-2.51337e-14	-2.12054e-14	-1.15845e-14	
169	-3.31802e-14	8.3578e-15	-2.51337e-14	-2.12054e-14	-1.15845e-14	
169.008	-3.73277e-14	9.40253e-15	-2.82754e-14	-2.3856e-14	-1.30326e-14	
169.012	-3.59452e-14	9.05429e-15	-2.72281e-14	-2.29725e-14	-1.25499e-14	
169.032	-3.59452e-14	9.05429e-15	-2.72281e-14	-2.29725e-14	-1.25499e-14	
169.036	-2.90327e-14	7.31308e-15	-2.1992e-14	-1.85547e-14	-1.01365e-14	
169.04	-2.90327e-14	7.31308e-15	-2.1992e-14	-1.85547e-14	-1.01365e-14	
169.04	-2.90327e-14	7.31308e-15	-2.1992e-14	-1.85547e-14	-1.01365e-14	
169.048	-1.93551e-14	4.87538e-15	-1.46613e-14	-1.23698e-14	-6.75765e-15	
169.052	-2.35026e-14	5.92011e-15	-1.7803e-14	-1.50205e-14	-8.20572e-15	
169.072	-2.07376e-14	5.22363e-15	-1.57085e-14	-1.32534e-14	-7.24034e-15	
169.076	-2.07376e-14	5.22363e-15	-1.57085e-14	-1.32534e-14	-7.24034e-15	
169.08	-2.07376e-14	5.22363e-15	-1.57085e-14	-1.32534e-14	-7.24034e-15	
169.08	-4.14752e-15	1.04473e-15	-3.14171e-15	-2.65067e-15	-1.44807e-15	
169.088	-1.38251e-14	3.48242e-15	-1.04724e-14	-8.83557e-15	-4.8269e-15	
169.092	-1.38251e-14	3.48242e-15	-1.04724e-14	-8.83557e-15	-4.8269e-15	
169.112	-1.65901e-14	4.1789e-15	-1.25668e-14	-1.06027e-14	-5.79227e-15	
169.116	-4.14752e-15	1.04473e-15	-3.14171e-15	-2.65067e-15	-1.44807e-15	
169.12	-6.91254e-15	1.74121e-15	-5.23618e-15	-4.41779e-15	-2.41345e-15	
169.12	-4.14752e-15	1.04473e-15	-3.14171e-15	-2.65067e-15	-1.44807e-15	
169.128	-3.23811e-29	1.74525e-29	7.86493e-29	9.15751e-29	5.00277e-29	
169.132	-2.76502e-15	6.96483e-16	-2.09447e-15	-1.76711e-15	-9.65379e-16	
169.152	-3.51159e-29	1.89265e-29	8.52918e-29	9.93093e-29	5.42529e-29	
169.156	-4.07811e-29	2.19799e-29	9.9052e-29	1.15331e-28	6.30055e-29	
169.16	8.29505e-15	-2.08945e-15	6.28341e-15	5.30134e-15	2.89614e-15	
169.16	1.10601e-14	-2.78593e-15	8.37789e-15	7.06846e-15	3.86152e-15	
169.168	1.38251e-14	-3.48242e-15	1.04724e-14	8.83557e-15	4.8269e-15	
169.172	1.38251e-14	-3.48242e-15	1.04724e-14	8.83557e-15	4.8269e-15	
169.192	1.24426e-14	-3.13418e-15	9.42512e-15	7.95202e-15	4.34421e-15	
169.196	1.24426e-14	-3.13418e-15	9.42512e-15	7.95202e-15	4.34421e-15	
169.2	2.21201e-14	-5.57187e-15	1.67558e-14	1.41369e-14	7.72303e-15	
169.2	2.21201e-14	-5.57187e-15	1.67558e-14	1.41369e-14	7.72303e-15	
169.208	1.24426e-14	-3.13418e-15	9.42512e-15	7.95202e-15	4.34421e-15	
169.212	1.24426e-14	-3.13418e-15	9.42512e-15	7.95202e-15	4.34421e-15	
169.232	1.65901e-14	-4.1789e-15	1.25668e-14	1.06027e-14	5.79227e-15	
169.236	2.21201e-14	-5.57187e-15	1.67558e-14	1.41369e-14	7.72303e-15	
169.24	2.21201e-14	-5.57187e-15	1.67558e-14	1.41369e-14	7.72303e-15	
169.24	2.48851e-14	-6.26835e-15	1.88502e-14	1.5904e-14	8.68841e-15	
169.248	2.48851e-14	-6.26835e-15	1.88502e-14	1.5904e-14	8.68841e-15	
169.252	2.48851e-14	-6.26835e-15	1.88502e-14	1.5904e-14	8.68841e-15	
169.272	2.35026e-14	-5.92011e-15	1.7803e-14	1.50205e-14	8.20572e-15	
169.276	2.76502e-14	-6.96483e-15	2.09447e-14	1.76711e-14	9.65379e-15	
169.28	2.76502e-14	-6.96483e-15	2.09447e-14	1.76711e-14	9.65379e-15	
169.28	2.76502e-14	-6.96483e-15	2.09447e-14	1.76711e-14	9.65379e-15	
169.288	2.35026e-14	-5.92011e-15	1.7803e-14	1.50205e-14	8.20572e-15	
169.292	3.04152e-14	-7.66132e-15	2.30392e-14	1.94383e-14	1.06192e-14	
169.312	2.62676e-14	-6.61659e-15	1.98975e-14	1.67876e-14	9.1711e-15	
169.316	2.21201e-14	-5.57187e-15	1.67558e-14	1.41369e-14	7.72303e-15	
169.32	2.35026e-14	-5.92011e-15	1.7803e-14	1.50205e-14	8.20572e-15	
169.32	2.48851e-14	-6.26835e-15	1.88502e-14	1.5904e-14	8.68841e-15	
169.328	4.70053e-14	-1.18402e-14	3.5606e-14	3.00409e-14	1.64114e-14	
169.332	4.42402e-14	-1.11437e-14	3.35115e-14	2.82738e-14	1.54461e-14	
169.352	4.28577e-14	-1.07955e-14	3.24643e-14	2.73903e-14	1.49634e-14	
169.356	4.42402e-14	-1.11437e-14	3.35115e-14	2.82738e-14	1.54461e-14	
169.36	4.28577e-14	-1.07955e-14	3.24643e-14	2.73903e-14	1.49634e-14	
169.36	4.28577e-14	-1.07955e-14	3.24643e-14	2.73903e-14	1.49634e-14	
169.368	4.56228e-14	-1.1492e-14	3.45588e-14	2.91574e-14	1.59288e-14	
169.372	4.56228e-14	-1.1492e-14	3.45588e-14	2.91574e-14	1.59288e-14	
169.392	4.28577e-14	-1.07955e-14	3.24643e-14	2.73903e-14	1.49634e-14	
169.396	4.28577e-14	-1.07955e-14	3.24643e-14	2.73903e-14	1.49634e-14	
169.4	4.28577e-14	-1.07955e-14	3.24643e-14	2.73903e-14	1.49634e-14	
169.4	4.28577e-14	-1.07955e-14	3.24643e-14	2.73903e-14	1.49634e-14	
169.408	4.42402e-14	-1.11437e-14	3.35115e-14	2.82738e-14	1.54461e-14	
169.412	4.42402e-14	-1.11437e-14	3.35115e-14	2.82738e-14	1.54461e-14	
169.432	4.56228e-14	-1.1492e-14	3.45588e-14	2.91574e-14	1.59288e-14	
169.436	4.56228e-14	-1.1492e-14	3.45588e-14	2.91574e-14	1.59288e-14	
169.44	4.56228e-14	-1.1492e-14	3.45588e-14	2.91574e-14	1.59288e-14	
169.44	4.56228e-14	-1.1492e-14	3.45588e-14	2.91574e-14	1.59288e-14	
169.448	5.39178e-14	-1.35814e-14	4.08422e-14	3.44587e-14	1.88249e-14	
169.452	5.39178e-14	-1.35814e-14	4.08422e-14	3.44587e-14	1.88249e-14	
169.472	5.53003e-14	-1.39297e-14	4.18894e-14	3.53423e-14	1.93076e-14	
169.476	5.53003e-14	-1.39297e-14	4.18894e-14	3.53423e-14	1.93076e-14	
169.48	5.53003e-14	-1.39297e-14	4.18894e-14	3.53423e-14	1.93076e-14	
169.48	5.25353e-14	-1.32332e-14	3.9795e-14	3.35752e-14	1.83422e-14	
169.488	4.00927e-14	-1.0099e-14	3.03698e-14	2.56232e-14	1.3998e-14	
169.492	4.00927e-14	-1.0099e-14	3.03698e-14	2.56232e-14	1.3998e-14	
169.512	4.00927e-14	-1.0099e-14	3.03698e-14	2.56232e-14	1.3998e-14	
169.516	4.28577e-14	-1.07955e-14	3.24643e-14	2.73903e-14	1.49634e-14	
169.52	4.28577e-14	-1.07955e-14	3.24643e-14	2.73903e-14	1.49634e-14	
169.52	4.00927e-14	-1.0099e-14	3.03698e-14	2.56232e-14	1.3998e-14	
169.528	5.25353e-14	-1.32332e-14	3.9795e-14	3.35752e-14	1.83422e-14	
169.532	5.25353e-14	-1.32332e-14	3.9795e-14	3.35752e-14	1.83422e-14	
169.552	5.25353e-14	-1.32332e-14	3.9795e-14	3.35752e-14	1.83422e-14	
169.556	5.25353e-14	-1.32332e-14	3.9795e-14	3.35752e-14	1.83422e-14	
169.56	5.25353e-14	-1.32332e-14	3.9795e-14	3.35752e-14	1.83422e-14	
169.56	5.25353e-14	-1.32332e-14	3.9795e-14	3.35752e-14	1.83422e-14	
169.568	5.25353e-14	-1.32332e-14	3.9795e-14	3.35752e-14	1.83422e-14	
169.572	5.11528e-14	-1.28849e-14	3.87477e-14	3.26916e-14	1.78595e-14	
169.592	5.11528e-14	-1.28849e-14	3.87477e-14	3.26916e-14	1.78595e-14	
169.596	5.11528e-14	-1.28849e-14	3.87477e-14	3.26916e-14	1.78595e-14	
169.6	5.11528e-14	-1.28849e-14	3.87477e-14	3.26916e-14	1.78595e-14	
169.6	5.11528e-14	-1.28849e-14	3.87477e-14	3.26916e-14	1.78595e-14	
169.608	5.25353e-14	-1.32332e-14	3.9795e-14	3.35752e-14	1.83422e-14	
169.612	5.25353e-14	-1.32332e-14	3.9795e-14	3.35752e-14	1.83422e-14	
169.632	4.83878e-14	-1.21885e-14	3.66533e-14	3.09245e-14	1.68941e-14	
169.636	4.83878e-14	-1.21885e-14	3.66533e-14	3.09245e-14	1.68941e-14	
169.64	5.11528e-14	-1.28849e-14	3.87477e-14	3.26916e-14	1.78595e-14	
169.64	5.11528e-14	-1.28849e-14	3.87477e-14	3.26916e-14	1.78595e-14	
169.648	3.87102e-14	-9.75077e-15	2.93226e-14	2.47396e-14	1.35153e-14	
169.652	3.87102e-14	-9.75077e-15	2.93226e-14	2.47396e-14	1.35153e-14	
169.672	3.87102e-14	-9.75077e-15	2.93226e-14	2.47396e-14	1.35153e-14	
169.676	3.87102e-14	-9.75077e-15	2.93226e-14	2.47396e-14	1.35153e-14	
169.68	3.87102e-14	-9.75077e-15	2.93226e-14	2.47396e-14	1.35153e-14	
169.68	3.87102e-14	-9.75077e-15	2.93226e-14	2.47396e-14	1.35153e-14	
169.688	3.59452e-14	-9.05429e-15	2.72281e-14	2.29725e-14	1.25499e-14	
169.692	3.59452e-14	-9.05429e-15	2.72281e-14	2.29725e-14	1.25499e-14	
169.712	3.17977e-14	-8.00956e-15	2.40864e-14	2.03218e-14	1.11019e-14	
169.716	3.17977e-14	-8.00956e-15	2.40864e-14	2.03218e-14	1.11019e-14	
169.72	3.17977e-14	-8.00956e-15	2.40864e-14	2.03218e-14	1.11019e-14	
169.72	3.17977e-14	-8.00956e-15	2.40864e-14	2.03218e-14	1.11019e-14	
169.728	3.17977e-14	-8.00956e-15	2.40864e-14	2.03218e-14	1.11019e-14	
169.732	3.17977e-14	-8.00956e-15	2.40864e-14	2.03218e-14	1.11019e-14	
169.752	3.45627e-14	-8.70604e-15	2.61809e-14	2.20889e-14	1.20672e-14	
169.756	3.45627e-14	-8.70604e-15	2.61809e-14	2.20889e-14	1.20672e-14	
169.76	3.59452e-14	-9.05429e-15	2.72281e-14	2.29725e-14	1.25499e-14	
169.76	3.59452e-14	-9.05429e-15	2.72281e-14	2.29725e-14	1.25499e-14	
169.768	1.52076e-14	-3.83066e-15	1.15196e-14	9.71913e-15	5.30958e-15	
169.772	2.07376e-14	-5.22363e-15	1.57085e-14	1.32534e-14	7.24034e-15	
169.792	1.38251e-14	-3.48242e-15	1.04724e-14	8.83557e-15	4.8269e-15	
169.796	1.38251e-14	-3.48242e-15	1.04724e-14	8.83557e-15	4.8269e-15	
169.8	1.38251e-14	-3.48242e-15	1.04724e-14	8.83557e-15	4.8269e-15	
169.8	1.52076e-14	-3.83066e-15	1.15196e-14	9.71913e-15	5.30958e-15	
169.808	1.52076e-14	-3.83066e-15	1.15196e-14	9.71913e-15	5.30958e-15	
169.812	1.52076e-14	-3.83066e-15	1.15196e-14	9.71913e-15	5.30958e-15	
169.832	1.24426e-14	-3.13418e-15	9.42512e-15	7.95202e-15	4.34421e-15	
169.836	1.52076e-14	-3.83066e-15	1.15196e-14	9.71913e-15	5.30958e-15	
169.84	-2.63736e-29	1.42146e-29	6.40579e-29	7.45856e-29	4.07463e-29	
169.84	-2.58169e-29	1.39146e-29	6.27059e-29	7.30114e-29	3.98863e-29	
169.848	1.38251e-15	-3.48242e-16	1.04724e-15	8.83557e-16	4.8269e-16	
169.852	1.38251e-15	-3.48242e-16	1.04724e-15	8.83557e-16	4.8269e-16	
169.872	1.38251e-15	-3.48242e-16	1.04724e-15	8.83557e-16	4.8269e-16	
169.876	4.14752e-15	-1.04473e-15	3.14171e-15	2.65067e-15	1.44807e-15	
169.88	-1.10601e-14	2.78593e-15	-8.37789e-15	-7.06846e-15	-3.86152e-15	
169.88	-1.10601e-14	2.78593e-15	-8.37789e-15	-7.06846e-15	-3.86152e-15	
169.888	-2.51839e-29	1.35734e-29	6.11684e-29	7.12212e-29	3.89083e-29	
169.892	-2.76502e-15	6.96483e-16	-2.09447e-15	-1.76711e-15	-9.65379e-16	
169.912	-2.76502e-15	6.96483e-16	-2.09447e-15	-1.76711e-15	-9.65379e-16	
169.916	-4.14752e-15	1.04473e-15	-3.14171e-15	-2.65067e-15	-1.44807e-15	
169.92	-1.38251e-14	3.48242e-15	-1.04724e-14	-8.83557e-15	-4.8269e-15	
169.92	-1.10601e-14	2.78593e-15	-8.37789e-15	-7.06846e-15	-3.86152e-15	
169.928	-2.43719e-29	1.31358e-29	5.91961e-29	6.89248e-29	3.76538e-29	
169.932	-2.76502e-15	6.96483e-16	-2.09447e-15	-1.76711e-15	-9.65379e-16	
169.952	-4.14752e-15	1.04473e-15	-3.14171e-15	-2.65067e-15	-1.44807e-15	
169.956	-6.91254e-15	1.74121e-15	-5.23618e-15	-4.41779e-15	-2.41345e-15	
169.96	-1.52076e-14	3.83066e-15	-1.15196e-14	-9.71913e-15	-5.30958e-15	
169.96	-6.91254e-15	1.74121e-15	-5.23618e-15	-4.41779e-15	-2.41345e-15	
169.968	-1.79726e-14	4.52714e-15	-1.36141e-14	-1.14862e-14	-6.27496e-15	
169.972	-1.93551e-14	4.87538e-15	-1.46613e-14	-1.23698e-14	-6.75765e-15	
169.992	-1.65901e-14	4.1789e-15	-1.25668e-14	-1.06027e-14	-5.79227e-15	
169.996	-2.07376e-14	5.22363e-15	-1.57085e-14	-1.32534e-14	-7.24034e-15	
170	-1.79726e-14	4.52714e-15	-1.36141e-14	-1.14862e-14	-6.27496e-15	
170	-1.79726e-14	4.52714e-15	-1.36141e-14	-1.14862e-14	-6.27496e-15	
170.008	-3.31802e-14	8.3578e-15	-2.51337e-14	-2.12054e-14	-1.15845e-14	
170.012	-3.04152e-14	7.66132e-15	-2.30392e-14	-1.94383e-14	-1.06192e-14	
170.032	-3.31802e-14	8.3578e-15	-2.51337e-14	-2.12054e-14	-1.15845e-14	
170.036	-3.59452e-14	9.05429e-15	-2.72281e-14	-2.29725e-14	-1.25499e-14	
170.04	-3.59452e-14	9.05429e-15	-2.72281e-14	-2.29725e-14	-1.25499e-14	
170.04	-2.76502e-14	6.96483e-15	-2.09447e-14	-1.76711e-14	-9.65379e-15	
170.048	-3.31802e-14	8.3578e-15	-2.51337e-14	-2.12054e-14	-1.15845e-14	
170.052	-3.31802e-14	8.3578e-15	-2.51337e-14	-2.12054e-14	-1.15845e-14	
170.072	-3.45627e-14	8.70604e-15	-2.61809e-14	-2.20889e-14	-1.20672e-14	
170.076	-3.45627e-14	8.70604e-15	-2.61809e-14	-2.20889e-14	-1.20672e-14	
170.08	-3.45627e-14	8.70604e-15	-2.61809e-14	-2.20889e-14	-1.20672e-14	
170.08	-3.31802e-14	8.3578e-15	-2.51337e-14	-2.12054e-14	-1.15845e-14	
170.088	-3.31802e-14	8.3578e-15	-2.51337e-14	-2.12054e-14	-1.15845e-14	
170.092	-3.59452e-14	9.05429e-15	-2.72281e-14	-2.29725e-14	-1.25499e-14	
170.112	-3.17977e-14	8.00956e-15	-2.40864e-14	-2.03218e-14	-1.11019e-14	
170.116	-3.17977e-14	8.00956e-15	-2.40864e-14	-2.03218e-14	-1.11019e-14	
170.12	-3.17977e-14	8.00956e-15	-2.40864e-14	-2.03218e-14	-1.11019e-14	
170.12	-3.17977e-14	8.00956e-15	-2.40864e-14	-2.03218e-14	-1.11019e-14	
170.128	-4.56228e-14	1.1492e-14	-3.45588e-14	-2.91574e-14	-1.59288e-14	
170.132	-4.70053e-14	1.18402e-14	-3.5606e-14	-3.00409e-14	-1.64114e-14	
170.152	-4.83878e-14	1.21885e-14	-3.66533e-14	-3.09245e-14	-1.68941e-14	
170.156	-4.83878e-14	1.21885e-14	-3.66533e-14	-3.09245e-14	-1.68941e-14	
170.16	-4.83878e-14	1.21885e-14	-3.66533e-14	-3.09245e-14	-1.68941e-14	
170.16	-4.83878e-14	1.21885e-14	-3.66533e-14	-3.09245e-14	-1.68941e-14	
170.168	-4.83878e-14	1.21885e-14	-3.66533e-14	-3.09245e-14	-1.68941e-14	
170.172	-4.83878e-14	1.21885e-14	-3.66533e-14	-3.09245e-14	-1.68941e-14	
170.192	-4.83878e-14	1.21885e-14	-3.66533e-14	-3.09245e-14	-1.68941e-14	
170.196	-4.83878e-14	1.21885e-14	-3.66533e-14	-3.09245e-14	-1.68941e-14	
170.2	-4.56228e-14	1.1492e-14	-3.45588e-14	-2.91574e-14	-1.59288e-14	
170.2	-4.56228e-14	1.1492e-14	-3.45588e-14	-2.91574e-14	-1.59288e-14	
170.208	-5.11528e-14	1.28849e-14	-3.87477e-14	-3.26916e-14	-1.78595e-14	
170.212	-5.11528e-14	1.28849e-14	-3.87477e-14	-3.26916e-14	-1.78595e-14	
170.232	-5.11528e-14	1.28849e-14	-3.87477e-14	-3.26916e-14	-1.78595e-14	
