t	xWAG	bWAG	
3.58912	0.168436	-0.00385732	
3.5893	0.168537	-0.00385927	
3.58939	0.168587	-0.00386025	
3.58982	0.16884	-0.00386514	
3.5899	0.168884	-0.00386602	
3.59	0.168941	-0.00386711	
3.59	0.168941	-0.00386711	
3.59	0.168941	-0.00386711	
3.59049	0.169225	-0.00387262	
3.59074	0.169367	-0.0038754	
3.59197	0.17008	-0.0038893	
3.59219	0.170207	-0.00389177	
3.59246	0.170366	-0.00389488	
3.59246	0.170366	-0.00389489	
3.59246	0.170366	-0.00389489	
3.59292	0.170627	-0.00390001	
3.59314	0.170758	-0.00390258	
3.59427	0.171412	-0.00391545	
3.59447	0.171529	-0.00391774	
3.59472	0.171675	-0.00392061	
3.59472	0.171675	-0.00392062	
3.59472	0.171675	-0.00392062	
3.59516	0.171929	-0.00392565	
3.59538	0.172057	-0.00392817	
3.59647	0.172695	-0.00394081	
3.59667	0.172809	-0.00394305	
3.59691	0.172951	-0.00394587	
3.59691	0.172951	-0.00394588	
3.59691	0.172951	-0.00394588	
3.59735	0.173207	-0.00395097	
3.59757	0.173336	-0.00395352	
3.59866	0.173978	-0.00396631	
3.59886	0.174092	-0.00396858	
3.5991	0.174235	-0.00397143	
3.5991	0.174235	-0.00397144	
3.5991	0.174235	-0.00397144	
3.59928	0.17434	-0.00397354	
3.59937	0.174393	-0.00397459	
3.59982	0.174656	-0.00397985	
3.5999	0.174703	-0.00398079	
3.6	0.174762	-0.00398196	
3.6	0.174762	-0.00398196	
3.6	0.174762	-0.00398196	
3.60049	0.17505	-0.00398772	
3.60074	0.175194	-0.00399062	
3.60196	0.175916	-0.00400509	
3.60218	0.176045	-0.00400767	
3.60245	0.176206	-0.00401089	
3.60245	0.176206	-0.00401091	
3.60245	0.176206	-0.00401091	
3.6029	0.176472	-0.00401625	
3.60313	0.176605	-0.00401893	
3.60426	0.177271	-0.00403233	
3.60446	0.177389	-0.00403471	
3.60471	0.177538	-0.0040377	
3.60471	0.177538	-0.00403771	
3.60471	0.177538	-0.00403771	
3.60515	0.177797	-0.00404294	
3.60536	0.177927	-0.00404556	
3.60646	0.178577	-0.00405868	
3.60665	0.178693	-0.00406101	
3.6069	0.178838	-0.00406393	
3.6069	0.178838	-0.00406394	
3.6069	0.178838	-0.00406394	
3.60734	0.179098	-0.00406921	
3.60756	0.179229	-0.00407185	
3.60865	0.179881	-0.00408504	
3.60885	0.179997	-0.00408738	
3.60909	0.180142	-0.00409032	
3.60909	0.180142	-0.00409033	
3.60909	0.180142	-0.00409033	
3.60927	0.180251	-0.00409253	
3.60936	0.180305	-0.00409363	
3.60982	0.180577	-0.00409913	
3.6099	0.180625	-0.00410011	
3.61	0.180686	-0.00410133	
3.61	0.180686	-0.00410133	
3.61	0.180686	-0.00410133	
3.61049	0.180979	-0.00410726	
3.61073	0.181125	-0.00411022	
3.61196	0.181858	-0.00412507	
3.61218	0.181989	-0.00412771	
3.61245	0.182152	-0.00413101	
3.61245	0.182152	-0.00413102	
3.61245	0.182152	-0.00413102	
3.6129	0.182423	-0.00413651	
3.61313	0.182558	-0.00413925	
3.61425	0.183236	-0.00415298	
3.61445	0.183357	-0.00415542	
3.6147	0.183508	-0.00415847	
3.6147	0.183508	-0.00415848	
3.6147	0.183508	-0.00415848	
3.61514	0.183772	-0.00416383	
3.61536	0.183904	-0.00416651	
3.61646	0.184566	-0.0041799	
3.61665	0.184683	-0.00418228	
3.6169	0.184831	-0.00418526	
3.6169	0.184831	-0.00418527	
3.6169	0.184831	-0.00418527	
3.61734	0.185095	-0.00419062	
3.61756	0.185228	-0.0041933	
3.61865	0.185891	-0.0042067	
3.61884	0.186009	-0.00420908	
3.61909	0.186156	-0.00421205	
3.61909	0.186156	-0.00421206	
3.61909	0.186156	-0.00421206	
3.61927	0.186267	-0.0042143	
3.61936	0.186322	-0.00421541	
3.61982	0.186599	-0.004221	
3.6199	0.186648	-0.00422199	
3.62	0.186709	-0.00422323	
3.62	0.186709	-0.00422323	
3.62	0.186709	-0.00422323	
3.62049	0.187007	-0.00422923	
3.62073	0.187156	-0.00423224	
3.62196	0.187901	-0.00424725	
3.62218	0.188034	-0.00424991	
3.62245	0.1882	-0.00425324	
3.62245	0.1882	-0.00425326	
3.62245	0.1882	-0.00425326	
3.6229	0.188475	-0.00425879	
3.62313	0.188613	-0.00426156	
3.62426	0.189303	-0.00427541	
3.62446	0.189425	-0.00427786	
3.62471	0.189579	-0.00428094	
3.62471	0.189579	-0.00428095	
3.62471	0.189579	-0.00428095	
3.62515	0.189847	-0.00428633	
3.62537	0.189982	-0.00428902	
3.62647	0.190655	-0.00430246	
3.62666	0.190774	-0.00430485	
3.6269	0.190924	-0.00430783	
3.6269	0.190924	-0.00430784	
3.6269	0.190924	-0.00430784	
3.62734	0.191193	-0.00431321	
3.62756	0.191328	-0.00431589	
3.62866	0.192001	-0.0043293	
3.62885	0.192121	-0.00433167	
3.6291	0.192271	-0.00433465	
3.6291	0.192271	-0.00433466	
3.6291	0.192271	-0.00433466	
3.62928	0.192382	-0.00433687	
3.62937	0.192438	-0.00433797	
3.62982	0.192717	-0.0043435	
3.6299	0.192766	-0.00434448	
3.63	0.192828	-0.0043457	
3.63	0.192828	-0.0043457	
3.63	0.192828	-0.0043457	
3.63049	0.193131	-0.00435171	
3.63074	0.193283	-0.0043547	
3.63197	0.194042	-0.00436968	
3.63218	0.194177	-0.00437233	
3.63246	0.194346	-0.00437566	
3.63246	0.194346	-0.00437567	
3.63246	0.194346	-0.00437567	
3.63291	0.194626	-0.00438119	
3.63314	0.194767	-0.00438394	
3.63427	0.195469	-0.0043977	
3.63447	0.195594	-0.00440014	
3.63472	0.19575	-0.00440319	
3.63472	0.19575	-0.0044032	
3.63472	0.19575	-0.0044032	
3.63516	0.196023	-0.00440854	
3.63538	0.19616	-0.0044112	
3.63648	0.196843	-0.00442449	
3.63668	0.196965	-0.00442685	
3.63692	0.197117	-0.0044298	
3.63692	0.197117	-0.00442981	
3.63692	0.197117	-0.00442981	
3.63736	0.19739	-0.00443511	
3.63758	0.197527	-0.00443776	
3.63868	0.198212	-0.00445098	
3.63887	0.198334	-0.00445332	
3.63912	0.198486	-0.00445625	
3.63912	0.198486	-0.00445626	
3.63912	0.198486	-0.00445626	
3.63929	0.198597	-0.00445838	
3.63938	0.198652	-0.00445944	
3.63982	0.198927	-0.00446473	
3.6399	0.198976	-0.00446567	
3.64	0.199038	-0.00446684	
3.64	0.199038	-0.00446684	
3.64	0.199038	-0.00446684	
3.64049	0.199347	-0.00447277	
3.64074	0.199502	-0.00447573	
3.64198	0.200277	-0.0044905	
3.6422	0.200415	-0.00449311	
3.64247	0.200588	-0.00449638	
3.64247	0.200588	-0.0044964	
3.64247	0.200588	-0.0044964	
3.64293	0.200873	-0.00450181	
3.64316	0.201016	-0.00450451	
3.6443	0.201732	-0.004518	
3.6445	0.201859	-0.00452039	
3.64475	0.202018	-0.00452337	
3.64475	0.202018	-0.00452338	
3.64475	0.202018	-0.00452338	
3.64519	0.202295	-0.00452858	
3.64541	0.202434	-0.00453117	
3.64651	0.203127	-0.00454411	
3.64671	0.203251	-0.0045464	
3.64695	0.203405	-0.00454927	
3.64695	0.203405	-0.00454928	
3.64695	0.203405	-0.00454928	
3.64739	0.203683	-0.00455444	
3.64761	0.203822	-0.00455702	
3.64871	0.204519	-0.00456986	
3.64891	0.204643	-0.00457214	
3.64915	0.204798	-0.00457498	
3.64915	0.204798	-0.00457499	
3.64915	0.204798	-0.00457499	
3.64932	0.204905	-0.00457696	
3.64941	0.204959	-0.00457794	
3.64983	0.205227	-0.00458285	
3.64991	0.205275	-0.00458372	
3.65	0.205334	-0.00458481	
3.65	0.205334	-0.00458481	
3.65	0.205334	-0.00458481	
3.6505	0.205651	-0.0045906	
3.65075	0.20581	-0.00459348	
3.652	0.206603	-0.00460786	
3.65222	0.206744	-0.0046104	
3.6525	0.206921	-0.00461358	
3.6525	0.206921	-0.0046136	
3.6525	0.206921	-0.0046136	
3.65296	0.207212	-0.00461883	
3.65318	0.207357	-0.00462144	
3.65433	0.208086	-0.00463446	
3.65453	0.208216	-0.00463676	
3.65479	0.208378	-0.00463964	
3.65479	0.208378	-0.00463965	
3.65479	0.208378	-0.00463965	
3.65523	0.208658	-0.00464463	
3.65545	0.208799	-0.00464711	
3.65655	0.209501	-0.00465949	
3.65674	0.209626	-0.00466168	
3.65699	0.209783	-0.00466442	
3.65699	0.209783	-0.00466443	
3.65699	0.209783	-0.00466443	
3.65743	0.210066	-0.00466937	
3.65765	0.210207	-0.00467184	
3.65875	0.210915	-0.00468413	
3.65895	0.211041	-0.0046863	
3.6592	0.211198	-0.00468901	
3.6592	0.211198	-0.00468902	
3.6592	0.211198	-0.00468902	
3.65936	0.211302	-0.0046908	
3.65944	0.211353	-0.00469169	
3.65984	0.211611	-0.00469613	
3.65991	0.211657	-0.00469691	
3.66	0.211715	-0.0046979	
3.66	0.211715	-0.0046979	
3.66	0.211715	-0.0046979	
3.66051	0.212039	-0.00470347	
3.66076	0.212202	-0.00470623	
3.66202	0.213015	-0.00472004	
3.66225	0.21316	-0.00472247	
3.66253	0.213341	-0.00472552	
3.66253	0.213341	-0.00472553	
3.66253	0.213341	-0.00472553	
3.66299	0.213637	-0.00473052	
3.66322	0.213786	-0.004733	
3.66437	0.214528	-0.00474536	
3.66457	0.21466	-0.00474754	
3.66483	0.214825	-0.00475027	
3.66483	0.214825	-0.00475028	
3.66483	0.214825	-0.00475028	
3.66527	0.215109	-0.00475498	
3.66549	0.215251	-0.00475731	
3.66659	0.215962	-0.00476894	
3.66678	0.216088	-0.00477099	
3.66703	0.216246	-0.00477356	
3.66703	0.216246	-0.00477357	
3.66703	0.216246	-0.00477357	
3.66747	0.216533	-0.00477823	
3.66769	0.216677	-0.00478055	
3.6688	0.217396	-0.0047921	
3.669	0.217524	-0.00479414	
3.66924	0.217684	-0.00479669	
3.66924	0.217684	-0.0047967	
3.66924	0.217684	-0.0047967	
3.6694	0.217782	-0.00479827	
3.66947	0.217831	-0.00479904	
3.66985	0.218077	-0.00480294	
3.66992	0.218121	-0.00480363	
3.67	0.218175	-0.0048045	
3.67	0.218175	-0.0048045	
3.67	0.218175	-0.0048045	
3.67051	0.218509	-0.00480978	
3.67077	0.218676	-0.00481239	
3.67205	0.219511	-0.00482544	
3.67228	0.21966	-0.00482774	
3.67257	0.219846	-0.00483062	
3.67257	0.219846	-0.00483063	
3.67257	0.219846	-0.00483063	
3.67303	0.220148	-0.0048353	
3.67326	0.220299	-0.00483762	
3.67442	0.221056	-0.00484917	
3.67463	0.221191	-0.00485121	
3.67488	0.221359	-0.00485375	
3.67488	0.221359	-0.00485376	
3.67488	0.221359	-0.00485376	
3.67532	0.221646	-0.00485809	
3.67554	0.221789	-0.00486024	
3.67664	0.222507	-0.00487096	
3.67683	0.222634	-0.00487284	
3.67708	0.222794	-0.00487521	
3.67708	0.222794	-0.00487521	
3.67708	0.222794	-0.00487521	
3.67752	0.223086	-0.00487953	
3.67774	0.223231	-0.00488166	
3.67886	0.223961	-0.00489231	
3.67905	0.224091	-0.00489419	
3.6793	0.224254	-0.00489654	
3.6793	0.224254	-0.00489655	
3.6793	0.224254	-0.00489655	
3.67944	0.224345	-0.00489787	
3.67951	0.224391	-0.00489853	
3.67986	0.224621	-0.00490183	
3.67992	0.224662	-0.00490242	
3.68	0.224713	-0.00490315	
3.68	0.224713	-0.00490315	
3.68	0.224713	-0.00490315	
3.68052	0.225057	-0.00490808	
3.68078	0.225229	-0.00491052	
3.68209	0.22609	-0.00492266	
3.68232	0.226243	-0.00492479	
3.68261	0.226435	-0.00492746	
3.68261	0.226435	-0.00492747	
3.68261	0.226435	-0.00492747	
3.68308	0.226743	-0.00493177	
3.68332	0.226898	-0.00493389	
3.68449	0.22767	-0.00494448	
3.68469	0.227808	-0.00494635	
3.68495	0.22798	-0.00494868	
3.68495	0.22798	-0.00494869	
3.68495	0.22798	-0.00494869	
3.68539	0.228268	-0.00495259	
3.68561	0.228413	-0.00495452	
3.6867	0.229135	-0.00496416	
3.68689	0.229263	-0.00496586	
3.68714	0.229424	-0.00496798	
3.68714	0.229424	-0.00496798	
3.68714	0.229424	-0.00496798	
3.68758	0.229719	-0.00497187	
3.6878	0.229867	-0.0049738	
3.68892	0.230607	-0.00498339	
3.68912	0.230738	-0.00498508	
3.68936	0.230903	-0.00498719	
3.68936	0.230903	-0.00498719	
3.68936	0.230903	-0.00498719	
3.68949	0.230987	-0.00498827	
3.68956	0.231029	-0.00498881	
3.68987	0.23124	-0.0049915	
3.68993	0.231278	-0.00499198	
3.69	0.231325	-0.00499258	
3.69	0.231325	-0.00499258	
3.69	0.231325	-0.00499258	
3.69053	0.23168	-0.00499709	
3.6908	0.231858	-0.00499932	
3.69214	0.232749	-0.0050104	
3.69238	0.232907	-0.00501234	
3.69267	0.233105	-0.00501477	
3.69267	0.233105	-0.00501478	
3.69267	0.233105	-0.00501478	
3.69315	0.233421	-0.00501864	
3.69338	0.233578	-0.00502055	
3.69457	0.234368	-0.00503004	
3.69478	0.234509	-0.0050317	
3.69504	0.234685	-0.00503378	
3.69504	0.234685	-0.00503379	
3.69504	0.234685	-0.00503379	
3.69547	0.234974	-0.00503722	
3.69569	0.235119	-0.00503891	
3.69677	0.235843	-0.00504732	
3.69696	0.235972	-0.0050488	
3.6972	0.236133	-0.00505065	
3.6972	0.236133	-0.00505066	
3.6972	0.236133	-0.00505066	
3.69765	0.236432	-0.00505407	
3.69787	0.236581	-0.00505575	
3.69898	0.237327	-0.00506413	
3.69918	0.23746	-0.0050656	
3.69943	0.237626	-0.00506744	
3.69943	0.237626	-0.00506745	
3.69943	0.237626	-0.00506745	
3.69954	0.237702	-0.00506829	
3.6996	0.237741	-0.00506872	
3.69989	0.237932	-0.00507083	
3.69994	0.237967	-0.0050712	
3.7	0.238009	-0.00507167	
3.7	0.238009	-0.00507167	
3.7	0.238009	-0.00507167	
3.70055	0.238378	-0.00507571	
3.70082	0.238563	-0.00507769	
3.7022	0.239486	-0.00508755	
3.70244	0.23965	-0.00508927	
3.70274	0.239856	-0.00509142	
3.70274	0.239856	-0.00509143	
3.70274	0.239856	-0.00509143	
3.70322	0.240179	-0.00509482	
3.70346	0.240341	-0.00509648	
3.70466	0.24115	-0.00510474	
3.70488	0.241294	-0.00510619	
3.70514	0.241474	-0.005108	
3.70514	0.241474	-0.00510801	
3.70514	0.241474	-0.00510801	
3.70557	0.241764	-0.00511091	
3.70579	0.241908	-0.00511233	
3.70686	0.242632	-0.00511943	
3.70705	0.242761	-0.00512067	
3.70728	0.242922	-0.00512222	
3.70728	0.242922	-0.00512223	
3.70728	0.242922	-0.00512223	
3.70773	0.243221	-0.00512511	
3.70795	0.243371	-0.00512652	
3.70905	0.24412	-0.00513356	
3.70925	0.244253	-0.0051348	
3.70949	0.244419	-0.00513633	
3.70949	0.244419	-0.00513634	
3.70949	0.244419	-0.00513634	
3.70959	0.244488	-0.00513697	
3.70964	0.244523	-0.00513729	
3.7099	0.244695	-0.00513887	
3.70994	0.244725	-0.00513915	
3.71	0.244764	-0.0051395	
3.71	0.244764	-0.0051395	
3.71	0.244764	-0.0051395	
3.71051	0.245108	-0.00514264	
3.71076	0.24528	-0.00514417	
3.71203	0.246142	-0.00515181	
3.71225	0.246296	-0.00515315	
3.71254	0.246488	-0.00515481	
3.71254	0.246488	-0.00515482	
3.71254	0.246488	-0.00515482	
3.71303	0.246826	-0.00515775	
3.71328	0.246996	-0.00515918	
3.71453	0.247844	-0.0051663	
3.71475	0.247995	-0.00516754	
3.71503	0.248184	-0.00516909	
3.71503	0.248184	-0.0051691	
3.71503	0.248184	-0.0051691	
3.7155	0.248508	-0.00517175	
3.71574	0.24867	-0.00517304	
3.71692	0.24948	-0.00517947	
3.71713	0.249624	-0.00518059	
3.7174	0.249805	-0.00518199	
3.7174	0.249805	-0.005182	
3.7174	0.249805	-0.005182	
3.71786	0.250118	-0.00518442	
3.71808	0.250275	-0.0051856	
3.71923	0.251058	-0.00519148	
3.71943	0.251198	-0.0051925	
3.71969	0.251372	-0.00519378	
3.71969	0.251372	-0.00519379	
3.71969	0.251372	-0.00519379	
3.71975	0.251415	-0.0051941	
3.71978	0.251437	-0.00519426	
3.71994	0.251544	-0.00519504	
3.71997	0.251563	-0.00519517	
3.72	0.251587	-0.00519535	
3.72	0.251587	-0.00519535	
3.72	0.251587	-0.00519535	
3.72031	0.251802	-0.0051969	
3.72047	0.251909	-0.00519767	
3.72125	0.252447	-0.00520147	
3.72139	0.252542	-0.00520214	
3.72157	0.252662	-0.00520297	
3.72157	0.252662	-0.00520297	
3.72157	0.252662	-0.00520297	
3.72209	0.253023	-0.00520548	
3.72236	0.253204	-0.0052067	
3.72367	0.254108	-0.00521273	
3.7239	0.254269	-0.00521378	
3.7242	0.25447	-0.00521508	
3.7242	0.25447	-0.00521508	
3.7242	0.25447	-0.00521508	
3.72482	0.254902	-0.00521787	
3.72514	0.255118	-0.0052192	
3.7267	0.256199	-0.00522581	
3.72698	0.256391	-0.00522695	
3.72733	0.256632	-0.00522836	
3.72733	0.256632	-0.00522837	
3.72733	0.256632	-0.00522837	
3.72786	0.257	-0.00523053	
3.72813	0.257185	-0.00523157	
3.72947	0.258108	-0.00523671	
3.7297	0.258272	-0.00523759	
3.73	0.258478	-0.00523869	
3.73	0.258478	-0.00523871	
3.72772	0.256899	-0.00522994	
3.72791	0.257033	-0.0052307	
3.72888	0.257701	-0.00523447	
3.72905	0.25782	-0.00523513	
3.72926	0.257969	-0.00523594	
3.72926	0.257969	-0.00523595	
3.72926	0.257969	-0.00523595	
3.72941	0.258071	-0.00523651	
3.72949	0.258121	-0.00523678	
3.72985	0.258376	-0.00523816	
3.72992	0.258421	-0.0052384	
3.73	0.258478	-0.0052387	
3.73	0.258478	-0.0052387	
3.73	0.258478	-0.0052387	
3.73066	0.258932	-0.00524113	
3.73098	0.25916	-0.00524228	
3.73262	0.260298	-0.00524797	
3.73292	0.2605	-0.00524894	
3.73328	0.260753	-0.00525014	
3.73328	0.260753	-0.00525015	
3.7305	0.258822	-0.00524054	
3.73075	0.258994	-0.00524143	
3.73199	0.259855	-0.0052458	
3.73221	0.260009	-0.00524656	
3.73248	0.2602	-0.00524749	
3.73248	0.2602	-0.0052475	
3.73248	0.2602	-0.0052475	
3.73298	0.260545	-0.00524918	
3.73323	0.260718	-0.00524998	
3.73447	0.261581	-0.00525396	
3.73469	0.261735	-0.00525464	
3.73497	0.261927	-0.00525549	
3.73497	0.261927	-0.0052555	
3.73497	0.261927	-0.0052555	
3.73548	0.262281	-0.00525706	
3.73573	0.262459	-0.0052578	
3.73701	0.263346	-0.00526146	
3.73723	0.263504	-0.00526209	
3.73752	0.263701	-0.00526287	
3.73752	0.263701	-0.00526287	
3.73752	0.263701	-0.00526287	
3.73801	0.264047	-0.00526423	
3.73826	0.264221	-0.00526487	
3.7395	0.265088	-0.00526804	
3.73972	0.265243	-0.00526858	
3.74	0.265436	-0.00526925	
3.74	0.265436	-0.00526926	
3.74	0.265436	-0.00526926	
3.74047	0.265767	-0.0052704	
3.74071	0.265933	-0.00527094	
3.7419	0.266764	-0.0052736	
3.74211	0.266911	-0.00527405	
3.74237	0.267096	-0.0052746	
3.74237	0.267096	-0.00527461	
3.74237	0.267096	-0.00527461	
3.74285	0.267428	-0.00527561	
3.74308	0.267594	-0.00527607	
3.74427	0.268425	-0.00527836	
3.74448	0.268573	-0.00527875	
3.74474	0.268758	-0.00527923	
3.74474	0.268758	-0.00527923	
3.74474	0.268758	-0.00527923	
3.74524	0.269107	-0.00528012	
3.74549	0.269281	-0.00528053	
3.74673	0.270154	-0.00528255	
3.74695	0.27031	-0.00528288	
3.74722	0.270504	-0.00528329	
3.74722	0.270504	-0.0052833	
3.74722	0.270504	-0.0052833	
3.74778	0.270895	-0.00528412	
3.74806	0.27109	-0.00528448	
3.74944	0.272069	-0.00528626	
3.74969	0.272243	-0.00528655	
3.75	0.27246	-0.0052869	
3.75	0.27246	-0.0052869	
3.75	0.27246	-0.0052869	
3.75049	0.272809	-0.00528745	
3.75074	0.272984	-0.0052877	
3.75198	0.273858	-0.00528886	
3.7522	0.274013	-0.00528905	
3.75247	0.274207	-0.00528927	
3.75247	0.274207	-0.00528928	
3.75247	0.274207	-0.00528928	
3.75291	0.274515	-0.00528963	
3.75312	0.274669	-0.00528978	
3.75421	0.275439	-0.00529048	
3.7544	0.275575	-0.00529059	
3.75465	0.275747	-0.00529072	
3.75465	0.275747	-0.00529073	
3.75465	0.275747	-0.00529073	
3.7551	0.276069	-0.00529097	
3.75533	0.27623	-0.00529106	
3.75647	0.277038	-0.00529148	
3.75667	0.277181	-0.00529153	
3.75692	0.277361	-0.0052916	
3.75692	0.277361	-0.0052916	
3.75692	0.277361	-0.0052916	
3.75746	0.277744	-0.00529173	
3.75773	0.277936	-0.00529175	
3.75908	0.278896	-0.00529182	
3.75932	0.279067	-0.00529181	
3.75962	0.27928	-0.00529178	
3.75962	0.27928	-0.00529178	
3.75962	0.27928	-0.00529178	
3.75969	0.279335	-0.00529178	
3.75973	0.279362	-0.00529177	
3.75992	0.279498	-0.00529175	
3.75996	0.279522	-0.00529174	
3.76	0.279552	-0.00529174	
3.76	0.279552	-0.00529174	
3.76	0.279552	-0.00529174	
3.76038	0.279824	-0.00529168	
3.76057	0.27996	-0.00529163	
3.76153	0.280639	-0.00529136	
3.76169	0.28076	-0.0052913	
3.76191	0.280912	-0.00529122	
3.76191	0.280912	-0.00529122	
3.76191	0.280912	-0.00529122	
3.76263	0.281426	-0.00529095	
3.76299	0.281684	-0.00529073	
3.76479	0.282973	-0.00528959	
3.76511	0.283203	-0.00528935	
3.76551	0.28349	-0.00528903	
3.76551	0.28349	-0.00528902	
3.76551	0.28349	-0.00528902	
3.76623	0.284006	-0.00528842	
3.76659	0.284264	-0.00528805	
3.76839	0.285557	-0.00528611	
3.76871	0.285787	-0.00528572	
3.76911	0.286074	-0.00528521	
3.76911	0.286074	-0.00528523	
3.76595	0.283802	-0.00528866	
3.76617	0.283958	-0.00528845	
3.76725	0.284738	-0.00528739	
3.76745	0.284877	-0.00528718	
3.76769	0.28505	-0.00528692	
3.76769	0.28505	-0.00528692	
3.76769	0.28505	-0.00528692	
3.76815	0.285382	-0.00528641	
3.76838	0.285548	-0.00528613	
3.76954	0.286379	-0.00528468	
3.76974	0.286526	-0.00528441	
3.77	0.286711	-0.00528406	
3.77	0.286711	-0.00528406	
3.77	0.286711	-0.00528406	
3.77089	0.287352	-0.00528283	
3.77134	0.287673	-0.0052821	
3.77356	0.289279	-0.00527838	
3.77396	0.289565	-0.00527767	
3.77445	0.289922	-0.00527673	
3.77445	0.289922	-0.00527672	
3.77445	0.289922	-0.00527672	
3.77556	0.290724	-0.00527461	
3.77612	0.291125	-0.00527338	
3.77889	0.293134	-0.00526709	
3.77938	0.293491	-0.00526584	
3.78	0.293938	-0.00526417	
3.78	0.293939	-0.00526441	
3.7748	0.290172	-0.00527606	
3.77497	0.290297	-0.00527572	
3.77584	0.290923	-0.00527397	
3.77599	0.291034	-0.00527365	
3.77618	0.291173	-0.00527324	
3.77618	0.291173	-0.00527324	
3.77618	0.291173	-0.00527324	
3.77653	0.291423	-0.00527251	
3.7767	0.291548	-0.00527213	
3.77757	0.292175	-0.00527021	
3.77772	0.292286	-0.00526986	
3.77791	0.292425	-0.00526942	
3.77791	0.292425	-0.00526942	
3.77791	0.292425	-0.00526942	
3.77833	0.292728	-0.00526845	
3.77854	0.292879	-0.00526795	
3.77958	0.293636	-0.0052654	
3.77977	0.293771	-0.00526493	
3.78	0.293939	-0.00526434	
3.78	0.293939	-0.00526434	
3.78	0.293939	-0.00526434	
3.78099	0.294661	-0.0052618	
3.78149	0.295022	-0.00526041	
3.78397	0.296831	-0.00525331	
3.78442	0.297153	-0.00525199	
3.78497	0.297556	-0.0052503	
3.78497	0.297556	-0.00525026	
3.78055	0.294337	-0.00526294	
3.78082	0.294536	-0.0052622	
3.78219	0.295532	-0.00525847	
3.78244	0.29571	-0.00525779	
3.78274	0.295931	-0.00525692	
3.78274	0.295931	-0.00525692	
3.78274	0.295931	-0.00525692	
3.78329	0.29633	-0.00525535	
3.78356	0.29653	-0.00525453	
3.78493	0.297529	-0.00525038	
3.78518	0.297707	-0.00524962	
3.78548	0.297929	-0.00524867	
3.78548	0.297929	-0.00524866	
3.78548	0.297929	-0.00524866	
3.78599	0.298304	-0.00524703	
3.78625	0.298492	-0.00524619	
3.78754	0.299431	-0.00524192	
3.78776	0.299598	-0.00524115	
3.78805	0.299807	-0.00524017	
3.78805	0.299807	-0.00524016	
3.78805	0.299807	-0.00524016	
3.78844	0.300093	-0.00523882	
3.78863	0.300236	-0.00523813	
3.78961	0.300951	-0.00523466	
3.78978	0.301078	-0.00523403	
3.79	0.301237	-0.00523324	
3.79	0.301237	-0.00523324	
3.79	0.301237	-0.00523324	
3.79043	0.301554	-0.00523166	
3.79065	0.301713	-0.00523084	
3.79173	0.302508	-0.00522675	
3.79193	0.30265	-0.00522601	
3.79217	0.302827	-0.00522508	
3.79217	0.302827	-0.00522508	
3.79217	0.302827	-0.00522508	
3.79267	0.303196	-0.00522313	
3.79292	0.303381	-0.00522212	
3.79418	0.304306	-0.00521707	
3.7944	0.30447	-0.00521616	
3.79468	0.304676	-0.00521501	
3.79468	0.304676	-0.005215	
3.79468	0.304676	-0.005215	
3.79516	0.305028	-0.00521302	
3.7954	0.305205	-0.005212	
3.79659	0.306086	-0.0052069	
3.7968	0.306243	-0.00520598	
3.79707	0.306439	-0.00520483	
3.79707	0.306439	-0.00520482	
3.79707	0.306439	-0.00520482	
3.79751	0.306767	-0.00520287	
3.79774	0.306931	-0.00520188	
3.79885	0.307753	-0.00519688	
3.79904	0.307899	-0.00519598	
3.79929	0.308081	-0.00519485	
3.79929	0.308081	-0.00519484	
3.79929	0.308081	-0.00519484	
3.79943	0.308186	-0.00519419	
3.7995	0.308239	-0.00519387	
3.79986	0.308501	-0.00519222	
3.79992	0.308548	-0.00519193	
3.8	0.308606	-0.00519156	
3.8	0.308606	-0.00519156	
3.8	0.308606	-0.00519156	
3.80052	0.308993	-0.00518913	
3.80078	0.309186	-0.00518788	
3.80209	0.310154	-0.00518162	
3.80232	0.310326	-0.00518049	
3.80261	0.310541	-0.00517907	
3.80261	0.310541	-0.00517906	
3.80261	0.310541	-0.00517906	
3.80308	0.31089	-0.00517675	
3.80331	0.311065	-0.00517558	
3.80449	0.311938	-0.00516967	
3.8047	0.312093	-0.00516861	
3.80496	0.312287	-0.00516728	
3.80496	0.312287	-0.00516727	
3.80496	0.312287	-0.00516727	
3.80539	0.312611	-0.00516503	
3.80561	0.312774	-0.00516389	
3.8067	0.313586	-0.00515818	
3.8069	0.31373	-0.00515716	
3.80714	0.313911	-0.00515588	
3.80714	0.313911	-0.00515587	
3.80714	0.313911	-0.00515587	
3.80758	0.314242	-0.0051535	
3.8078	0.314408	-0.0051523	
3.80891	0.315236	-0.00514627	
3.80911	0.315384	-0.0051452	
3.80936	0.315568	-0.00514384	
3.80936	0.315568	-0.00514383	
3.80936	0.315568	-0.00514383	
3.80949	0.315664	-0.00514312	
3.80955	0.315712	-0.00514276	
3.80987	0.315953	-0.00514098	
3.80993	0.315996	-0.00514066	
3.81	0.316049	-0.00514026	
3.81	0.316049	-0.00514026	
3.81	0.316049	-0.00514026	
3.81053	0.316445	-0.00513731	
3.81079	0.316643	-0.00513581	
3.81212	0.317634	-0.00512827	
3.81235	0.31781	-0.00512692	
3.81265	0.318031	-0.00512523	
3.81265	0.318031	-0.00512521	
3.81265	0.318031	-0.00512521	
3.81311	0.31838	-0.00512252	
