t	a1	a2	da1	da2	
0.65	0.0379265	-0.0335066	0.0643194	-0.0374299	
0.652	0.0380551	-0.0335815	0.0639866	-0.0369404	
0.653	0.0381187	-0.0336178	0.0638169	-0.036693	
0.658	0.0384356	-0.0337981	0.0629643	-0.0354537	
0.658889	0.0384914	-0.0338294	0.0628102	-0.0352325	
0.66	0.0385611	-0.0338684	0.0626176	-0.0349545	
0.66	0.0385612	-0.0338686	0.0626185	-0.0349537	
0.662	0.0386865	-0.0339385	0.0622708	-0.0344528	
0.663	0.0387483	-0.0339723	0.0620935	-0.0342	
0.668	0.0390565	-0.0341401	0.0612029	-0.0329334	
0.668889	0.0391107	-0.0341692	0.0610421	-0.0327075	
0.67	0.0391784	-0.0342054	0.0608408	-0.0324236	
0.67	0.0391786	-0.0342055	0.0608416	-0.0324228	
0.672	0.0393003	-0.0342703	0.0604785	-0.0319114	
0.673	0.0393603	-0.0343016	0.0602934	-0.0316534	
0.678	0.0396594	-0.0344566	0.0593642	-0.0303617	
0.678889	0.039712	-0.0344834	0.0591968	-0.0301314	
0.68	0.0397777	-0.0345167	0.0589869	-0.0298421	
0.68	0.0397778	-0.0345169	0.0589872	-0.0298412	
0.682	0.0398958	-0.0345765	0.0586086	-0.0293201	
0.683	0.0399539	-0.0346052	0.0584158	-0.0290575	
0.688	0.0402435	-0.0347472	0.0574486	-0.0277425	
0.688889	0.0402944	-0.0347717	0.0572749	-0.0275082	
0.69	0.0403579	-0.0348021	0.0570566	-0.027214	
0.69	0.0403581	-0.0348022	0.0570563	-0.0272131	
0.692	0.0404722	-0.0348566	0.0566627	-0.0266831	
0.693	0.0405284	-0.0348826	0.0564626	-0.0264162	
0.698	0.0408081	-0.0350113	0.0554591	-0.0250802	
0.698889	0.0408572	-0.0350334	0.0552795	-0.0248423	
0.7	0.0409185	-0.0350609	0.0550532	-0.0245435	
0.7	0.0409187	-0.035061	0.0550524	-0.0245426	
0.702	0.0410288	-0.0351101	0.0546447	-0.0240046	
0.703	0.0410829	-0.0351334	0.0544377	-0.0237338	
0.708	0.0413525	-0.0352486	0.0534006	-0.0223789	
0.708889	0.0413998	-0.0352684	0.0532153	-0.0221378	
0.71	0.0414588	-0.0352928	0.0529818	-0.021835	
0.71	0.0414589	-0.0352929	0.0529806	-0.0218341	
0.712	0.0415649	-0.0353366	0.0525599	-0.0212889	
0.713	0.0416169	-0.0353572	0.0523467	-0.0210147	
0.718	0.0418759	-0.0354588	0.0512788	-0.0196431	
0.718889	0.0419213	-0.0354761	0.0510883	-0.0193991	
0.72	0.041978	-0.0354975	0.0508482	-0.0190928	
0.72	0.0419781	-0.0354975	0.0508469	-0.0190918	
0.722	0.0420798	-0.0355357	0.0504144	-0.0185403	
0.723	0.0421297	-0.0355536	0.0501956	-0.0182632	
0.728	0.0423779	-0.0356414	0.0490997	-0.0168771	
0.728889	0.0424213	-0.0356562	0.0489043	-0.0166306	
0.73	0.0424755	-0.0356746	0.0486583	-0.0163213	
0.73	0.0424757	-0.0356746	0.048657	-0.0163203	
0.732	0.042573	-0.0357073	0.0482138	-0.0157634	
0.733	0.0426206	-0.0357223	0.0479898	-0.0154838	
0.738	0.0428578	-0.0357962	0.0468682	-0.0140853	
0.738889	0.0428992	-0.0358086	0.0466682	-0.0138367	
0.74	0.042951	-0.0358238	0.0464167	-0.0135249	
0.74	0.0429511	-0.0358239	0.0464157	-0.0135239	
0.742	0.0430439	-0.0358509	0.0459625	-0.0129624	
0.743	0.0430893	-0.0358632	0.0457338	-0.0126808	
0.748	0.0433151	-0.035923	0.0445881	-0.0112722	
0.748889	0.0433545	-0.0359329	0.0443837	-0.011022	
0.75	0.0434037	-0.035945	0.044127	-0.010708	
0.75	0.0434038	-0.035945	0.0441263	-0.0107071	
0.752	0.0434921	-0.0359665	0.0436638	-0.010142	
0.753	0.0435352	-0.0359759	0.0434304	-0.00985871	
0.758	0.0437494	-0.0360216	0.0422617	-0.00844228	
0.758889	0.0437868	-0.036029	0.042053	-0.00819077	
0.76	0.0438334	-0.0360379	0.0417913	-0.0078753	
0.76	0.0438335	-0.036038	0.0417909	-0.00787434	
0.762	0.043917	-0.0360537	0.0413193	-0.00730649	
0.763	0.0439578	-0.0360603	0.0410815	-0.00702206	
0.768	0.0441602	-0.0360918	0.0398903	-0.00560002	
0.768889	0.0441955	-0.0360967	0.0396775	-0.00534764	
0.77	0.0442394	-0.0361025	0.0394109	-0.00503112	
0.77	0.0442395	-0.0361025	0.0394107	-0.00503015	
0.772	0.0443183	-0.0361125	0.0389302	-0.00446047	
0.773	0.0443566	-0.0361163	0.038688	-0.00417532	
0.778	0.044547	-0.0361336	0.0374748	-0.00274994	
0.778889	0.0445802	-0.0361359	0.037258	-0.00249708	
0.78	0.0446214	-0.0361385	0.0369865	-0.00218001	
0.78	0.0446215	-0.0361385	0.0369864	-0.00217904	
0.782	0.0446955	-0.0361429	0.0364972	-0.00160842	
0.783	0.0447314	-0.0361438	0.0362506	-0.00132301	
0.788	0.0449095	-0.0361468	0.035016	0.000103469	
0.788889	0.0449405	-0.0361466	0.0347955	0.000356403	
0.79	0.044979	-0.036146	0.0345192	0.000673516	
0.79	0.0449791	-0.0361461	0.034519	0.000674488	
0.792	0.0450481	-0.0361447	0.0340214	0.00124513	
0.793	0.0450815	-0.0361428	0.0337706	0.00153036	
0.798	0.0452472	-0.0361315	0.0325154	0.00295567	
0.798889	0.0452759	-0.0361288	0.0322914	0.00320828	
0.8	0.0453117	-0.0361251	0.0320107	0.00352493	
0.8	0.0453118	-0.0361251	0.0320103	0.0035259	
0.802	0.0453758	-0.036118	0.0315046	0.00409568	
0.803	0.0454067	-0.0361132	0.03125	0.00438026	
0.808	0.0455597	-0.0360877	0.0299755	0.00580214	
0.808889	0.0455862	-0.0360825	0.0297483	0.00605402	
0.81	0.0456191	-0.0360756	0.0294634	0.00636971	
0.81	0.0456192	-0.0360756	0.0294628	0.00637068	
0.812	0.0456781	-0.0360628	0.0289496	0.00693867	
0.813	0.0457064	-0.0360552	0.0286914	0.00722217	
0.818	0.0458466	-0.0360155	0.0273994	0.00863835	
0.818889	0.0458708	-0.0360078	0.0271693	0.0088891	
0.82	0.0459008	-0.0359977	0.0268807	0.00920333	
0.82	0.0459009	-0.0359977	0.0268799	0.0092043	
0.822	0.0459547	-0.0359793	0.02636	0.00976961	
0.823	0.0459804	-0.0359688	0.0260987	0.0100516	
0.828	0.0461076	-0.035915	0.0247911	0.0114598	
0.828889	0.0461295	-0.0359047	0.0245585	0.011709	
0.83	0.0461566	-0.0358916	0.0242666	0.0120213	
0.83	0.0461567	-0.0358915	0.0242657	0.0120223	
0.832	0.0462052	-0.0358675	0.02374	0.012584	
0.833	0.0462283	-0.0358542	0.0234759	0.0128639	
0.838	0.0463423	-0.0357864	0.022155	0.014262	
0.838889	0.0463619	-0.0357736	0.0219201	0.0145093	
0.84	0.0463861	-0.0357573	0.0216254	0.0148191	
0.84	0.0463861	-0.0357573	0.0216244	0.0148201	
0.842	0.0464294	-0.0357277	0.0210938	0.0153773	
0.843	0.0464498	-0.0357116	0.0208274	0.0156548	
0.848	0.0465506	-0.0356299	0.0194952	0.0170405	
0.848889	0.0465678	-0.0356146	0.0192584	0.0172855	
0.85	0.046589	-0.0355953	0.0189613	0.0175923	
0.85	0.0465891	-0.0355952	0.0189604	0.0175933	
0.852	0.046627	-0.03556	0.0184256	0.0181452	
0.853	0.0466447	-0.0355412	0.0181574	0.0184198	
0.858	0.0467322	-0.0354457	0.0168157	0.0197908	
0.858889	0.046747	-0.035428	0.0165773	0.0200331	
0.86	0.0467652	-0.0354056	0.0162784	0.0203365	
0.86	0.0467653	-0.0354055	0.0162775	0.0203375	
0.862	0.0467978	-0.0353649	0.0157393	0.0208831	
0.863	0.0468129	-0.0353433	0.0154695	0.0211545	
0.868	0.0468869	-0.0352342	0.0141202	0.0225087	
0.868889	0.0468993	-0.0352141	0.0138804	0.0227479	
0.87	0.0469145	-0.0351886	0.0135799	0.0230474	
0.87	0.0469146	-0.0351886	0.0135792	0.0230483	
0.872	0.0469417	-0.0351425	0.0130382	0.0235869	
0.873	0.0469541	-0.0351182	0.0127671	0.0238545	
0.878	0.0470145	-0.0349956	0.0114116	0.0251898	
0.878889	0.0470245	-0.0349732	0.0111707	0.0254255	
0.88	0.0470368	-0.0349448	0.0108689	0.0257206	
0.88	0.0470368	-0.0349447	0.0108683	0.0257216	
0.882	0.0470585	-0.0348932	0.0103251	0.0262521	
0.883	0.0470682	-0.0348663	0.010053	0.0265156	
0.888	0.047115	-0.0347305	0.00869255	0.0278299	
0.888889	0.0471226	-0.0347057	0.00845085	0.0280617	
0.89	0.0471319	-0.0346744	0.00814809	0.028352	
0.89	0.0471319	-0.0346743	0.00814754	0.0283529	
0.892	0.0471482	-0.0346176	0.00760257	0.0288747	
0.893	0.0471551	-0.034588	0.00732975	0.0291335	
0.898	0.0471883	-0.0344392	0.00596567	0.0304247	
0.898889	0.0471935	-0.0344121	0.00572337	0.0306524	
0.9	0.0471997	-0.0343779	0.00541991	0.0309373	
0.9	0.0471997	-0.0343778	0.00541939	0.0309382	
0.902	0.0472106	-0.0343159	0.00487318	0.0314504	
0.903	0.0472148	-0.0342838	0.00459986	0.0317042	
0.908	0.0472343	-0.0341222	0.00323344	0.0329703	
0.908889	0.0472371	-0.0340928	0.0029908	0.0331934	
0.91	0.0472403	-0.0340558	0.00268693	0.0334725	
0.91	0.0472403	-0.0340557	0.00268639	0.0334734	
0.912	0.0472456	-0.0339887	0.00213948	0.0339752	
0.913	0.0472471	-0.0339541	0.00186594	0.0342236	
0.918	0.047253	-0.03378	0.000498565	0.0354625	
0.918889	0.0472533	-0.0337484	0.000255873	0.0356807	
0.92	0.0472534	-0.0337086	-4.8087e-05	0.0359536	
0.92	0.0472535	-0.0337085	-4.86828e-05	0.0359545	
0.922	0.0472534	-0.0336366	-0.000595703	0.036445	
0.923	0.0472521	-0.0335995	-0.00086917	0.0366877	
0.928	0.0472443	-0.0334131	-0.00223594	0.0378975	
0.928889	0.0472422	-0.0333794	-0.00247839	0.0381104	
0.93	0.0472393	-0.0333369	-0.00278209	0.0383767	
0.93	0.0472393	-0.0333368	-0.00278275	0.0383775	
0.932	0.0472337	-0.03326	-0.00332924	0.0388561	
0.933	0.0472297	-0.0332206	-0.00360229	0.0390926	
0.938	0.0472083	-0.0330222	-0.00496678	0.0402713	
0.938889	0.0472038	-0.0329864	-0.0052087	0.0404786	
0.94	0.0471978	-0.0329413	-0.00551174	0.0407379	
0.94	0.0471978	-0.0329412	-0.00551247	0.0407387	
0.942	0.0471868	-0.0328597	-0.00605774	0.0412045	
0.943	0.0471801	-0.0328179	-0.00633002	0.0414344	
0.948	0.047145	-0.0326079	-0.00769047	0.0425803	
0.948889	0.0471381	-0.0325701	-0.00793154	0.0427817	
0.95	0.0471291	-0.0325224	-0.00823353	0.0430335	
0.95	0.0471291	-0.0325222	-0.0082343	0.0430343	
0.952	0.0471126	-0.0324362	-0.00877763	0.0434866	
0.953	0.0471031	-0.0323921	-0.00904878	0.0437096	
0.958	0.0470545	-0.0321708	-0.0104034	0.0448208	
0.958889	0.0470452	-0.032131	-0.0106433	0.0450159	
0.96	0.0470332	-0.0320808	-0.0109439	0.0452598	
0.96	0.0470332	-0.0320807	-0.0109446	0.0452606	
0.962	0.0470113	-0.0319902	-0.0114853	0.0456987	
0.963	0.0469991	-0.0319439	-0.011755	0.0459145	
0.968	0.046937	-0.0317117	-0.013102	0.0469892	
0.968889	0.0469253	-0.03167	-0.0133405	0.0471778	
0.97	0.0469103	-0.0316174	-0.0136392	0.0474134	
0.97	0.0469102	-0.0316173	-0.0136399	0.0474142	
0.972	0.046883	-0.0315224	-0.0141772	0.0478374	
0.973	0.0468681	-0.0314741	-0.0144451	0.0480456	
0.978	0.0467925	-0.0312313	-0.0157828	0.0490822	
0.978889	0.0467784	-0.0311877	-0.0160196	0.0492639	
0.98	0.0467605	-0.0311328	-0.016316	0.0494909	
0.98	0.0467604	-0.0311327	-0.0163168	0.0494916	
0.982	0.0467278	-0.0310337	-0.0168501	0.0498993	
0.983	0.0467103	-0.0309833	-0.0171157	0.0500995	
0.988	0.0466214	-0.0307303	-0.0184426	0.0510963	
0.988889	0.0466049	-0.030685	-0.0186774	0.0512709	
0.99	0.046584	-0.0306279	-0.0189713	0.051489	
0.99	0.046584	-0.0306277	-0.018972	0.0514897	
0.992	0.046546	-0.0305247	-0.0195006	0.0518811	
0.993	0.0465259	-0.0304723	-0.0197639	0.0520731	
0.998	0.0464238	-0.0302096	-0.0210783	0.0530286	
0.998889	0.046405	-0.0301626	-0.0213108	0.0531958	
1	0.0463811	-0.0301033	-0.0216019	0.0534045	
1	0.0463811	-0.0301031	-0.0216025	0.0534051	
1.002	0.0463379	-0.0299963	-0.022126	0.0537798	
1.003	0.0463151	-0.0299421	-0.0223865	0.0539632	
1.008	0.0461999	-0.0296701	-0.0236871	0.0548758	
1.00889	0.0461788	-0.0296213	-0.0239171	0.0550353	
1.01	0.0461521	-0.0295601	-0.024205	0.0552344	
1.01	0.046152	-0.0295599	-0.0242056	0.055235	
1.012	0.0461036	-0.0294494	-0.0247232	0.0555922	
1.013	0.0460782	-0.0293934	-0.0249807	0.0557669	
1.018	0.0459501	-0.0291124	-0.0262661	0.0566352	
1.01889	0.0459267	-0.0290621	-0.0264934	0.0567867	
1.02	0.0458971	-0.0289989	-0.0267778	0.0569758	
1.02	0.0458971	-0.0289987	-0.0267784	0.0569764	
1.022	0.0458435	-0.0288848	-0.0272897	0.0573157	
1.023	0.0458156	-0.0288271	-0.0275439	0.0574812	
1.028	0.0456747	-0.0285376	-0.0288127	0.0583039	
1.02889	0.045649	-0.0284859	-0.029037	0.0584473	
1.03	0.0456166	-0.0284208	-0.0293175	0.0586261	
1.03	0.0456166	-0.0284207	-0.0293181	0.0586267	
1.032	0.0455579	-0.0283034	-0.0298226	0.0589474	
1.033	0.0455275	-0.028244	-0.0300732	0.0591036	
1.038	0.045374	-0.0279467	-0.0313241	0.0598793	
1.03889	0.0453461	-0.0278935	-0.0315451	0.0600143	
1.04	0.0453109	-0.0278267	-0.0318215	0.0601826	
1.04	0.0453108	-0.0278265	-0.0318221	0.0601831	
1.042	0.0452472	-0.0277062	-0.0323192	0.0604849	
1.043	0.0452142	-0.0276453	-0.0325659	0.0606314	
1.048	0.0450484	-0.0273404	-0.0337974	0.061359	
1.04889	0.0450183	-0.0272859	-0.0340149	0.0614854	
1.05	0.0449803	-0.0272175	-0.0342869	0.0616428	
1.05	0.0449802	-0.0272173	-0.0342875	0.0616434	
1.052	0.0449117	-0.027094	-0.0347765	0.0619256	
1.053	0.0448763	-0.0270317	-0.0350192	0.0620623	
1.058	0.0446982	-0.0267198	-0.0362298	0.0627406	
1.05889	0.0446659	-0.0266641	-0.0364435	0.0628582	
1.06	0.0446253	-0.0265942	-0.0367107	0.0630046	
1.06	0.0446252	-0.026594	-0.0367114	0.0630051	
1.062	0.0445518	-0.026468	-0.0371918	0.0632674	
1.063	0.044514	-0.0264044	-0.03743	0.0633941	
1.068	0.0443239	-0.0260859	-0.0386184	0.0640219	
1.06889	0.0442895	-0.0260291	-0.038828	0.0641306	
1.07	0.0442463	-0.0259578	-0.0390902	0.0642657	
1.07	0.0442462	-0.0259575	-0.0390908	0.0642662	
1.072	0.044168	-0.025829	-0.039562	0.0645082	
1.073	0.0441278	-0.0257642	-0.0397955	0.0646246	
1.078	0.043926	-0.0254397	-0.0409602	0.0652011	
1.07889	0.0438895	-0.0253819	-0.0411656	0.0653006	
1.08	0.0438436	-0.0253092	-0.0414223	0.0654242	
1.08	0.0438436	-0.025309	-0.0414229	0.0654246	
1.082	0.0437607	-0.0251782	-0.0418845	0.0656459	
1.083	0.0437182	-0.0251122	-0.042113	0.0657519	
1.088	0.0435049	-0.0247822	-0.0432525	0.0662762	
1.08889	0.0434664	-0.0247234	-0.0434533	0.0663663	
1.09	0.043418	-0.0246496	-0.0437044	0.0664783	
1.09	0.0434179	-0.0246494	-0.043705	0.0664787	
1.092	0.0433305	-0.0245164	-0.0441562	0.0666789	
1.093	0.0432857	-0.0244495	-0.0443794	0.0667743	
1.098	0.0430611	-0.0241145	-0.0454925	0.0672455	
1.09889	0.0430206	-0.0240549	-0.0456886	0.0673262	
1.1	0.0429697	-0.02398	-0.0459337	0.0674263	
1.1	0.0429696	-0.0239798	-0.0459342	0.0674266	
1.102	0.0428778	-0.0238449	-0.0463746	0.0676055	
1.103	0.0428308	-0.0237771	-0.0465923	0.0676901	
1.108	0.0425952	-0.0234377	-0.0476777	0.0681075	
1.10889	0.0425528	-0.0233773	-0.0478688	0.0681787	
1.11	0.0424995	-0.0233015	-0.0481076	0.0682667	
1.11	0.0424994	-0.0233012	-0.0481081	0.068267	
1.112	0.0424032	-0.0231647	-0.0485372	0.0684243	
1.113	0.0423541	-0.0230961	-0.0487491	0.068498	
1.118	0.0421077	-0.0227527	-0.0498056	0.068861	
1.11889	0.0420635	-0.0226917	-0.0499915	0.0689225	
1.12	0.0420078	-0.022615	-0.0502237	0.0689984	
1.12	0.0420077	-0.0226148	-0.0502242	0.0689986	
1.122	0.0419072	-0.0224768	-0.0506415	0.069134	
1.123	0.041856	-0.0224075	-0.0508474	0.0691967	
1.128	0.0415993	-0.0220608	-0.0518737	0.0695047	
1.12889	0.0415532	-0.0219992	-0.0520542	0.0695564	
1.13	0.0414952	-0.0219219	-0.0522797	0.06962	
1.13	0.0414951	-0.0219216	-0.0522802	0.0696202	
1.132	0.0413905	-0.0217824	-0.0526852	0.0697335	
1.133	0.0413373	-0.0217125	-0.0528849	0.0697851	
1.138	0.0410705	-0.021363	-0.0538799	0.0700376	
1.13889	0.0410226	-0.0213009	-0.0540548	0.0700795	
1.14	0.0409624	-0.021223	-0.0542732	0.0701307	
1.14	0.0409623	-0.0212228	-0.0542737	0.0701309	
1.142	0.0408537	-0.0210825	-0.054666	0.0702219	
1.143	0.0407986	-0.0210122	-0.0548593	0.0702624	
1.148	0.0405219	-0.0206604	-0.055822	0.0704591	
1.14889	0.0404723	-0.020598	-0.0559911	0.070491	
1.15	0.04041	-0.0205196	-0.0562022	0.0705298	
1.15	0.0404098	-0.0205194	-0.0562027	0.0705299	
1.152	0.0402974	-0.0203783	-0.0565819	0.0705985	
1.153	0.0402404	-0.0203076	-0.0567685	0.0706278	
1.158	0.0399542	-0.0199542	-0.0576978	0.0707683	
1.15889	0.039903	-0.0198915	-0.057861	0.0707902	
1.16	0.0398386	-0.0198128	-0.0580646	0.0708165	
1.16	0.0398384	-0.0198125	-0.058065	0.0708166	
1.162	0.0397223	-0.0196709	-0.0584307	0.0708627	
1.163	0.0396634	-0.0196	-0.0586104	0.0708807	
1.168	0.0393682	-0.0192455	-0.0595053	0.0709648	
1.16889	0.0393153	-0.0191825	-0.0596622	0.0709768	
1.17	0.0392489	-0.0191037	-0.0598581	0.0709905	
1.17	0.0392488	-0.0191034	-0.0598586	0.0709906	
1.172	0.039129	-0.0189614	-0.0602102	0.0710141	
1.173	0.0390684	-0.0188904	-0.0603829	0.0710208	
1.178	0.0387644	-0.0185353	-0.0612424	0.0710485	
1.17889	0.03871	-0.0184723	-0.061393	0.0710504	
1.18	0.0386416	-0.0183934	-0.0615809	0.0710516	
1.18	0.0386415	-0.0183931	-0.0615813	0.0710517	
1.182	0.0385183	-0.018251	-0.0619186	0.0710526	
1.183	0.038456	-0.01818	-0.062084	0.0710479	
1.188	0.0381436	-0.0178249	-0.062907	0.0710191	
1.18889	0.0380877	-0.0177619	-0.0630511	0.071011	
1.19	0.0380175	-0.017683	-0.0632308	0.0709997	
1.19	0.0380174	-0.0176828	-0.0632313	0.0709997	
1.192	0.0378909	-0.0175408	-0.0635539	0.070978	
1.193	0.037827	-0.0174698	-0.0637118	0.070962	
1.198	0.0375065	-0.0171153	-0.0644974	0.0708768	
1.19889	0.0374492	-0.0170525	-0.0646348	0.0708587	
1.2	0.0373773	-0.0169737	-0.0648062	0.0708348	
1.2	0.0373771	-0.0169735	-0.0648066	0.0708348	
1.202	0.0372475	-0.0168318	-0.065114	0.0707905	
1.203	0.037182	-0.0167611	-0.0652643	0.0707633	
1.208	0.0368539	-0.0164077	-0.0660117	0.0706218	
1.20889	0.0367953	-0.0163451	-0.0661423	0.0705938	
1.21	0.0367217	-0.0162667	-0.066305	0.0705574	
1.21	0.0367215	-0.0162664	-0.0663054	0.0705573	
1.212	0.0365889	-0.0161253	-0.0665974	0.0704906	
1.213	0.0365219	-0.0160549	-0.0667399	0.0704522	
1.218	0.0361865	-0.0157032	-0.0674481	0.0702546	
1.21889	0.0361266	-0.015641	-0.0675717	0.0702166	
1.22	0.0360514	-0.015563	-0.0677257	0.0701678	
1.22	0.0360513	-0.0155627	-0.067726	0.0701677	
1.222	0.0359158	-0.0154224	-0.0680022	0.0700786	
1.223	0.0358475	-0.0153524	-0.0681368	0.070029	
1.228	0.0355052	-0.015003	-0.0688051	0.0697758	
1.22889	0.0354441	-0.0149412	-0.0689216	0.0697279	
1.23	0.0353674	-0.0148637	-0.0690666	0.0696667	
1.23	0.0353672	-0.0148635	-0.0690669	0.0696666	
1.232	0.0352291	-0.0147241	-0.069327	0.0695553	
1.233	0.0351595	-0.0146547	-0.0694534	0.0694947	
1.238	0.0348107	-0.0143081	-0.0700811	0.0691861	
1.23889	0.0347485	-0.0142468	-0.0701903	0.0691285	
1.24	0.0346704	-0.01417	-0.0703263	0.0690551	
1.24	0.0346702	-0.0141698	-0.0703266	0.0690549	
1.242	0.0345296	-0.0140316	-0.0705703	0.0689215	
1.243	0.0344587	-0.0139629	-0.0706884	0.0688499	
1.248	0.0341038	-0.0136196	-0.0712748	0.0684866	
1.24889	0.0340406	-0.013559	-0.0713767	0.0684193	
1.25	0.0339612	-0.013483	-0.0715033	0.0683338	
1.25	0.033961	-0.0134827	-0.0715036	0.0683335	
1.252	0.033818	-0.0133461	-0.0717307	0.0681784	
1.253	0.033746	-0.0132781	-0.0718405	0.0680959	
1.258	0.0333855	-0.0129387	-0.0723849	0.0676784	
1.25889	0.0333212	-0.0128788	-0.0724793	0.0676015	
1.26	0.0332406	-0.0128037	-0.0725966	0.067504	
1.26	0.0332404	-0.0128034	-0.0725968	0.0675037	
1.262	0.0330952	-0.0126684	-0.072807	0.067327	
1.263	0.0330221	-0.0126013	-0.0729083	0.0672338	
1.268	0.0326564	-0.0122664	-0.0734102	0.0667628	
1.26889	0.0325912	-0.0122073	-0.073497	0.0666765	
1.27	0.0325095	-0.0121332	-0.0736048	0.0665671	
1.27	0.0325093	-0.012133	-0.073605	0.0665668	
1.272	0.0323621	-0.0119999	-0.0737981	0.0663689	
1.273	0.0322881	-0.0119338	-0.0738907	0.0662651	
1.278	0.0319175	-0.0116038	-0.0743496	0.0657414	
1.27889	0.0318515	-0.0115456	-0.0744287	0.0656457	
1.28	0.0317688	-0.0114727	-0.0745269	0.0655247	
1.28	0.0317686	-0.0114725	-0.0745271	0.0655244	
1.282	0.0316195	-0.0113414	-0.0747029	0.0653054	
1.283	0.0315446	-0.0112764	-0.0747868	0.0651913	
1.288	0.0311697	-0.0109519	-0.0752021	0.0646157	
1.28889	0.031103	-0.0108947	-0.0752734	0.0645109	
1.29	0.0310193	-0.0108231	-0.0753619	0.0643784	
1.29	0.0310191	-0.0108229	-0.0753621	0.064378	
1.292	0.0308684	-0.0106941	-0.0755203	0.0641385	
1.293	0.0307926	-0.0106303	-0.0755955	0.0640141	
1.298	0.0304138	-0.0103118	-0.0759667	0.0633876	
1.29889	0.0303464	-0.0102557	-0.0760303	0.0632738	
1.3	0.0302618	-0.0101855	-0.0761089	0.0631301	
1.3	0.0302616	-0.0101852	-0.0761091	0.0631297	
1.302	0.0301094	-0.010059	-0.0762497	0.0628699	
1.303	0.030033	-0.00999644	-0.0763159	0.0627356	
1.308	0.0296507	-0.00968452	-0.0766428	0.062059	
1.30889	0.0295827	-0.00962957	-0.0766984	0.0619365	
1.31	0.0294974	-0.00956082	-0.0767672	0.0617817	
1.31	0.0294972	-0.0095606	-0.0767673	0.0617813	
1.312	0.0293437	-0.00943704	-0.07689	0.0615018	
1.313	0.0292666	-0.00937589	-0.0769474	0.0613576	
1.318	0.0288812	-0.00907098	-0.0772294	0.0606322	
1.31889	0.0288127	-0.0090173	-0.0772771	0.0605011	
1.32	0.0287268	-0.00895015	-0.0773359	0.0603356	
1.32	0.0287266	-0.00894994	-0.077336	0.0603351	
1.322	0.0285719	-0.00882927	-0.0774408	0.0600362	
1.323	0.0284944	-0.00876961	-0.0774891	0.0598825	
1.328	0.0281064	-0.0084722	-0.0777261	0.0591094	
1.32889	0.0280374	-0.00841987	-0.0777658	0.0589699	
1.33	0.027951	-0.00835443	-0.0778145	0.0587939	
1.33	0.0279508	-0.00835422	-0.0778146	0.0587934	
1.332	0.0277951	-0.00823663	-0.0779013	0.0584757	
1.333	0.0277171	-0.00817856	-0.0779405	0.0583126	
1.338	0.027327	-0.00788911	-0.0781322	0.0574931	
1.33889	0.0272577	-0.00783821	-0.0781639	0.0573454	
1.34	0.0271708	-0.00777459	-0.0782025	0.0571592	
1.34	0.0271706	-0.00777438	-0.0782026	0.0571587	
1.342	0.0270142	-0.00766007	-0.0782711	0.0568226	
1.343	0.0269358	-0.00760366	-0.0783013	0.0566505	
1.348	0.026544	-0.00732264	-0.0784474	0.0557859	
1.34889	0.0264744	-0.00727326	-0.078471	0.0556302	
1.35	0.0263872	-0.00721155	-0.0784995	0.0554341	
1.35	0.026387	-0.00721135	-0.0784996	0.0554335	
1.352	0.02623	-0.00710048	-0.0785499	0.0550797	
1.353	0.0261514	-0.00704584	-0.0785709	0.0548988	
1.358	0.0257584	-0.00677368	-0.0786714	0.0539904	
1.35889	0.0256886	-0.0067259	-0.0786869	0.0538271	
1.36	0.0256011	-0.0066662	-0.0787052	0.0536214	
1.36	0.0256009	-0.006666	-0.0787053	0.0536208	
1.362	0.0254435	-0.00655876	-0.0787373	0.0532497	
1.363	0.0253647	-0.00650598	-0.0787492	0.0530603	
1.368	0.0249709	-0.00624311	-0.078804	0.0521097	
1.36889	0.024901	-0.006197	-0.0788114	0.051939	
1.37	0.0248134	-0.0061394	-0.0788195	0.051724	
1.37	0.0248132	-0.00613921	-0.0788196	0.0517234	
1.372	0.0246556	-0.00603577	-0.0788333	0.0513356	
1.373	0.0245767	-0.00598492	-0.078836	0.051138	
1.378	0.0241826	-0.00573176	-0.0788451	0.0501467	
1.37889	0.0241127	-0.0056874	-0.0788444	0.0499688	
1.38	0.024025	-0.00563199	-0.0788424	0.0497449	
1.38	0.0240248	-0.00563181	-0.0788424	0.0497442	
1.382	0.0238672	-0.00553232	-0.0788378	0.0493405	
1.383	0.0237883	-0.00548349	-0.0788314	0.049135	
1.388	0.0233943	-0.00524044	-0.0787948	0.0481045	
1.38889	0.0233244	-0.00519789	-0.0787859	0.0479198	
1.39	0.0232369	-0.00514476	-0.0787738	0.0476873	
1.39	0.0232367	-0.00514459	-0.0787737	0.0476866	
1.392	0.0230791	-0.00504922	-0.0787509	0.0472675	
1.393	0.0230004	-0.00500247	-0.0787353	0.0470545	
1.398	0.022607	-0.00476992	-0.0786531	0.0459865	
1.39889	0.0225372	-0.00472925	-0.0786361	0.0457952	
1.4	0.0224499	-0.00467849	-0.0786139	0.0455545	
1.4	0.0224497	-0.00467833	-0.0786138	0.0455538	
1.402	0.0222924	-0.00458722	-0.0785727	0.04512	
1.403	0.0222139	-0.00454264	-0.0785481	0.0448998	
1.408	0.0218216	-0.00432095	-0.0784203	0.043796	
1.40889	0.021752	-0.00428223	-0.0783953	0.0435984	
1.41	0.0216649	-0.00423391	-0.0783629	0.0433499	
