t	a1	a2	da1	da2	
13.72	0.0393539	-0.0236203	0.0255506	0.0503162	
13.722	0.039405	-0.0235197	0.0251872	0.0504845	
13.723	0.0394297	-0.023469	0.0250042	0.0505651	
13.728	0.0395524	-0.0232152	0.0240882	0.0509637	
13.7289	0.0395737	-0.02317	0.023925	0.0510322	
13.73	0.0396002	-0.0231132	0.0237202	0.0511173	
13.73	0.0396003	-0.0231131	0.0237198	0.0511176	
13.732	0.0396477	-0.0230108	0.0233509	0.0512698	
13.733	0.0396706	-0.0229594	0.0231654	0.0513423	
13.738	0.0397841	-0.0227018	0.0222365	0.0517003	
13.7389	0.0398037	-0.022656	0.0220711	0.0517616	
13.74	0.0398281	-0.0225984	0.0218635	0.0518377	
13.74	0.0398282	-0.0225982	0.0218631	0.0518379	
13.742	0.0398719	-0.0224945	0.0214893	0.0519738	
13.743	0.0398929	-0.0224424	0.0213014	0.0520381	
13.748	0.0399971	-0.0221815	0.0203608	0.052355	
13.7489	0.0400151	-0.022135	0.0201933	0.052409	
13.75	0.0400374	-0.0220768	0.0199832	0.0524759	
13.75	0.0400374	-0.0220766	0.0199827	0.0524761	
13.752	0.0400774	-0.0219716	0.0196045	0.0525955	
13.753	0.0400965	-0.0219189	0.0194144	0.0526514	
13.758	0.0401912	-0.021655	0.0184631	0.0529268	
13.7589	0.0402075	-0.0216081	0.0182938	0.0529734	
13.76	0.0402277	-0.0215491	0.0180814	0.0530309	
13.76	0.0402278	-0.021549	0.0180809	0.0530311	
13.762	0.0402639	-0.0214429	0.0176986	0.0531338	
13.763	0.0402812	-0.0213896	0.0175065	0.0531813	
13.768	0.0403663	-0.0211232	0.0165457	0.0534147	
13.7689	0.0403809	-0.0210758	0.0163747	0.0534538	
13.77	0.0403989	-0.0210164	0.0161603	0.053502	
13.77	0.040399	-0.0210162	0.0161599	0.0535022	
13.772	0.0404313	-0.0209092	0.0157739	0.0535879	
13.773	0.0404466	-0.0208555	0.0155801	0.053627	
13.778	0.0405221	-0.020587	0.0146108	0.053818	
13.7789	0.0405349	-0.0205393	0.0144384	0.0538496	
13.78	0.0405509	-0.0204794	0.0142222	0.0538883	
13.78	0.0405509	-0.0204792	0.0142218	0.0538885	
13.782	0.0405794	-0.0203714	0.0138326	0.0539572	
13.783	0.0405927	-0.0203174	0.0136373	0.0539878	
13.788	0.0406584	-0.0200471	0.0126607	0.0541361	
13.7889	0.0406696	-0.0199991	0.012487	0.0541601	
13.79	0.0406833	-0.0199389	0.0122693	0.0541894	
13.79	0.0406834	-0.0199387	0.0122688	0.0541895	
13.792	0.0407079	-0.0198304	0.0118769	0.0542411	
13.793	0.0407193	-0.0197761	0.0116804	0.0542631	
13.798	0.0407752	-0.0195045	0.0106975	0.0543685	
13.7989	0.0407846	-0.0194563	0.0105228	0.0543849	
13.8	0.0407962	-0.0193959	0.0103038	0.0544046	
13.8	0.0407962	-0.0193957	0.0103034	0.0544047	
13.802	0.0408169	-0.0192869	0.00990916	0.0544391	
13.803	0.0408263	-0.0192324	0.00971159	0.0544525	
13.808	0.0408723	-0.0189601	0.00872363	0.0545149	
13.8089	0.04088	-0.0189117	0.00854809	0.0545237	
13.81	0.0408894	-0.0188511	0.00832808	0.0545338	
13.81	0.0408894	-0.0188509	0.00832759	0.0545338	
13.812	0.0409061	-0.0187419	0.00793156	0.054551	
13.813	0.0409135	-0.0186873	0.00773319	0.0545557	
13.818	0.0409497	-0.0184145	0.00674127	0.054575	
13.8189	0.0409556	-0.0183662	0.00656509	0.0545761	
13.82	0.0409628	-0.0183055	0.00634431	0.0545766	
13.82	0.0409628	-0.0183053	0.00634382	0.0545767	
13.822	0.0409755	-0.0181962	0.00594641	0.0545766	
13.823	0.0409809	-0.0181416	0.00574745	0.0545727	
13.828	0.0410072	-0.0178688	0.00475273	0.0545488	
13.8289	0.0410113	-0.0178205	0.00457611	0.0545423	
13.83	0.0410163	-0.0177599	0.0043548	0.0545332	
13.83	0.0410163	-0.0177597	0.00435431	0.0545332	
13.832	0.041025	-0.0176506	0.00395599	0.0545159	
13.833	0.0410284	-0.0175961	0.00375667	0.0545033	
13.838	0.0410447	-0.0173238	0.00276029	0.0544363	
13.8389	0.0410471	-0.0172756	0.00258343	0.0544222	
13.84	0.0410498	-0.0172151	0.00236185	0.0544035	
13.84	0.0410498	-0.0172149	0.00236136	0.0544035	
13.842	0.0410546	-0.0171061	0.00196258	0.054369	
13.843	0.041056	-0.0170518	0.00176314	0.0543478	
13.848	0.0410624	-0.0167804	0.00076623	0.0542378	
13.8489	0.041063	-0.0167323	0.00058934	0.0542161	
13.85	0.0410635	-0.0166721	0.000367749	0.0541879	
13.85	0.0410635	-0.0166719	0.000367255	0.0541878	
13.852	0.0410642	-0.0165635	-3.15289e-05	0.0541361	
13.853	0.0410637	-0.0165095	-0.00023087	0.0541064	
13.858	0.04106	-0.0162394	-0.00122715	0.0539536	
13.8589	0.0410589	-0.0161916	-0.00140387	0.0539242	
13.86	0.0410572	-0.0161317	-0.00162523	0.0538865	
13.86	0.0410572	-0.0161315	-0.00162572	0.0538865	
13.862	0.0410539	-0.0160237	-0.00202405	0.0538176	
13.863	0.0410514	-0.01597	-0.00222306	0.0537794	
13.868	0.0410378	-0.0157016	-0.00321758	0.0535841	
13.8689	0.0410349	-0.0156541	-0.00339392	0.0535472	
13.87	0.041031	-0.0155946	-0.00361479	0.0535001	
13.87	0.041031	-0.0155945	-0.00361528	0.0535	
13.872	0.0410238	-0.0154875	-0.0040127	0.0534142	
13.873	0.0410192	-0.0154342	-0.00421115	0.0533675	
13.878	0.0409957	-0.015168	-0.00520276	0.0531299	
13.8789	0.040991	-0.0151209	-0.00537854	0.0530856	
13.88	0.0409849	-0.0150619	-0.00559865	0.0530291	
13.88	0.0409849	-0.0150618	-0.00559914	0.0530289	
13.882	0.0409737	-0.0149557	-0.0059952	0.0529263	
13.883	0.0409672	-0.0149029	-0.00619286	0.0528713	
13.888	0.0409338	-0.0146393	-0.00718044	0.0525919	
13.8889	0.0409273	-0.0145927	-0.00735544	0.0525401	
13.89	0.040919	-0.0145343	-0.00757456	0.0524744	
13.89	0.040919	-0.0145342	-0.00757505	0.0524742	
13.892	0.0409039	-0.0144292	-0.00796928	0.0523549	
13.893	0.0408954	-0.014377	-0.00816594	0.0522916	
13.898	0.0408521	-0.0141164	-0.00914835	0.0519707	
13.8989	0.0408439	-0.0140704	-0.00932237	0.0519117	
13.9	0.0408335	-0.0140127	-0.00954024	0.0518368	
13.9	0.0408334	-0.0140125	-0.00954073	0.0518366	
13.902	0.0408144	-0.0139089	-0.00993269	0.0517008	
13.903	0.0408039	-0.0138573	-0.0101281	0.0516293	
13.908	0.0407509	-0.0136002	-0.0111042	0.0512676	
13.9089	0.0407409	-0.0135547	-0.0112771	0.0512013	
13.91	0.0407283	-0.0134979	-0.0114935	0.0511174	
13.91	0.0407283	-0.0134977	-0.0114939	0.0511171	
13.912	0.0407053	-0.0133955	-0.0118832	0.0509651	
13.913	0.0406929	-0.0133447	-0.0120771	0.0508855	
13.918	0.0406301	-0.0130913	-0.0130459	0.0504835	
13.9189	0.0406185	-0.0130466	-0.0132173	0.0504101	
13.92	0.0406036	-0.0129906	-0.013432	0.0503173	
13.92	0.0406036	-0.0129905	-0.0134325	0.050317	
13.922	0.0405767	-0.0128898	-0.0138185	0.050149	
13.923	0.0405624	-0.0128399	-0.0140108	0.0500615	
13.928	0.04049	-0.0125907	-0.014971	0.0496198	
13.9289	0.0404766	-0.0125468	-0.0151409	0.0495394	
13.93	0.0404597	-0.0124918	-0.0153536	0.0494378	
13.93	0.0404597	-0.0124916	-0.0153541	0.0494375	
13.932	0.040429	-0.0123928	-0.0157365	0.0492538	
13.933	0.0404127	-0.0123437	-0.0159269	0.0491584	
13.938	0.0403307	-0.0120992	-0.0168775	0.0486778	
13.9389	0.0403157	-0.0120561	-0.0170457	0.0485906	
13.94	0.0402966	-0.0120021	-0.0172561	0.0484804	
13.94	0.0402966	-0.012002	-0.0172566	0.0484801	
13.942	0.0402621	-0.011905	-0.017635	0.0482809	
13.943	0.040244	-0.011857	-0.0178233	0.0481779	
13.948	0.0401525	-0.0116174	-0.0187632	0.0476591	
13.9489	0.0401358	-0.0115752	-0.0189294	0.0475651	
13.95	0.0401146	-0.0115225	-0.0191373	0.0474465	
13.95	0.0401146	-0.0115223	-0.0191378	0.0474462	
13.952	0.0400763	-0.0114274	-0.0195118	0.0472319	
13.953	0.0400563	-0.0113804	-0.0196977	0.0471213	
13.958	0.0399556	-0.0111463	-0.0206259	0.0465652	
13.9589	0.0399372	-0.011105	-0.0207899	0.0464647	
13.96	0.039914	-0.0110535	-0.0209952	0.0463378	
13.96	0.0399139	-0.0110533	-0.0209956	0.0463375	
13.962	0.0398719	-0.0109606	-0.0213647	0.0461084	
13.963	0.0398501	-0.0109148	-0.0215481	0.0459905	
13.968	0.0397401	-0.0106864	-0.0224635	0.045398	
13.9689	0.0397201	-0.0106462	-0.0226252	0.045291	
13.97	0.0396948	-0.0105959	-0.0228275	0.0451561	
13.97	0.0396948	-0.0105958	-0.0228279	0.0451558	
13.972	0.0396491	-0.0105055	-0.0231917	0.0449122	
13.973	0.0396255	-0.0104609	-0.0233723	0.0447873	
13.978	0.0395064	-0.0102385	-0.0242738	0.0441592	
13.9789	0.0394848	-0.0101995	-0.0244331	0.044046	
13.98	0.0394575	-0.0101506	-0.0246322	0.0439033	
13.98	0.0394575	-0.0101504	-0.0246326	0.0439029	
13.982	0.0394082	-0.0100626	-0.0249907	0.0436453	
13.983	0.0393827	-0.0100193	-0.0251684	0.0435135	
13.988	0.0392547	-0.00980343	-0.026055	0.0428509	
13.9889	0.0392315	-0.00976551	-0.0262115	0.0427316	
13.99	0.0392023	-0.0097181	-0.0264072	0.0425813	
13.99	0.0392022	-0.00971795	-0.0264077	0.0425809	
13.992	0.0391494	-0.00963279	-0.0267596	0.0423097	
13.993	0.0391222	-0.00959082	-0.0269341	0.0421711	
13.998	0.0389854	-0.00938175	-0.0278048	0.0414751	
13.9989	0.0389606	-0.00934505	-0.0279585	0.04135	
14	0.0389295	-0.00929918	-0.0281506	0.0411923	
14	0.0389294	-0.00929903	-0.028151	0.0411919	
14.002	0.0388731	-0.00921665	-0.0284964	0.0409075	
14.003	0.0388442	-0.0091761	-0.0286676	0.0407624	
14.008	0.0386987	-0.00897415	-0.0295214	0.0400341	
14.0089	0.0386725	-0.00893873	-0.029672	0.0399032	
14.01	0.0386394	-0.00889447	-0.0298603	0.0397385	
14.01	0.0386393	-0.00889433	-0.0298607	0.039738	
14.012	0.0385796	-0.00881485	-0.0301992	0.0394409	
14.013	0.038549	-0.00877578	-0.0303668	0.0392896	
14.018	0.0383951	-0.00858128	-0.0312028	0.03853	
14.0189	0.0383673	-0.00854719	-0.0313502	0.0383937	
14.02	0.0383324	-0.00850462	-0.0315344	0.0382222	
14.02	0.0383323	-0.00850448	-0.0315348	0.0382217	
14.022	0.0382692	-0.00842804	-0.031866	0.0379123	
14.023	0.038237	-0.00839051	-0.0320299	0.0377549	
14.028	0.0380748	-0.00820375	-0.0328471	0.0369654	
14.0289	0.0380456	-0.00817105	-0.0329911	0.0368238	
14.03	0.0380088	-0.00813023	-0.0331711	0.0366457	
14.03	0.0380087	-0.0081301	-0.0331715	0.0366452	
14.032	0.0379424	-0.00805681	-0.0334949	0.0363241	
14.033	0.0379085	-0.00802088	-0.0336549	0.0361609	
14.038	0.0377383	-0.00784216	-0.0344524	0.0353427	
14.0389	0.0377076	-0.00781091	-0.0345928	0.0351961	
14.04	0.0376691	-0.00777189	-0.0347683	0.0350117	
14.04	0.037669	-0.00777177	-0.0347687	0.0350112	
14.042	0.0375995	-0.00770174	-0.0350841	0.0346788	
14.043	0.037564	-0.00766748	-0.03524	0.0345101	
14.048	0.0373859	-0.00749708	-0.0360169	0.0336644	
14.0489	0.0373539	-0.00746732	-0.0361536	0.033513	
14.05	0.0373136	-0.00743018	-0.0363245	0.0333227	
14.05	0.0373135	-0.00743006	-0.0363249	0.0333221	
14.052	0.0372409	-0.00736341	-0.0366318	0.032979	
14.053	0.0372038	-0.00733086	-0.0367834	0.0328051	
14.058	0.0370181	-0.00716905	-0.0375388	0.0319333	
14.0589	0.0369847	-0.00714082	-0.0376717	0.0317774	
14.06	0.0369427	-0.00710561	-0.0378377	0.0315813	
14.06	0.0369427	-0.0071055	-0.037838	0.0315808	
14.062	0.036867	-0.00704234	-0.0381363	0.0312274	
14.063	0.0368285	-0.00701155	-0.0382834	0.0310485	
14.068	0.0366352	-0.00685858	-0.0390164	0.0301521	
14.0689	0.0366006	-0.00683193	-0.0391453	0.0299918	
14.07	0.036557	-0.00679871	-0.0393062	0.0297904	
14.07	0.0365569	-0.00679861	-0.0393066	0.0297898	
14.072	0.0364783	-0.00673903	-0.0395957	0.0294269	
14.073	0.0364383	-0.00671005	-0.0397382	0.0292433	
14.078	0.0362379	-0.00656617	-0.0404481	0.0283235	
14.0789	0.036202	-0.00654114	-0.0405728	0.0281593	
14.08	0.0361568	-0.00650996	-0.0407285	0.0279528	
14.08	0.0361567	-0.00650986	-0.0407289	0.0279522	
14.082	0.0360752	-0.00645395	-0.0410086	0.0275802	
14.083	0.0360339	-0.00642684	-0.0411463	0.0273922	
14.088	0.0358264	-0.00629226	-0.0418322	0.0264506	
14.0889	0.0357893	-0.0062689	-0.0419526	0.0262826	
14.09	0.0357426	-0.0062398	-0.0421029	0.0260714	
14.09	0.0357425	-0.00623971	-0.0421033	0.0260708	
14.092	0.0356583	-0.00618757	-0.0423733	0.0256903	
14.093	0.0356156	-0.00616235	-0.042506	0.0254982	
14.098	0.0354014	-0.00603729	-0.0431671	0.0245363	
14.0989	0.0353631	-0.00601563	-0.0432831	0.0243647	
14.1	0.0353149	-0.00598867	-0.0434279	0.0241492	
14.1	0.0353148	-0.00598858	-0.0434282	0.0241485	
14.102	0.0352279	-0.00594028	-0.0436881	0.0237602	
14.103	0.0351839	-0.00591701	-0.0438158	0.0235643	
14.108	0.0349633	-0.00580166	-0.0444514	0.0225836	
14.1089	0.0349238	-0.00578173	-0.0445629	0.0224088	
14.11	0.0348742	-0.00575695	-0.0447019	0.0221892	
14.11	0.0348741	-0.00575686	-0.0447022	0.0221885	
14.112	0.0347847	-0.00571249	-0.0449518	0.0217929	
14.113	0.0347394	-0.00569119	-0.0450743	0.0215936	
14.118	0.0345126	-0.00558574	-0.0456837	0.0205956	
14.1189	0.034472	-0.00556757	-0.0457904	0.0204178	
14.12	0.034421	-0.005545	-0.0459235	0.0201945	
14.12	0.0344209	-0.00554492	-0.0459238	0.0201938	
14.122	0.0343291	-0.00550454	-0.0461628	0.0197916	
14.123	0.0342826	-0.00548525	-0.0462799	0.0195891	
14.128	0.0340498	-0.00538986	-0.0468624	0.0185755	
14.1289	0.0340082	-0.00537348	-0.0469643	0.018395	
14.13	0.0339559	-0.00535316	-0.0470914	0.0181683	
14.13	0.0339558	-0.00535309	-0.0470917	0.0181676	
14.132	0.0338616	-0.00531676	-0.0473198	0.0177595	
14.133	0.033814	-0.00529951	-0.0474314	0.0175541	
14.138	0.0335755	-0.00521433	-0.0479864	0.0165264	
14.1389	0.0335329	-0.00519976	-0.0480834	0.0163435	
14.14	0.0334794	-0.00518173	-0.0482043	0.0161139	
14.14	0.0334793	-0.00518166	-0.0482046	0.0161132	
14.142	0.0333828	-0.00514944	-0.0484215	0.0156997	
14.143	0.0333342	-0.00513426	-0.0485275	0.0154918	
14.148	0.0330902	-0.00505942	-0.0490542	0.0144516	
14.1489	0.0330467	-0.00504669	-0.0491462	0.0142666	
14.15	0.032992	-0.00503097	-0.0492608	0.0140343	
14.15	0.0329919	-0.00503091	-0.0492611	0.0140336	
14.152	0.0328934	-0.00500284	-0.0494667	0.0136154	
14.153	0.0328436	-0.00498975	-0.0495669	0.0134054	
14.158	0.0325946	-0.00492537	-0.0500649	0.0123544	
14.1589	0.0325501	-0.00491451	-0.0501517	0.0121676	
14.16	0.0324943	-0.00490111	-0.0502599	0.011933	
14.16	0.0324942	-0.00490106	-0.0502601	0.0119323	
14.162	0.0323937	-0.0048772	-0.0504541	0.0115101	
14.163	0.032343	-0.00486622	-0.0505485	0.0112982	
14.168	0.0320891	-0.00481239	-0.0510171	0.0102381	
14.1689	0.0320438	-0.00480341	-0.0510988	0.0100497	
14.17	0.031987	-0.00479237	-0.0512003	0.00981333	
14.17	0.0319869	-0.00479233	-0.0512006	0.00981262	
14.172	0.0318845	-0.0047727	-0.0513827	0.00938705	
14.173	0.0318329	-0.00476385	-0.0514711	0.00917359	
14.178	0.0315744	-0.00472066	-0.05191	0.00810607	
14.1789	0.0315284	-0.00471356	-0.0519863	0.00791643	
14.18	0.0314705	-0.0047049	-0.0520812	0.00767853	
14.18	0.0314704	-0.00470486	-0.0520814	0.00767781	
14.182	0.0313662	-0.00468951	-0.0522515	0.00724957	
14.183	0.0313138	-0.00468279	-0.0523339	0.00703492	
14.188	0.0310511	-0.00465031	-0.0527424	0.00596163	
14.1889	0.0310043	-0.00464512	-0.0528132	0.00577106	
14.19	0.0309456	-0.00463884	-0.0529014	0.00553203	
14.19	0.0309454	-0.00463881	-0.0529016	0.0055313	
14.192	0.0308396	-0.00462775	-0.0530595	0.00510105	
14.193	0.0307864	-0.00462318	-0.0531357	0.00488555	
14.198	0.0305198	-0.00460146	-0.0535134	0.00380819	
14.1989	0.0304723	-0.00459817	-0.0535788	0.00361699	
14.2	0.0304127	-0.00459429	-0.05366	0.0033772	
14.2	0.0304126	-0.00459426	-0.0536602	0.00337647	
14.202	0.0303053	-0.00458751	-0.0538057	0.0029449	
14.203	0.0302513	-0.00458511	-0.0538757	0.0027289	
14.208	0.0299811	-0.00457417	-0.0542222	0.00164916	
14.2089	0.0299329	-0.00457279	-0.0542821	0.00145763	
14.21	0.0298726	-0.00457131	-0.0543563	0.00121747	
14.21	0.0298725	-0.0045713	-0.0543565	0.00121673	
14.212	0.0297637	-0.00456886	-0.0544895	0.000784521	
14.213	0.0297091	-0.00456862	-0.0545531	0.000568348	
14.218	0.0294356	-0.00456848	-0.0548681	-0.000512048	
14.2189	0.0293869	-0.00456902	-0.0549223	-0.00070361	
14.22	0.0293258	-0.00456994	-0.0549895	-0.000943773	
14.22	0.0293257	-0.00456993	-0.0549897	-0.000944507	
14.222	0.0292157	-0.00457182	-0.0551099	-0.00137668	
14.223	0.0291604	-0.00457374	-0.0551672	-0.00159268	
14.228	0.0288839	-0.0045844	-0.0554502	-0.00267203	
14.2289	0.0288347	-0.00458686	-0.0554988	-0.00286332	
14.23	0.028773	-0.00459018	-0.0555589	-0.0031031	
14.23	0.0287729	-0.00459018	-0.055559	-0.00310384	
14.232	0.0286618	-0.00459639	-0.0556665	-0.00353528	
14.233	0.028606	-0.00460046	-0.0557173	-0.00375077	
14.238	0.0283268	-0.0046219	-0.0559681	-0.00482738	
14.2389	0.0282771	-0.00462627	-0.0560109	-0.00501809	
14.24	0.0282148	-0.00463199	-0.0560638	-0.00525711	
14.24	0.0282147	-0.00463199	-0.0560639	-0.00525785	
14.242	0.0281026	-0.00464251	-0.0561584	-0.00568789	
14.243	0.0280463	-0.00464873	-0.0562027	-0.00590252	
14.248	0.0277648	-0.00468092	-0.056421	-0.00697468	
14.2489	0.0277147	-0.0046872	-0.0564581	-0.00716452	
14.25	0.0276519	-0.00469529	-0.0565037	-0.00740241	
14.25	0.0276518	-0.00469531	-0.0565038	-0.00740314	
14.252	0.0275388	-0.00471011	-0.0565853	-0.0078311	
14.253	0.0274821	-0.00471848	-0.0566231	-0.00804453	
14.258	0.0271986	-0.00476136	-0.0568087	-0.00911057	
14.2589	0.0271482	-0.00476953	-0.0568399	-0.00929922	
14.26	0.027085	-0.00477999	-0.0568782	-0.0095356	
14.26	0.0270848	-0.00478002	-0.0568783	-0.00953633	
14.262	0.0269711	-0.00479909	-0.0569467	-0.00996153	
14.263	0.0269141	-0.00480958	-0.0569779	-0.0101734	
14.268	0.0266288	-0.00486308	-0.0571305	-0.0112317	
14.2689	0.0265781	-0.00487313	-0.0571559	-0.0114188	
14.27	0.0265146	-0.00488595	-0.0571869	-0.0116533	
14.27	0.0265145	-0.00488598	-0.057187	-0.0116541	
14.272	0.0264001	-0.00490929	-0.0572421	-0.0120758	
14.273	0.0263428	-0.00492189	-0.0572667	-0.0122859	
14.278	0.0260562	-0.00498593	-0.0573863	-0.0133346	
14.2789	0.0260053	-0.00499784	-0.0574058	-0.01352	
14.28	0.0259415	-0.005013	-0.0574294	-0.0137523	
14.28	0.0259413	-0.00501303	-0.0574295	-0.013753	
14.282	0.0258265	-0.00504054	-0.0574714	-0.0141707	
14.283	0.0257689	-0.00505523	-0.0574893	-0.0143785	
14.288	0.0254813	-0.00512971	-0.0575757	-0.0154161	
14.2889	0.0254302	-0.00514346	-0.0575893	-0.0155995	
14.29	0.0253662	-0.00516092	-0.0576056	-0.0158291	
14.29	0.0253661	-0.00516097	-0.0576056	-0.0158298	
14.292	0.0252509	-0.00519263	-0.0576342	-0.0162427	
14.293	0.0251932	-0.00520939	-0.0576455	-0.016448	
14.298	0.0249049	-0.00529417	-0.0576986	-0.0174729	
14.2989	0.0248537	-0.00530975	-0.0577063	-0.0176539	
14.3	0.0247896	-0.00532949	-0.0577152	-0.0178805	
14.3	0.0247894	-0.00532955	-0.0577152	-0.0178812	
14.302	0.024674	-0.00536531	-0.0577305	-0.0182888	
14.303	0.0246163	-0.00538411	-0.0577351	-0.0184912	
14.308	0.0243276	-0.00547907	-0.0577549	-0.0195017	
14.3089	0.0242763	-0.00549644	-0.0577567	-0.01968	
14.31	0.0242122	-0.00551844	-0.0577582	-0.0199033	
14.31	0.024212	-0.0055185	-0.0577582	-0.019904	
14.312	0.0240965	-0.0055583	-0.0577601	-0.0203055	
14.313	0.0240387	-0.00557911	-0.0577581	-0.0205048	
14.318	0.02375	-0.0056841	-0.0577446	-0.0214993	
14.3189	0.0236988	-0.00570324	-0.0577405	-0.0216748	
14.32	0.0236346	-0.00572745	-0.0577346	-0.0218944	
14.32	0.0236345	-0.00572752	-0.0577346	-0.0218951	
14.322	0.023519	-0.00577131	-0.0577232	-0.0222899	
14.323	0.0234613	-0.00579409	-0.0577145	-0.0224857	
14.328	0.0231729	-0.00590894	-0.0576677	-0.0234627	
14.3289	0.0231218	-0.00592982	-0.0576577	-0.0236349	
14.33	0.0230577	-0.00595621	-0.0576444	-0.0238505	
14.33	0.0230575	-0.00595628	-0.0576444	-0.0238512	
14.332	0.0229423	-0.00600398	-0.0576197	-0.0242387	
14.333	0.0228847	-0.00602871	-0.0576043	-0.0244307	
14.338	0.0225969	-0.00615323	-0.0575244	-0.0253886	
14.3389	0.0225459	-0.00617582	-0.0575085	-0.0255574	
14.34	0.022482	-0.00620434	-0.0574878	-0.0257686	
14.34	0.0224818	-0.00620442	-0.0574878	-0.0257693	
14.342	0.0223668	-0.00625596	-0.0574498	-0.0261489	
14.343	0.0223094	-0.00628258	-0.0574279	-0.0263368	
14.348	0.0220226	-0.00641658	-0.0573148	-0.0272741	
14.3489	0.0219718	-0.00644083	-0.057293	-0.0274392	
14.35	0.0219081	-0.00647144	-0.057265	-0.0276457	
14.35	0.021908	-0.00647153	-0.057265	-0.0276463	
14.352	0.0217935	-0.00652682	-0.0572138	-0.0280175	
14.353	0.0217363	-0.0065553	-0.0571853	-0.028201	
14.358	0.0214508	-0.00669857	-0.0570393	-0.0291163	
14.3589	0.0214002	-0.00672445	-0.0570117	-0.0292774	
14.36	0.0213369	-0.00675711	-0.0569764	-0.0294788	
14.36	0.0213367	-0.0067572	-0.0569763	-0.0294795	
14.362	0.0212228	-0.00681616	-0.056912	-0.0298415	
14.363	0.021166	-0.00684645	-0.0568769	-0.0300204	
14.368	0.0208821	-0.00699875	-0.0566983	-0.0309121	
14.3689	0.0208318	-0.00702623	-0.0566648	-0.031069	
14.37	0.0207688	-0.00706087	-0.0566223	-0.0312651	
14.37	0.0207687	-0.00706096	-0.0566222	-0.0312657	
14.372	0.0206555	-0.00712349	-0.0565448	-0.0316181	
14.373	0.020599	-0.00715555	-0.0565032	-0.0317921	
14.378	0.0203171	-0.00731665	-0.0562921	-0.0326589	
14.3789	0.0202671	-0.00734567	-0.0562529	-0.0328113	
14.38	0.0202047	-0.00738224	-0.0562031	-0.0330017	
14.38	0.0202045	-0.00738235	-0.056203	-0.0330023	
14.382	0.0200921	-0.00744835	-0.0561127	-0.0333445	
14.383	0.0200361	-0.00748212	-0.0560646	-0.0335133	
14.388	0.0197564	-0.00765176	-0.0558212	-0.0343539	
14.3889	0.0197069	-0.00768228	-0.0557764	-0.0345015	
14.39	0.019645	-0.00772073	-0.0557194	-0.034686	
14.39	0.0196449	-0.00772084	-0.0557193	-0.0346866	
14.392	0.0195334	-0.00779021	-0.0556162	-0.035018	
14.393	0.0194779	-0.00782564	-0.0555617	-0.0351813	
14.398	0.0192008	-0.00800354	-0.0552864	-0.0359943	
14.3989	0.0191518	-0.00803552	-0.0552359	-0.036137	
14.4	0.0190905	-0.00807578	-0.0551719	-0.0363153	
14.4	0.0190903	-0.00807589	-0.0551717	-0.0363158	
14.402	0.01898	-0.00814853	-0.0550559	-0.036636	
14.403	0.0189251	-0.00818556	-0.0549951	-0.0367935	
14.408	0.0186509	-0.00837145	-0.0546882	-0.0375777	
14.4089	0.0186024	-0.00840483	-0.0546321	-0.0377152	
14.41	0.0185418	-0.00844684	-0.0545611	-0.0378869	
14.41	0.0185416	-0.00844696	-0.0545609	-0.0378875	
14.412	0.0184325	-0.00852274	-0.0544325	-0.0381959	
14.413	0.0183782	-0.00856132	-0.0543655	-0.0383474	
14.418	0.0181073	-0.0087549	-0.0540273	-0.0391015	
14.4189	0.0180594	-0.00878962	-0.0539657	-0.0392336	
14.42	0.0179995	-0.00883332	-0.0538878	-0.0393986	
14.42	0.0179993	-0.00883344	-0.0538877	-0.0393991	
14.422	0.0178916	-0.00891224	-0.0537468	-0.0396953	
14.423	0.017838	-0.00895231	-0.0536736	-0.0398406	
14.428	0.0175706	-0.00915328	-0.0533047	-0.0405635	
14.4289	0.0175233	-0.00918929	-0.0532376	-0.04069	
14.43	0.0174642	-0.0092346	-0.0531529	-0.0408479	
14.43	0.0174641	-0.00923473	-0.0531528	-0.0408484	
14.432	0.0173578	-0.00931643	-0.0529997	-0.0411318	
14.433	0.017305	-0.00935792	-0.0529204	-0.0412707	
14.438	0.0170414	-0.00956595	-0.0525211	-0.0419612	
14.4389	0.0169948	-0.00960321	-0.0524487	-0.0420819	
14.44	0.0169366	-0.00965006	-0.0523573	-0.0422325	
14.44	0.0169365	-0.0096502	-0.0523571	-0.042233	
14.442	0.0168318	-0.00973466	-0.052192	-0.0425033	
14.443	0.0167798	-0.0097775	-0.0521067	-0.0426354	
14.448	0.0165204	-0.00999228	-0.0516776	-0.0432925	
14.4489	0.0164746	-0.0100307	-0.0515999	-0.0434072	
14.45	0.0164173	-0.010079	-0.0515019	-0.0435503	
14.45	0.0164171	-0.0100792	-0.0515017	-0.0435507	
14.452	0.0163141	-0.0101663	-0.0513247	-0.0438075	
14.453	0.016263	-0.0102104	-0.0512335	-0.0439327	
14.458	0.016008	-0.0104316	-0.0507751	-0.0445553	
14.4589	0.015963	-0.0104711	-0.0506922	-0.0446638	
14.46	0.0159068	-0.0105208	-0.0505877	-0.0447992	
14.46	0.0159066	-0.010521	-0.0505875	-0.0447996	
14.462	0.0158055	-0.0106106	-0.0503989	-0.0450424	
14.463	0.0157553	-0.0106559	-0.0503019	-0.0451606	
14.468	0.0155051	-0.0108831	-0.0498147	-0.0457477	
14.4689	0.0154609	-0.0109237	-0.0497267	-0.0458499	
14.47	0.0154057	-0.0109748	-0.0496159	-0.0459773	
